TBhypo680.genome.CDS.1780,group14024
TBhypo680.genome.CDS.2221,group00151
TBhypo680.genome.CDS.2391,group00986
TBhypo680.genome.CDS.2396,group13619
TBhypo680.genome.CDS.2397,group00616
TBhypo680.genome.CDS.1919,group01342
TBhypo680.genome.CDS.2395,group08410
TBhypo680.genome.CDS.2008,group04473
TBhypo680.genome.CDS.2009,group03114
TBhypo680.genome.CDS.2130,group01008
TBhypo680.genome.CDS.2002,group04684
TBhypo680.genome.CDS.2003,group02937
TBhypo680.genome.CDS.2000,group00394
TBhypo680.genome.CDS.2508,group06192
TBhypo680.genome.CDS.2006,group00687
TBhypo680.genome.CDS.2007,group04577
TBhypo680.genome.CDS.2004,group04018
TBhypo680.genome.CDS.2005,group02917
TBhypo680.genome.CDS.2091,group00738
TBhypo680.genome.CDS.2090,group04573
TBhypo680.genome.CDS.2092,group00417
TBhypo680.genome.CDS.2095,group00418
TBhypo680.genome.CDS.2094,group00528
TBhypo680.genome.CDS.2097,group01033
TBhypo680.genome.CDS.2096,group00776
TBhypo680.genome.CDS.2099,group05026
TBhypo680.genome.CDS.1648,group00734
TBhypo680.genome.CDS.2446,group00562
TBhypo680.genome.CDS.2247,group11640
TBhypo680.genome.CDS.1374,group00375
TBhypo680.genome.CDS.1888,group00508
TBhypo680.genome.CDS.469,group08724
TBhypo680.genome.CDS.360,group05047
TBhypo680.genome.CDS.2227,group07304
TBhypo680.genome.CDS.2069,group01515
TBhypo680.genome.CDS.1925,group00480
TBhypo680.genome.CDS.2162,group10804
TBhypo680.genome.CDS.1185,group05023
TBhypo680.genome.CDS.1546,group01391
TBhypo680.genome.CDS.1305,group00641
TBhypo680.genome.CDS.1308,group00493
TBhypo680.genome.CDS.2521,group01445
TBhypo680.genome.CDS.411,group01019
TBhypo680.genome.CDS.2472,group00716
TBhypo680.genome.CDS.1612,group00681
TBhypo680.genome.CDS.1810,group00540
TBhypo680.genome.CDS.2485,group03955
TBhypo680.genome.CDS.1658,group00777
TBhypo680.genome.CDS.1341,group00908
TBhypo680.genome.CDS.2238,group00257
TBhypo680.genome.CDS.2267,group00852
TBhypo680.genome.CDS.1659,group01036
TBhypo680.genome.CDS.1926,group00406
TBhypo680.genome.CDS.1055,group07142
TBhypo680.genome.CDS.1611,group00629
TBhypo680.genome.CDS.1050,group00321
TBhypo680.genome.CDS.165,group04185
TBhypo680.genome.CDS.1657,group13795
TBhypo680.genome.CDS.1616,group00388
TBhypo680.genome.CDS.1654,group01253
TBhypo680.genome.CDS.1307,group00948
TBhypo680.genome.CDS.2136,group00117
TBhypo680.genome.CDS.1614,group01344
TBhypo680.genome.CDS.1300,group00053
TBhypo680.genome.CDS.2188,group06660
TBhypo680.genome.CDS.1347,group00703
TBhypo680.genome.CDS.1348,group00017
TBhypo680.genome.CDS.1301,group00083
TBhypo680.genome.CDS.1627,group00193
TBhypo680.genome.CDS.1334,group02257
TBhypo680.genome.CDS.1337,group00582
TBhypo680.genome.CDS.1624,group00119
TBhypo680.genome.CDS.1331,group00049
TBhypo680.genome.CDS.1650,group00579
TBhypo680.genome.CDS.1621,group00780
TBhypo680.genome.CDS.1620,group05403
TBhypo680.genome.CDS.1651,group04417
TBhypo680.genome.CDS.1339,group00634
TBhypo680.genome.CDS.1338,group03006
TBhypo680.genome.CDS.1629,group00086
TBhypo680.genome.CDS.1628,group00188
TBhypo680.genome.CDS.1458,group00954
TBhypo680.genome.CDS.1459,group00029
TBhypo680.genome.CDS.1751,group03199
TBhypo680.genome.CDS.1750,group04962
TBhypo680.genome.CDS.1757,group00454
TBhypo680.genome.CDS.1756,group00384
TBhypo680.genome.CDS.1755,group13628
TBhypo680.genome.CDS.1754,group01626
TBhypo680.genome.CDS.1450,group00009
TBhypo680.genome.CDS.1451,group00328
TBhypo680.genome.CDS.1759,group01949
TBhypo680.genome.CDS.1808,group00049
TBhypo680.genome.CDS.1454,group01991
TBhypo680.genome.CDS.1455,group00556
TBhypo680.genome.CDS.1456,group02162
TBhypo680.genome.CDS.1457,group00788
TBhypo680.genome.CDS.2433,group07478
TBhypo680.genome.CDS.2297,group00179
TBhypo680.genome.CDS.2431,group11479
TBhypo680.genome.CDS.2430,group02709
TBhypo680.genome.CDS.2437,group00543
TBhypo680.genome.CDS.2199,group00254
TBhypo680.genome.CDS.2435,group00636
TBhypo680.genome.CDS.1806,group01622
TBhypo680.genome.CDS.2439,group09481
TBhypo680.genome.CDS.2030,group01002
TBhypo680.genome.CDS.2295,group03324
TBhypo680.genome.CDS.2480,group02016
TBhypo680.genome.CDS.488,group01010
TBhypo680.genome.CDS.1596,group12705
TBhypo680.genome.CDS.2294,group02243
TBhypo680.genome.CDS.735,group04318
TBhypo680.genome.CDS.2293,group02085
TBhypo680.genome.CDS.1802,group00258
TBhypo680.genome.CDS.2222,group00208
TBhypo680.genome.CDS.2591,group01212
TBhypo680.genome.CDS.2189,group00167
TBhypo680.genome.CDS.1523,group01149
TBhypo680.genome.CDS.2226,group02747
TBhypo680.genome.CDS.1525,group00652
TBhypo680.genome.CDS.1526,group01057
TBhypo680.genome.CDS.1527,group10111
TBhypo680.genome.CDS.1933,group00421
TBhypo680.genome.CDS.2599,group00041
TBhypo680.genome.CDS.1931,group00803
TBhypo680.genome.CDS.2290,group00902
TBhypo680.genome.CDS.2228,group08176
TBhypo680.genome.CDS.2186,group00266
TBhypo680.genome.CDS.2185,group01203
TBhypo680.genome.CDS.1934,group08235
TBhypo680.genome.CDS.2507,group05043
TBhypo680.genome.CDS.2506,group07301
TBhypo680.genome.CDS.2505,group05044
TBhypo680.genome.CDS.2504,group03235
TBhypo680.genome.CDS.2503,group00052
TBhypo680.genome.CDS.1922,group00353
TBhypo680.genome.CDS.2500,group00663
TBhypo680.genome.CDS.1986,group00133
TBhypo680.genome.CDS.1987,group00782
TBhypo680.genome.CDS.1984,group08366
TBhypo680.genome.CDS.1985,group00100
TBhypo680.genome.CDS.2132,group00911
TBhypo680.genome.CDS.1801,group00066
TBhypo680.genome.CDS.2509,group05042
TBhypo680.genome.CDS.1981,group13725
TBhypo680.genome.CDS.2520,group01198
TBhypo680.genome.CDS.1562,group00771
TBhypo680.genome.CDS.1721,group10782
TBhypo680.genome.CDS.1518,group00773
TBhypo680.genome.CDS.2229,group11743
TBhypo680.genome.CDS.2449,group00967
TBhypo680.genome.CDS.1317,group00057
TBhypo680.genome.CDS.2089,group06333
TBhypo680.genome.CDS.2173,group00864
TBhypo680.genome.CDS.2299,group00238
TBhypo680.genome.CDS.2298,group00180
TBhypo680.genome.CDS.1540,group00012
TBhypo680.genome.CDS.2296,group00530
TBhypo680.genome.CDS.1805,group00146
TBhypo680.genome.CDS.1804,group00064
TBhypo680.genome.CDS.1803,group08483
TBhypo680.genome.CDS.2292,group12774
TBhypo680.genome.CDS.2291,group01318
TBhypo680.genome.CDS.1800,group00147
TBhypo680.genome.CDS.2046,group01355
TBhypo680.genome.CDS.2047,group01853
TBhypo680.genome.CDS.2044,group10798
TBhypo680.genome.CDS.2045,group08980
TBhypo680.genome.CDS.2042,group01412
TBhypo680.genome.CDS.2043,group00237
TBhypo680.genome.CDS.2040,group00286
TBhypo680.genome.CDS.2041,group00220
TBhypo680.genome.CDS.2278,group04409
TBhypo680.genome.CDS.1872,group00505
TBhypo680.genome.CDS.2137,group01992
TBhypo680.genome.CDS.1481,group00711
TBhypo680.genome.CDS.2048,group01349
TBhypo680.genome.CDS.2049,group02101
TBhypo680.genome.CDS.2183,group01393
TBhypo680.genome.CDS.2619,group00463
TBhypo680.genome.CDS.2618,group00517
TBhypo680.genome.CDS.2349,group00605
TBhypo680.genome.CDS.2348,group01589
TBhypo680.genome.CDS.2613,group00160
TBhypo680.genome.CDS.2344,group00795
TBhypo680.genome.CDS.2611,group00592
TBhypo680.genome.CDS.1588,group03481
TBhypo680.genome.CDS.2341,group00140
TBhypo680.genome.CDS.2340,group00221
TBhypo680.genome.CDS.2343,group00203
TBhypo680.genome.CDS.2342,group00026
TBhypo680.genome.CDS.2428,group00971
TBhypo680.genome.CDS.2178,group08240
TBhypo680.genome.CDS.1314,group00361
TBhypo680.genome.CDS.1688,group03056
TBhypo680.genome.CDS.1807,group02055
TBhypo680.genome.CDS.2408,group00990
TBhypo680.genome.CDS.1589,group02820
TBhypo680.genome.CDS.2481,group00927
TBhypo680.genome.CDS.1299,group00349
TBhypo680.genome.CDS.1626,group04115
TBhypo680.genome.CDS.1296,group00194
TBhypo680.genome.CDS.1878,group04420
TBhypo680.genome.CDS.1297,group00873
TBhypo680.genome.CDS.1879,group00606
TBhypo680.genome.CDS.2404,group11516
TBhypo680.genome.CDS.2176,group00504
TBhypo680.genome.CDS.2359,group01016
TBhypo680.genome.CDS.1295,group00058
TBhypo680.genome.CDS.2529,group05036
TBhypo680.genome.CDS.2525,group04015
TBhypo680.genome.CDS.1950,group00483
TBhypo680.genome.CDS.2403,group01099
TBhypo680.genome.CDS.2345,group00038
TBhypo680.genome.CDS.2302,group07589
TBhypo680.genome.CDS.1593,group05034
TBhypo680.genome.CDS.1437,group01121
TBhypo680.genome.CDS.2180,group01362
TBhypo680.genome.CDS.2347,group00720
TBhypo680.genome.CDS.1477,group00236
TBhypo680.genome.CDS.1906,group12383
TBhypo680.genome.CDS.2610,group00116
TBhypo680.genome.CDS.2617,group09900
TBhypo680.genome.CDS.337,group05664
TBhypo680.genome.CDS.2616,group00111
TBhypo680.genome.CDS.1461,group05037
TBhypo680.genome.CDS.1460,group01567
TBhypo680.genome.CDS.1463,group01602
TBhypo680.genome.CDS.1462,group08262
TBhypo680.genome.CDS.1465,group02462
TBhypo680.genome.CDS.2615,group00067
TBhypo680.genome.CDS.1467,group00038
TBhypo680.genome.CDS.1466,group04009
TBhypo680.genome.CDS.1469,group13943
TBhypo680.genome.CDS.1468,group01358
TBhypo680.genome.CDS.2614,group05108
TBhypo680.genome.CDS.2492,group02017
TBhypo680.genome.CDS.1414,group13608
TBhypo680.genome.CDS.1415,group00854
TBhypo680.genome.CDS.1416,group07830
TBhypo680.genome.CDS.1417,group00413
TBhypo680.genome.CDS.1410,group00397
TBhypo680.genome.CDS.1411,group00291
TBhypo680.genome.CDS.1412,group00080
TBhypo680.genome.CDS.1413,group00364
TBhypo680.genome.CDS.2568,group00308
TBhypo680.genome.CDS.1418,group00415
TBhypo680.genome.CDS.1419,group04034
TBhypo680.genome.CDS.2394,group06530
TBhypo680.genome.CDS.1384,group12069
TBhypo680.genome.CDS.1385,group08563
TBhypo680.genome.CDS.1386,group09188
TBhypo680.genome.CDS.866,group09638
TBhypo680.genome.CDS.1380,group00222
TBhypo680.genome.CDS.1381,group00731
TBhypo680.genome.CDS.1382,group03662
TBhypo680.genome.CDS.1383,group09627
TBhypo680.genome.CDS.2175,group00569
TBhypo680.genome.CDS.1524,group00767
TBhypo680.genome.CDS.1870,group05206
TBhypo680.genome.CDS.2596,group04168
TBhypo680.genome.CDS.2491,group10496
TBhypo680.genome.CDS.2489,group02793
TBhypo680.genome.CDS.1579,group00355
TBhypo680.genome.CDS.2495,group05045
TBhypo680.genome.CDS.2494,group02254
TBhypo680.genome.CDS.1368,group00229
TBhypo680.genome.CDS.2144,group00223
TBhypo680.genome.CDS.2143,group09276
TBhypo680.genome.CDS.2142,group11935
TBhypo680.genome.CDS.2493,group02005
TBhypo680.genome.CDS.2140,group01733
TBhypo680.genome.CDS.1362,group10895
TBhypo680.genome.CDS.1363,group00905
TBhypo680.genome.CDS.1360,group00351
TBhypo680.genome.CDS.2135,group02323
TBhypo680.genome.CDS.1366,group00350
TBhypo680.genome.CDS.2498,group00696
TBhypo680.genome.CDS.1364,group00670
TBhypo680.genome.CDS.1365,group00267
TBhypo680.genome.CDS.1663,group01059
TBhypo680.genome.CDS.1709,group00496
TBhypo680.genome.CDS.1661,group09987
TBhypo680.genome.CDS.1660,group00113
TBhypo680.genome.CDS.1667,group00855
TBhypo680.genome.CDS.1666,group01873
TBhypo680.genome.CDS.1665,group01346
TBhypo680.genome.CDS.1664,group04347
TBhypo680.genome.CDS.1700,group00252
TBhypo680.genome.CDS.1701,group00366
TBhypo680.genome.CDS.1702,group00296
TBhypo680.genome.CDS.1703,group00412
TBhypo680.genome.CDS.1704,group00297
TBhypo680.genome.CDS.1705,group10783
TBhypo680.genome.CDS.1706,group00247
TBhypo680.genome.CDS.1707,group01268
TBhypo680.genome.CDS.2543,group01841
TBhypo680.genome.CDS.1573,group00192
TBhypo680.genome.CDS.2184,group10803
TBhypo680.genome.CDS.2540,group02884
TBhypo680.genome.CDS.2547,group04454
TBhypo680.genome.CDS.2546,group00004
TBhypo680.genome.CDS.2545,group01754
TBhypo680.genome.CDS.2544,group02425
TBhypo680.genome.CDS.2460,group01862
TBhypo680.genome.CDS.2235,group00657
TBhypo680.genome.CDS.2549,group10811
TBhypo680.genome.CDS.2463,group00035
TBhypo680.genome.CDS.2464,group01794
TBhypo680.genome.CDS.2465,group01489
TBhypo680.genome.CDS.2466,group08226
TBhypo680.genome.CDS.2467,group00747
TBhypo680.genome.CDS.1689,group00764
TBhypo680.genome.CDS.1961,group01593
TBhypo680.genome.CDS.1962,group04475
TBhypo680.genome.CDS.1963,group00421
TBhypo680.genome.CDS.1964,group00035
TBhypo680.genome.CDS.2127,group00451
TBhypo680.genome.CDS.1966,group01602
TBhypo680.genome.CDS.1967,group01766
TBhypo680.genome.CDS.1968,group01724
TBhypo680.genome.CDS.1969,group02250
TBhypo680.genome.CDS.1683,group00332
TBhypo680.genome.CDS.2588,group00591
TBhypo680.genome.CDS.1685,group00441
TBhypo680.genome.CDS.1684,group00331
TBhypo680.genome.CDS.1687,group00812
TBhypo680.genome.CDS.2379,group07142
TBhypo680.genome.CDS.1519,group00440
TBhypo680.genome.CDS.2313,group10806
TBhypo680.genome.CDS.1849,group01829
TBhypo680.genome.CDS.2311,group02647
TBhypo680.genome.CDS.2316,group10772
TBhypo680.genome.CDS.1575,group03272
TBhypo680.genome.CDS.2314,group03684
TBhypo680.genome.CDS.2315,group00889
TBhypo680.genome.CDS.1511,group04004
TBhypo680.genome.CDS.1510,group00623
TBhypo680.genome.CDS.1841,group00982
TBhypo680.genome.CDS.1840,group13943
TBhypo680.genome.CDS.1847,group01301
TBhypo680.genome.CDS.1846,group05669
TBhypo680.genome.CDS.1845,group04422
TBhypo680.genome.CDS.1516,group01965
TBhypo680.genome.CDS.1534,group00387
TBhypo680.genome.CDS.1568,group13710
TBhypo680.genome.CDS.1569,group00317
TBhypo680.genome.CDS.2268,group00070
TBhypo680.genome.CDS.2269,group00054
TBhypo680.genome.CDS.2266,group08440
TBhypo680.genome.CDS.1565,group00844
TBhypo680.genome.CDS.1566,group10360
TBhypo680.genome.CDS.2265,group05294
TBhypo680.genome.CDS.1560,group02991
TBhypo680.genome.CDS.2263,group00916
TBhypo680.genome.CDS.2260,group00183
TBhypo680.genome.CDS.2261,group00211
TBhypo680.genome.CDS.2179,group01362
TBhypo680.genome.CDS.1796,group00731
TBhypo680.genome.CDS.1920,group06383
TBhypo680.genome.CDS.1530,group00650
TBhypo680.genome.CDS.1844,group01032
TBhypo680.genome.CDS.1809,group00541
TBhypo680.genome.CDS.2532,group02338
TBhypo680.genome.CDS.1996,group05667
TBhypo680.genome.CDS.1574,group00548
TBhypo680.genome.CDS.1583,group01313
TBhypo680.genome.CDS.1580,group07127
TBhypo680.genome.CDS.2209,group08801
TBhypo680.genome.CDS.2131,group10802
TBhypo680.genome.CDS.2039,group00251
TBhypo680.genome.CDS.2038,group00372
TBhypo680.genome.CDS.2037,group00445
TBhypo680.genome.CDS.1586,group08213
TBhypo680.genome.CDS.2035,group00981
TBhypo680.genome.CDS.2034,group00176
TBhypo680.genome.CDS.2033,group00785
TBhypo680.genome.CDS.2032,group12056
TBhypo680.genome.CDS.2031,group00590
TBhypo680.genome.CDS.1587,group01206
TBhypo680.genome.CDS.2082,group00002
TBhypo680.genome.CDS.2083,group00635
TBhypo680.genome.CDS.2080,group00093
TBhypo680.genome.CDS.2086,group00733
TBhypo680.genome.CDS.2534,group08678
TBhypo680.genome.CDS.2084,group00427
TBhypo680.genome.CDS.2085,group00469
TBhypo680.genome.CDS.2088,group10800
TBhypo680.genome.CDS.2535,group13947
TBhypo680.genome.CDS.2163,group01013
TBhypo680.genome.CDS.1995,group10795
TBhypo680.genome.CDS.1581,group01327
TBhypo680.genome.CDS.1545,group01960
TBhypo680.genome.CDS.1647,group03265
TBhypo680.genome.CDS.2124,group01606
TBhypo680.genome.CDS.2236,group00136
TBhypo680.genome.CDS.1542,group01386
TBhypo680.genome.CDS.1997,group00902
TBhypo680.genome.CDS.1543,group01367
TBhypo680.genome.CDS.374,group00956
TBhypo680.genome.CDS.2539,group05282
TBhypo680.genome.CDS.39,group00256
TBhypo680.genome.CDS.1643,group00392
TBhypo680.genome.CDS.2248,group00450
TBhypo680.genome.CDS.1590,group02820
TBhypo680.genome.CDS.2120,group00461
TBhypo680.genome.CDS.1789,group08632
TBhypo680.genome.CDS.2123,group00715
TBhypo680.genome.CDS.1905,group13619
TBhypo680.genome.CDS.1992,group00642
TBhypo680.genome.CDS.2479,group03246
TBhypo680.genome.CDS.1529,group04032
TBhypo680.genome.CDS.2166,group00289
TBhypo680.genome.CDS.2276,group01129
TBhypo680.genome.CDS.172,group05046
TBhypo680.genome.CDS.2234,group06649
TBhypo680.genome.CDS.2246,group00027
TBhypo680.genome.CDS.2390,group00072
TBhypo680.genome.CDS.1932,group00035
TBhypo680.genome.CDS.1504,group12997
TBhypo680.genome.CDS.2442,group00625
TBhypo680.genome.CDS.1555,group00335
TBhypo680.genome.CDS.1312,group00014
TBhypo680.genome.CDS.536,group10917
TBhypo680.genome.CDS.535,group00071
TBhypo680.genome.CDS.1592,group01962
TBhypo680.genome.CDS.1682,group09453
TBhypo680.genome.CDS.2116,group00511
TBhypo680.genome.CDS.1522,group00560
TBhypo680.genome.CDS.1921,group01024
TBhypo680.genome.CDS.1731,group00632
TBhypo680.genome.CDS.1730,group11641
TBhypo680.genome.CDS.2496,group13086
TBhypo680.genome.CDS.1732,group00278
TBhypo680.genome.CDS.1735,group00651
TBhypo680.genome.CDS.1323,group00497
TBhypo680.genome.CDS.1737,group00391
TBhypo680.genome.CDS.1321,group13486
TBhypo680.genome.CDS.1739,group12865
TBhypo680.genome.CDS.1738,group07168
TBhypo680.genome.CDS.1946,group00284
TBhypo680.genome.CDS.1328,group00654
TBhypo680.genome.CDS.1329,group07708
TBhypo680.genome.CDS.1601,group03022
TBhypo680.genome.CDS.1746,group00768
TBhypo680.genome.CDS.1989,group01261
TBhypo680.genome.CDS.1429,group05119
TBhypo680.genome.CDS.1741,group00701
TBhypo680.genome.CDS.1742,group00324
TBhypo680.genome.CDS.2487,group00942
TBhypo680.genome.CDS.1425,group10794
TBhypo680.genome.CDS.1424,group00031
TBhypo680.genome.CDS.1427,group00660
TBhypo680.genome.CDS.2113,group00087
TBhypo680.genome.CDS.1748,group00939
TBhypo680.genome.CDS.1420,group00200
TBhypo680.genome.CDS.1423,group00261
TBhypo680.genome.CDS.1422,group08279
TBhypo680.genome.CDS.2424,group00704
TBhypo680.genome.CDS.2425,group00814
TBhypo680.genome.CDS.2426,group00705
TBhypo680.genome.CDS.2427,group13830
TBhypo680.genome.CDS.2420,group00620
TBhypo680.genome.CDS.2421,group00343
TBhypo680.genome.CDS.2422,group00735
TBhypo680.genome.CDS.2240,group09754
TBhypo680.genome.CDS.2482,group00327
TBhypo680.genome.CDS.1357,group01021
TBhypo680.genome.CDS.1324,group00226
TBhypo680.genome.CDS.2429,group00983
TBhypo680.genome.CDS.1557,group00110
TBhypo680.genome.CDS.2483,group02451
TBhypo680.genome.CDS.1646,group00521
TBhypo680.genome.CDS.1607,group06327
TBhypo680.genome.CDS.1641,group02912
TBhypo680.genome.CDS.1606,group08158
TBhypo680.genome.CDS.2239,group00362
TBhypo680.genome.CDS.2119,group00298
TBhypo680.genome.CDS.1887,group00020
TBhypo680.genome.CDS.1554,group00125
TBhypo680.genome.CDS.2215,group00063
TBhypo680.genome.CDS.1556,group00120
TBhypo680.genome.CDS.2213,group00885
TBhypo680.genome.CDS.1882,group00249
TBhypo680.genome.CDS.2211,group00893
TBhypo680.genome.CDS.1356,group00023
TBhypo680.genome.CDS.1924,group00805
TBhypo680.genome.CDS.2195,group11238
TBhypo680.genome.CDS.2196,group00142
TBhypo680.genome.CDS.1927,group00695
TBhypo680.genome.CDS.1559,group00336
TBhypo680.genome.CDS.1558,group00040
TBhypo680.genome.CDS.1889,group00827
TBhypo680.genome.CDS.2193,group11819
TBhypo680.genome.CDS.2451,group00224
TBhypo680.genome.CDS.1639,group00608
TBhypo680.genome.CDS.2101,group00409
TBhypo680.genome.CDS.2452,group00984
TBhypo680.genome.CDS.2455,group01647
TBhypo680.genome.CDS.2454,group00955
TBhypo680.genome.CDS.2457,group13210
TBhypo680.genome.CDS.2456,group02931
TBhypo680.genome.CDS.1630,group00084
TBhypo680.genome.CDS.1631,group00627
TBhypo680.genome.CDS.1632,group00205
TBhypo680.genome.CDS.1633,group08680
TBhypo680.genome.CDS.1634,group01552
TBhypo680.genome.CDS.1635,group03661
TBhypo680.genome.CDS.1636,group05028
TBhypo680.genome.CDS.1637,group00710
TBhypo680.genome.CDS.2518,group03397
TBhypo680.genome.CDS.2271,group02114
TBhypo680.genome.CDS.2605,group00365
TBhypo680.genome.CDS.2346,group01575
TBhypo680.genome.CDS.2501,group06372
TBhypo680.genome.CDS.2488,group02677
TBhypo680.genome.CDS.1936,group01020
TBhypo680.genome.CDS.620,group04010
TBhypo680.genome.CDS.2510,group05041
TBhypo680.genome.CDS.2511,group05040
TBhypo680.genome.CDS.2512,group05039
TBhypo680.genome.CDS.1316,group00215
TBhypo680.genome.CDS.2514,group02482
TBhypo680.genome.CDS.2515,group01305
TBhypo680.genome.CDS.2516,group13627
TBhypo680.genome.CDS.2517,group02083
TBhypo680.genome.CDS.1959,group00580
TBhypo680.genome.CDS.2281,group02928
TBhypo680.genome.CDS.1812,group00024
TBhypo680.genome.CDS.2283,group02428
TBhypo680.genome.CDS.1814,group00242
TBhypo680.genome.CDS.2285,group04592
TBhypo680.genome.CDS.1816,group00804
TBhypo680.genome.CDS.2287,group10867
TBhypo680.genome.CDS.1818,group00643
TBhypo680.genome.CDS.1819,group02108
TBhypo680.genome.CDS.1953,group01003
TBhypo680.genome.CDS.1952,group00555
TBhypo680.genome.CDS.1955,group01064
TBhypo680.genome.CDS.1954,group01054
TBhypo680.genome.CDS.1957,group00972
TBhypo680.genome.CDS.2270,group00165
TBhypo680.genome.CDS.2243,group00438
TBhypo680.genome.CDS.2241,group00250
TBhypo680.genome.CDS.1550,group00085
TBhypo680.genome.CDS.1670,group00645
TBhypo680.genome.CDS.1498,group03657
TBhypo680.genome.CDS.1778,group03194
TBhypo680.genome.CDS.1326,group00750
TBhypo680.genome.CDS.2608,group00368
TBhypo680.genome.CDS.2609,group00401
TBhypo680.genome.CDS.2358,group03968
TBhypo680.genome.CDS.1327,group07485
TBhypo680.genome.CDS.2604,group00105
TBhypo680.genome.CDS.2357,group00410
TBhypo680.genome.CDS.2606,group00230
TBhypo680.genome.CDS.2607,group01274
TBhypo680.genome.CDS.2600,group00294
TBhypo680.genome.CDS.2601,group00166
TBhypo680.genome.CDS.2350,group00660
TBhypo680.genome.CDS.2603,group08749
