id	name	formula	charge	aliases
cpd11585	L-alanylglycine	C5H10N2O3	0	
cpd00035	L-Alanine	C3H7NO2	0	
cpd01775	Phosphoribosyl-ATP	C15H20N5O20P4	-5	
cpd00103	PRPP	C5H9O14P3	-4	
cpd00858	L-Glutamate5-semialdehyde	C5H9NO3	0	
cpd02431	1-Pyrroline-5-carboxylate	C5H6NO2	-1	
cpd11514	12-methyl-trans-tetra-dec-2-enoyl-ACP	C26H47N2O8PRS	-1	
cpd11515	12-methyl-tetra-decanoyl-ACP	C26H49N2O8PRS	-2	
cpd00867	Inositol 1-phosphate	C6H11O9P	-2	
cpd00121	L-Inositol	C6H12O6	0	
cpd00492	N-Acetyl-D-mannosamine	C8H15NO6	0	
cpd11537	13-methyl-3-oxo-tetra-decanoyl-ACP	C26H47N2O9PRS	-1	
cpd11538	13-methyl-3-hydroxy-tetra-decanoyl-ACP	C26H49N2O9PRS	-1	
cpd00286	Undecaprenylphosphate	C55H89O4P	-2	
cpd02862	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	C40H62N9O26P2	-3	
cpd00091	UMP	C9H11N2O9P	-2	
cpd02948	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho- undecaprenol	C86H140N7O21P2	-3	
cpd00192	4-Coumaroyl-CoA	C30H38N7O18P3S	-4	
cpd05630	Pelargonin	C27H29O15	-1	
cpd15065	Pelargonidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)	C36H35O17	-1	
cpd11468	Dodecanoyl-ACP	C23H44N2O8PRS	-2	
cpd11469	(2E)-Dodecenoyl-[acp]	C23H41N2O8PRS	-2	
cpd02152	L-Argininosuccinate	C10H17N4O6	-1	
cpd00051	L-Arginine	C6H15N4O2	1	
cpd00106	Fumarate	C4H2O4	-2	
cpd00641	L-Histidinol	C6H12N3O	1	
cpd02893	5'-Phosphoribosyl-4-carboxy-5-aminoimidazole	C9H12N3O9P	-2	
cpd02140	AIR	C8H13N3O7P	-1	
cpd11554	8-methyl-3-oxo-nonanoyl-ACP	C21H37N2O9PRS	-1	
cpd11555	8-methyl-3-hydroxy-nonanoyl-ACP	C21H39N2O9PRS	-1	
cpd00053	L-Glutamine	C5H10N2O3	0	
cpd00216	Chorismate	C10H8O6	-2	
cpd00020	Pyruvate	C3H3O3	-1	
cpd11588	gly-pro-L	C7H12N2O3	0	
cpd00129	L-Proline	C5H9NO2	0	
cpd11438	fa4	C15H29O2	-1	
cpd11439	fa4coa	C36H61N7O17P3S	-3	
cpd11570	3-Oxooctodecanoyl-ACP	C29H53N2O9PRS	-1	
cpd11571	3-Hydroxyoctodecanoyl-ACP	C29H55N2O9PRS	-1	
cpd01324	L-Histidinal	C6H10N3O	1	
cpd15325	1-dodecanoyl-sn-glycerol 3-phosphate	C15H29O7P	-2	
cpd15521	1,2-didodecanoyl-sn-glycerol 3-phosphate	C27H52O8P	-1	
cpd00159	L-Lactate	C3H5O3	-1	
cpd15560	Ubiquinone-8	C49H74O4	0	
cpd15561	Ubiquinol-8	C49H76O4	0	
cpd00244	Ni2+	Ni	2	
cpd02264	CDPparatose	C15H23N3O14P2	-2	
cpd02265	CDPtyvelose	C15H23N3O14P2	-2	
cpd11506	8-methyl-trans-dec-2-enoyl-ACP	C22H39N2O8PRS	-1	
cpd11507	8-methyl-decanoyl-ACP	C22H41N2O8PRS	-1	
cpd00327	strcoa	C39H66N7O17P3S	-4	
cpd15329	1-octadecanoyl-sn-glycerol 3-phosphate	C21H41O7P	-2	
cpd15526	1,2-dioctadecanoyl-sn-glycerol 3-phosphate	C39H76O8P	-1	
cpd00270	Caffeoyl-CoA	C30H38N7O19P3S	-4	
cpd05546	Cyanin	C27H29O16	-1	
cpd15088	Cyanidin 3-glucoside 5-caffeoylglucoside	C36H35O19	-1	
cpd11568	14-methyl-trans-pentadec-2-enoyl-ACP	C27H49N2O8PRS	-1	
cpd11569	14-methyl-pentadecanoyl-ACP	C27H51N2O8PRS	-2	
cpd02277	N-Methyl-2-oxoglutaramate	C6H8NO4	-1	
cpd00187	Methanamine	CH6N	1	
cpd15606	Gly-Tyr	C11H14N2O4	0	
cpd00069	L-Tyrosine	C9H11NO3	0	
cpd11546	4-methyl-3-oxo-pentanoyl-ACP	C17H29N2O9PRS	-1	
cpd11547	4-methyl-3-hydroxy-pentanoyl-ACP	C17H31N2O9PRS	-1	
cpd11539	13-methyl-trans-tetra-dec-2-enoyl-ACP	C26H47N2O8PRS	-1	
cpd11540	13-methyl-tetra-decanoyl-ACP	C26H49N2O8PRS	-2	
cpd01318	Glycocholate	C26H42NO6	-1	
cpd00526	Cholate	C24H39O5	-1	
cpd11558	10-methyl-3-oxo-undecanoyl-ACP	C23H41N2O9PRS	-1	
cpd11559	10-methyl-3-hydroxy-undecanoyl-ACP	C23H43N2O9PRS	-1	
cpd09027	5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate	C5H5N4O5	-1	
cpd01567	(R)-Allantoin	C4H5N4O3	-1	
cpd11521	5-methyl-3-oxo-hexanoyl-ACP	C18H31N2O9PRS	-1	
cpd11522	5-methyl-3-hydroxy-hexanoyl-ACP	C18H33N2O9PRS	-1	
cpd00342	N-Acetylornithine	C7H14N2O3	0	
cpd00918	2-Acetamido-5-oxopentanoate	C7H10NO4	-1	
cpd03244	Taurodeoxycholate	C26H44NO6S	-1	
cpd02733	Deoxycholate	C24H39O4	-1	
cpd00349	Sedoheptulose 1,7-bisphosphate	C7H12O13P2	-4	
cpd00095	Glycerone-phosphate	C3H5O6P	-2	
cpd00236	D-Erythrose4-phosphate	C4H7O7P	-2	
cpd00524	2-Inosose	C6H10O6	0	
cpd00079	D-glucose-6-phosphate	C6H11O9P	-2	
cpd00022	Acetyl-CoA	C23H34N7O17P3S	-4	
cpd15028	Delphin	C27H28O17	-2	
cpd15029	Delphinidin 3-glucoside 5-caffoyl-glucoside	C36H34O20	-2	
cpd11580	Gly-Gln	C7H13N3O4	0	
cpd11560	10-methyl-trans-undec-2-enoyl-ACP	C23H41N2O8PRS	-1	
cpd11561	10-methyl-undecanoyl-ACP	C23H43N2O8PRS	-1	
cpd11552	6-methyl-trans-hept-2-enoyl-ACP	C19H33N2O8PRS	-1	
cpd11553	6-methyl-heptanoyl-ACP	C19H35N2O8PRS	-1	
cpd01777	Phosphoribosyl-AMP	C15H19N5O14P2	-4	
cpd02979	phosphoribosylformiminoaicar-phosphate	C15H21N5O15P2	-4	
cpd02711	2-Keto-3-deoxy-6-phosphogluconate	C6H8O9P	-3	
cpd03227	5beta-Cholestane-3alpha,7alpha,26-triol	C27H48O3	0	
cpd03228	3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al	C27H46O3	0	
cpd11582	ala-L-Thr-L	C7H14N2O4	0	
cpd00161	L-Threonine	C4H9NO3	0	
cpd00171	D-Ribulose5-phosphate	C5H9O8P	-2	
cpd17043	RNA transcription	null	0	
cpd11474	Decanoyl-ACP	C21H40N2O8PRS	-2	
cpd11475	(2E)-Decenoyl-[acp]	C21H37N2O8PRS	-2	
cpd00805	D-Tagatose 6-phosphate	C6H11O9P	-2	
cpd02371	D-Tagatose 1,6-biphosphate	C6H10O12P2	-4	
cpd00032	Oxaloacetate	C4H2O5	-2	
cpd00061	Phosphoenolpyruvate	C3H2O6P	-3	
cpd00046	CMP	C9H12N3O8P	-2	
cpd12606	Plasmenylethanolamine	C8H13NO7PR2	-1	
cpd00444	CDPethanolamine	C11H19N4O11P2	-1	
cpd12322	1-Alkenyl-2-acylglycerol	C6H8O4R2	0	
cpd08288	2-phospho-4--cytidine5-diphospho-2-C-methyl-D-erythritol	C14H22N3O17P3	-4	
cpd08301	2-C-methyl-D-erythritol2-4-cyclodiphosphate	C5H10O9P2	-2	
cpd00031	GDP	C10H13N5O11P2	-2	
cpd00038	GTP	C10H13N5O14P3	-3	
cpd12273	1-Alkyl-2-acylglycerol	C4H6O4R2	0	
cpd12554	1-Alkyl-2-acylglycerophosphoethanolamine	C6H11NO7PR2	-1	
cpd15277	Palmitoyl-ACP	C27H51N2O8PRS	-2	
cpd15327	1-hexadecanoyl-sn-glycerol 3-phosphate	C19H38O7P	-1	
cpd15524	1,2-dihexadecanoyl-sn-glycerol 3-phosphate	C35H68O8P	-1	
cpd02991	phosphoribulosylformimino-AICAR-phosphate	C15H22N5O15P2	-3	
cpd11481	R-3-hydroxypalmitoyl-acyl-carrierprotein-	C27H51N2O9PRS	-1	
cpd11485	3-oxohexadecanoyl-acp	C27H50N2O9PRS	-2	
cpd00293	N-Acetyl-D-glucosamine 6-phosphate	C8H14NO9P	-2	
cpd00288	D-Glucosamine phosphate	C6H13NO8P	-1	
cpd00412	Deoxyuridine	C9H12N2O5	0	
cpd00299	dUMP	C9H11N2O8P	-2	
cpd15603	Gly-Cys	C5H10N2O3S	0	
cpd00084	L-Cysteine	C3H7NO2S	0	
cpd11435	fa1coa	C35H59N7O17P3S	-3	
cpd15673	1-isotetradecanoyl-sn-glycerol 3-phosphate	C17H34O7P	-1	
cpd15679	1,2-diisotetradecanoyl-sn-glycerol 3-phosphate	C31H60O8P	-1	
cpd11480	D-3-Hydroxydodecanoyl-[acp]	C23H43N2O9PRS	-2	
cpd11489	3-oxododecanoyl-acp	C23H42N2O9PRS	-2	
cpd00065	L-Tryptophan	C11H12N2O2	0	
cpd00318	Tryptamine	C10H13N2	1	
cpd11525	7-methyl-3-oxo-octanoyl-ACP	C20H35N2O9PRS	-1	
cpd11526	7-methyl-3-hydroxy-octanoyl-ACP	C20H37N2O9PRS	-1	
cpd02074	2-Oxo-6-aminocaproate	C6H11NO3	0	
cpd00922	delta1-Piperideine-2-carboxylate	C6H8NO2	-1	
cpd11587	Ala-Gln	C8H15N3O4	0	
cpd11583	Ala-Leu	C9H18N2O3	0	
cpd00107	L-Leucine	C6H13NO2	0	
cpd04015	trans-3-Chloro-2-propene-1-ol	C3H5OCl	0	
cpd04017	3-Chloroallyl aldehyde	C3H3OCl	0	
cpd02414	L-2-Amino-6-oxopimelate	C7H10NO5	-1	
cpd02465	tetrahydrodipicolinate	C7H7NO4	-2	
cpd15662	Prenol-45n teichoic acid-glucose substituted	C476H836N2O467P47	-47	
cpd15666	Peptidoglycan polymer (n-1 subunits)	C40H63N8O21R	-2	
cpd15669	glycerol teichoic acid (n=45), linked, glucose substituted	C461H809N10O484P46R	-48	
cpd00822	O-Succinyl-L-homoserine	C8H12NO6	-1	
cpd00036	Succinate	C4H4O4	-2	
cpd00094	2-Oxobutyrate	C4H5O3	-1	
cpd00114	IMP	C10H11N4O8P	-2	
cpd02375	Adenylosuccinate	C14H14N5O11P	-4	
cpd11592	gly-glu-L	C7H11N2O5	-1	
cpd02484	Inositol 3-phosphate	C6H11O9P	-2	
cpd11679	Secondary alcohol	CH2OR2	0	
cpd11733	Ketone	COR2	0	
cpd00092	Uracil	C4H4N2O2	0	
cpd00859	Pseudouridine 5'-phosphate	C9H11N2O9P	-2	
cpd11433	fa12	C17H33O2	-1	
cpd11434	fa12coa	C38H65N7O17P3S	-3	
cpd04016	cis-3-Chloro-2-propene-1-ol	C3H5OCl	0	
cpd15064	cis-3-Chloroallyl aldehyde	C3H3OCl	0	
cpd00868	p-hydroxyphenylpyruvate	C9H7O4	-1	
cpd00089	Glucose-1-phosphate	C6H11O9P	-2	
cpd00203	1,3-Bisphospho-D-glycerate	C3H4O10P2	-4	
cpd00169	3-Phosphoglycerate	C3H4O7P	-3	
cpd00907	alpha-D-glucose-1,6-biphosphate	C6H12O12P2	-2	
cpd11464	Butyryl-ACP	C15H28N2O8PRS	-2	
cpd11465	But-2-enoyl-[acyl-carrier protein]	C15H25N2O8PRS	-1	
cpd17041	Protein biosynthesis	null	0	
cpd11566	14-methyl-3-oxo-pentadecanoyl-ACP	C27H49N2O9PRS	-1	
cpd11567	14-methyl-3-hydroxy-pentadecanoyl-ACP	C27H51N2O9PRS	-1	
cpd16401	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one	C10H11NO3	0	
cpd16402	5-Phenyl-1,3-oxazinane-2,4-dione	C10H9NO3	0	
cpd00477	N-Acetyl-L-glutamate	C7H9NO5	-2	
cpd02552	n-acetylglutamyl-phosphate	C7H9NO8P	-3	
cpd00516	meso-2,6-Diaminopimelate	C7H14N2O4	0	
cpd00525	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	C28H39N5O23P2	-4	
cpd02964	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2-6-diaminopimelate	C35H51N7O26P2	-4	
cpd01047	Apigenin	C15H10O5	0	
cpd00019	S-Adenosyl-homocysteine	C14H20N6O5S	0	
cpd01043	Acacetin	C16H12O5	0	
cpd11500	6-methyl-3-oxo-octanoyl-ACP	C20H35N2O9PRS	-1	
cpd11501	6-methyl-3-hydroxy-octanoyl-ACP	C20H37N2O9PRS	-1	
cpd00361	ACTN	C4H8O2	0	
cpd01221	(S)-Acetoin	C4H8O2	0	
cpd11482	(R)-3-Hydroxydecanoyl-[acyl-carrier protein]	C21H40N2O9PRS	-2	
cpd11487	3-oxodecanoyl-acp	C21H38N2O9PRS	-2	
cpd02843	D-erythro-imidazol-glycerol-phosphate	C6H9N2O6P	-2	
cpd02851	AICAR	C9H13N4O8P	-2	
cpd15294	Tetradecenoyl-ACP	C25H45N2O8PRS	-1	
cpd15330	1-tetradec-7-enoyl-sn-glycerol 3-phosphate	C17H32O7P	-1	
cpd15523	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate	C31H56O8P	-1	
cpd11479	D-3-Hydroxyhexanoyl-[acp]	C17H31N2O9PRS	-2	
cpd11486	3-Oxohexanoyl-[acp]	C17H30N2O9PRS	-2	
cpd00054	L-Serine	C3H7NO3	0	
cpd11512	12-methyl-3-oxo-tetra-decanoyl-ACP	C26H47N2O9PRS	-1	
cpd11513	12-methyl-3-hydroxy-tetra-decanoyl-ACP	C26H49N2O9PRS	-1	
cpd04806	Aldophosphamide	C7H15N2O3PCl2	0	
cpd16365	Alcophosphamide	C7H17N2O3PCl2	0	
cpd01560	beta-Alanyl-CoA	C24H39N8O17P3S	-2	
cpd00663	Acrylyl-CoA	C24H35N7O17P3S	-3	
cpd00119	L-Histidine	C6H9N3O2	0	
cpd00141	Propionate	C3H5O2	-1	
cpd03560	Propionyladenylate	C13H17N5O8P	-1	
cpd15672	1-anteisoheptadecanoyl-sn-glycerol 3-phosphate	C20H40O7P	-1	
cpd15678	1,2-dianteisoheptadecanoyl-sn-glycerol 3-phosphate	C37H72O8P	-1	
cpd15604	Gly-Leu	C8H16N2O3	0	
cpd11516	14-methyl-3-oxo-hexa-decanoyl-ACP	C28H51N2O9PRS	-1	
cpd11517	14-methyl-3-hydroxy-hexa-decanoyl-ACP	C28H53N2O9PRS	-1	
cpd00060	L-Methionine	C5H11NO2S	0	
cpd11420	trdox	C6H7NO2R2S2	0	
cpd01914	L-Methionine S-oxide	C5H11NO3S	0	
cpd11421	trdrd	C6H9NO2R2S2	0	
cpd00109	Cytochrome c3+	C42H52FeN8O6S2	5	
cpd00110	Cytochrome c2+	C42H52FeN8O6S2	4	
cpd00802	D-fructose-1-phosphate	C6H11O9P	-2	
cpd00448	D-Glyceraldehyde	C3H6O3	0	
cpd01859	(2-Naphthyl)methanol	C11H10O	0	
cpd09802	2-Naphthaldehyde	C11H8O	0	
cpd03161	Phenethylamine	C8H12N	1	
cpd14940	(2E)-Octadecenoyl-[acp]	C29H54N2O8PRS	-2	
cpd12458	Stearoyl-[acyl-carrier protein]	C29H56N2O8PRS	-2	
cpd00861	UDP-N-acetyl-D-mannosamine	C17H25N3O17P2	-2	
cpd00978	dUDP	C9H12N2O11P2	-2	
cpd00358	dUTP	C9H12N2O14P3	-3	
cpd00773	UDP-MurNAc	C20H28N3O19P2	-3	
cpd00890	UDP-N-acetylmuramoyl-L-alanine	C23H33N4O20P2	-3	
cpd00195	1-Alcohol	CH3OR	0	
cpd11616	RCHO	CHOR	0	
cpd00482	2-Phospho-D-glycerate	C3H4O7P	-3	
cpd11586	ala-L-glu-L	C8H13N2O5	-1	
cpd00885	Phytate	C6H12O24P6	-6	
cpd02788	Inositol 1,2,3,5,6-pentakisphosphate	C6H12O21P5	-5	
cpd15237	hexadecenoate	C16H29O2	-1	
cpd15238	Hexadecenoyl-CoA	C37H61N7O17P3S	-3	
cpd01017	Cys-Gly	C5H10N2O3S	0	
cpd00090	IDP	C10H12N4O11P2	-2	
cpd00068	ITP	C10H12N4O14P3	-3	
cpd11533	11-methyl-3-oxo-dodecanoyl-ACP	C24H43N2O9PRS	-1	
cpd11534	11-methyl-3-hydroxy-dodecanoyl-ACP	C24H45N2O9PRS	-1	
cpd00295	dGDP	C10H13N5O10P2	-2	
cpd00241	dGTP	C10H13N5O13P3	-3	
cpd11593	ala-L-asp-L	C7H11N2O5	-1	
cpd02230	Inositol 4-phosphate	C6H11O9P	-2	
cpd11541	15-methyl-3-oxo-hexa-decanoyl-ACP	C28H51N2O9PRS	-1	
cpd11542	15-methyl-3-hydroxy-hexa-decanoyl-ACP	C28H53N2O9PRS	-1	
cpd00254	Mg	Mg	2	
cpd11470	Octanoyl-ACP	C19H36N2O8PRS	-2	
cpd11471	(2E)-Octenoyl-[acp]	C19H34N2O8PRS	-2	
cpd00284	6-Phospho-D-gluconate	C6H10O10P	-3	
cpd01982	5-Phosphoribosylamine	C5H11NO7P	-1	
cpd02394	GAR	C7H14N2O8P	-1	
cpd11825	Octadecenoyl-ACP	C29H53N2O8PRS	-1	
cpd15328	1-octadec-11-enoyl-sn-glycerol 3-phosphate	C21H40O7P	-1	
cpd15527	1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate	C39H72O8P	-1	
cpd11535	11-methyl-trans-dodec-2-enoyl-ACP	C24H43N2O8PRS	-1	
cpd11536	11-methyl-dodecanoyl-ACP	C24H45N2O8PRS	-1	
cpd00363	Ethanol	C2H6O	0	
cpd00071	Acetaldehyde	C2H4O	0	
cpd00738	phosphoserine	C3H6NO6P	-2	
cpd03247	Glycochenodeoxycholate	C26H42NO5	-1	
cpd00098	Choline	C5H14NO	1	
cpd00447	Betaine aldehyde	C5H12NO	1	
cpd01242	Thyminose	C5H10O4	0	
cpd03455	3-Mercaptolactate	C3H5O3S	-1	
cpd00706	Mercaptopyruvate	C3H3O3S	-1	
cpd11478	(R)-3-Hydroxybutanoyl-[acyl-carrier protein]	C15H27N2O9PRS	-1	
cpd11488	Acetoacetyl-ACP	C15H26N2O9PRS	-2	
cpd00086	Propionyl-CoA	C24H36N7O17P3S	-4	
cpd08625	5-Hydroxyisourate	C5H4N4O4	0	
cpd15676	1-isohexadecanoyl-sn-glycerol 3-phosphate	C19H38O7P	-1	
cpd15682	1,2-diisohexadecanoyl-sn-glycerol 3-phosphate	C35H68O8P	-1	
cpd15500	Menaquinone 8	C51H72O2	0	
cpd15499	Menaquinol 8	C51H74O2	0	
cpd00214	Palmitate	C16H31O2	-1	
cpd00134	Palmitoyl-CoA	C37H62N7O17P3S	-4	
cpd00911	6-phospho-D-glucono-1-5-lactone	C6H9O9P	-2	
cpd00142	Acetoacetate	C4H5O3	-1	
cpd00279	Acetoacetyl-CoA	C25H36N7O18P3S	-4	
cpd03491	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine	C94H153N8O26P2	-3	
cpd11484	HMA	C25H47N2O9PRS	-1	
cpd11491	3-oxotetradecanoyl-acp	C25H46N2O9PRS	-2	
cpd00374	Tyramine	C8H12NO	1	
cpd00510	deoxyribose-5-phosphate	C5H9O7P	-2	
cpd11529	9-methyl-3-oxo-decanoyl-ACP	C22H39N2O9PRS	-1	
cpd11530	9-methyl-3-hydroxy-decanoyl-ACP	C22H41N2O9PRS	-1	
cpd00830	4-Hydroxy-2-oxoglutarate	C5H4O6	-2	
cpd00040	Glyoxalate	C2HO3	-1	
cpd15661	Prenol-45n teichoic acid	C206H386N2O242P47	-47	
cpd15667	glycerol teichoic acid (n=45), linked, unsubstituted	C191H359N10O259P46R	-48	
cpd00202	DMAPP	C5H10O7P2	-2	
cpd00283	Geranyldiphosphate	C10H18O7P2	-2	
cpd11510	10-methyl-trans-dodec-2-enoyl-ACP	C24H43N2O8PRS	-1	
cpd11511	10-methyl-dodecanoyl-ACP	C24H45N2O8PRS	-1	
cpd10516	fe3	Fe	3	
cpd00971	Na+	Na	1	
cpd00116	Methanol	CH4O	0	
cpd00055	Formaldehyde	CH2O	0	
cpd00184	Thymidine	C10H14N2O5	0	
cpd00298	dTMP	C10H13N2O8P	-2	
cpd00030	Mn2+	Mn	2	
cpd05521	Violaxanthin	C40H56O4	0	
cpd05513	Neoxanthin	C40H56O4	0	
cpd11430	fa1	C14H27O2	-1	
cpd15268	Octadecanoyl-ACP	C29H55N2O8PRS	-2	
cpd15239	Hexadecenoyl-ACP	C27H49N2O8PRS	-1	
cpd15326	1-hexadec-9-enoyl-sn-glycerol 3-phosphate	C19H36O7P	-1	
cpd15525	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate	C35H64O8P	-1	
cpd00297	dTDP	C10H14N2O11P2	-2	
cpd00357	TTP	C10H14N2O14P3	-3	
cpd00312	Histamine	C5H10N3	1	
cpd15675	1-anteisopentadecanoyl-sn-glycerol 3-phosphate	C18H36O7P	-1	
cpd15681	1,2-dianteisopentadecanoyl-sn-glycerol 3-phosphate	C33H64O8P	-1	
cpd11531	9-methyl-trans-dec-2-enoyl-ACP	C22H39N2O8PRS	-1	
cpd11532	9-methyl-decanoyl-ACP	C22H41N2O8PRS	-1	
cpd04248	Chloral hydrate	C2H3O2Cl3	0	
cpd04661	Trichloroethanol	C2H3OCl3	0	
