MEint1953.genome.CDS.3475,group00363
MEint1953.genome.CDS.1105,group09712
MEint1953.genome.CDS.1102,group09355
MEint1953.genome.CDS.4632,group01637
MEint1953.genome.CDS.4249,group03136
MEint1953.genome.CDS.4248,group03036
MEint1953.genome.CDS.4247,group03957
MEint1953.genome.CDS.4246,group07754
MEint1953.genome.CDS.4245,group07752
MEint1953.genome.CDS.4244,group04265
MEint1953.genome.CDS.4243,group00529
MEint1953.genome.CDS.4242,group00038
MEint1953.genome.CDS.4241,group01636
MEint1953.genome.CDS.4240,group00343
MEint1953.genome.CDS.1697,group04498
MEint1953.genome.CDS.1696,group00340
MEint1953.genome.CDS.3718,group05528
MEint1953.genome.CDS.4142,group02904
MEint1953.genome.CDS.2714,group01283
MEint1953.genome.CDS.1218,group14044
MEint1953.genome.CDS.3719,group03137
MEint1953.genome.CDS.3884,group02559
MEint1953.genome.CDS.3885,group00486
MEint1953.genome.CDS.3886,group03049
MEint1953.genome.CDS.3887,group03431
MEint1953.genome.CDS.3880,group10099
MEint1953.genome.CDS.3881,group00070
MEint1953.genome.CDS.3882,group00165
MEint1953.genome.CDS.3883,group02117
MEint1953.genome.CDS.3888,group10017
MEint1953.genome.CDS.3889,group08084
MEint1953.genome.CDS.2651,group08488
MEint1953.genome.CDS.3088,group00377
MEint1953.genome.CDS.3089,group01803
MEint1953.genome.CDS.3084,group01663
MEint1953.genome.CDS.3085,group12169
MEint1953.genome.CDS.3086,group07905
MEint1953.genome.CDS.3087,group07904
MEint1953.genome.CDS.3080,group02781
MEint1953.genome.CDS.3081,group01361
MEint1953.genome.CDS.3082,group01361
MEint1953.genome.CDS.3083,group01307
MEint1953.genome.CDS.4512,group03305
MEint1953.genome.CDS.2290,group04071
MEint1953.genome.CDS.2291,group02244
MEint1953.genome.CDS.4517,group13198
MEint1953.genome.CDS.4516,group00232
MEint1953.genome.CDS.4515,group00562
MEint1953.genome.CDS.3260,group02310
MEint1953.genome.CDS.2421,group03163
MEint1953.genome.CDS.3262,group00367
MEint1953.genome.CDS.3263,group01868
MEint1953.genome.CDS.3265,group12114
MEint1953.genome.CDS.3266,group01479
MEint1953.genome.CDS.2420,group00538
MEint1953.genome.CDS.3268,group01699
MEint1953.genome.CDS.3269,group00316
MEint1953.genome.CDS.2423,group02862
MEint1953.genome.CDS.2847,group02020
MEint1953.genome.CDS.2846,group01704
MEint1953.genome.CDS.3868,group02346
MEint1953.genome.CDS.2844,group00276
MEint1953.genome.CDS.2843,group07202
MEint1953.genome.CDS.2842,group03928
MEint1953.genome.CDS.2841,group03413
MEint1953.genome.CDS.2840,group00638
MEint1953.genome.CDS.3862,group00206
MEint1953.genome.CDS.2425,group12997
MEint1953.genome.CDS.3644,group00081
MEint1953.genome.CDS.3861,group00217
MEint1953.genome.CDS.3642,group00094
MEint1953.genome.CDS.3867,group12228
MEint1953.genome.CDS.3640,group02393
MEint1953.genome.CDS.3865,group00456
MEint1953.genome.CDS.2427,group05649
MEint1953.genome.CDS.3710,group08035
MEint1953.genome.CDS.2426,group01722
MEint1953.genome.CDS.3466,group00394
MEint1953.genome.CDS.3467,group00425
MEint1953.genome.CDS.3464,group01890
MEint1953.genome.CDS.3465,group00362
MEint1953.genome.CDS.3462,group07984
MEint1953.genome.CDS.3463,group03939
MEint1953.genome.CDS.3460,group07985
MEint1953.genome.CDS.3461,group01907
MEint1953.genome.CDS.3468,group00024
MEint1953.genome.CDS.3469,group00202
MEint1953.genome.CDS.2114,group07794
MEint1953.genome.CDS.3711,group11375
MEint1953.genome.CDS.2609,group04890
MEint1953.genome.CDS.2608,group07301
MEint1953.genome.CDS.2605,group08226
MEint1953.genome.CDS.2604,group08165
MEint1953.genome.CDS.2607,group02036
MEint1953.genome.CDS.2606,group01655
MEint1953.genome.CDS.2601,group00207
MEint1953.genome.CDS.2600,group02340
MEint1953.genome.CDS.2603,group01582
MEint1953.genome.CDS.2602,group00970
MEint1953.genome.CDS.2902,group12974
MEint1953.genome.CDS.2599,group07834
MEint1953.genome.CDS.2598,group00068
MEint1953.genome.CDS.2903,group00854
MEint1953.genome.CDS.2595,group04878
MEint1953.genome.CDS.2594,group02130
MEint1953.genome.CDS.2597,group01630
MEint1953.genome.CDS.2596,group00918
MEint1953.genome.CDS.2591,group06514
MEint1953.genome.CDS.2456,group01291
MEint1953.genome.CDS.2593,group01620
MEint1953.genome.CDS.2592,group12543
MEint1953.genome.CDS.3518,group02276
MEint1953.genome.CDS.2457,group01411
MEint1953.genome.CDS.3512,group01397
MEint1953.genome.CDS.2450,group01874
MEint1953.genome.CDS.3510,group01910
MEint1953.genome.CDS.3511,group02202
MEint1953.genome.CDS.3516,group01749
MEint1953.genome.CDS.3517,group07565
MEint1953.genome.CDS.3514,group00672
MEint1953.genome.CDS.3515,group00000
MEint1953.genome.CDS.4505,group00509
MEint1953.genome.CDS.4506,group04628
MEint1953.genome.CDS.4507,group00236
MEint1953.genome.CDS.4500,group10195
MEint1953.genome.CDS.4501,group06963
MEint1953.genome.CDS.4502,group02161
MEint1953.genome.CDS.4503,group00542
MEint1953.genome.CDS.2905,group00873
MEint1953.genome.CDS.4508,group03605
MEint1953.genome.CDS.4509,group01370
MEint1953.genome.CDS.2939,group13428
MEint1953.genome.CDS.2938,group00485
MEint1953.genome.CDS.2937,group03459
MEint1953.genome.CDS.2936,group07881
MEint1953.genome.CDS.2935,group01847
MEint1953.genome.CDS.2934,group06418
MEint1953.genome.CDS.2933,group03579
MEint1953.genome.CDS.2932,group04624
MEint1953.genome.CDS.2931,group00342
MEint1953.genome.CDS.2930,group03604
MEint1953.genome.CDS.3638,group02610
MEint1953.genome.CDS.2339,group08300
MEint1953.genome.CDS.2338,group04032
MEint1953.genome.CDS.3827,group02077
MEint1953.genome.CDS.2331,group13231
MEint1953.genome.CDS.2330,group01368
MEint1953.genome.CDS.2333,group13942
MEint1953.genome.CDS.2332,group09885
MEint1953.genome.CDS.2335,group00566
MEint1953.genome.CDS.2334,group03012
MEint1953.genome.CDS.2337,group00012
MEint1953.genome.CDS.2336,group04473
MEint1953.genome.CDS.4478,group04505
MEint1953.genome.CDS.4479,group07803
MEint1953.genome.CDS.4470,group02044
MEint1953.genome.CDS.4471,group04504
MEint1953.genome.CDS.4472,group00779
MEint1953.genome.CDS.4473,group07232
MEint1953.genome.CDS.4474,group00951
MEint1953.genome.CDS.4475,group08088
MEint1953.genome.CDS.4476,group04269
MEint1953.genome.CDS.3622,group08017
MEint1953.genome.CDS.2729,group04893
MEint1953.genome.CDS.3828,group08072
MEint1953.genome.CDS.3452,group11393
MEint1953.genome.CDS.3829,group08071
MEint1953.genome.CDS.825,group12213
MEint1953.genome.CDS.4092,group04034
MEint1953.genome.CDS.4093,group01047
MEint1953.genome.CDS.4090,group00747
MEint1953.genome.CDS.4091,group00588
MEint1953.genome.CDS.4096,group07231
MEint1953.genome.CDS.4097,group07471
MEint1953.genome.CDS.4094,group04360
MEint1953.genome.CDS.4095,group00263
MEint1953.genome.CDS.4098,group02043
MEint1953.genome.CDS.4099,group04266
MEint1953.genome.CDS.4250,group04505
MEint1953.genome.CDS.4252,group04269
MEint1953.genome.CDS.4253,group08088
MEint1953.genome.CDS.4254,group00951
MEint1953.genome.CDS.4255,group07232
MEint1953.genome.CDS.4256,group00779
MEint1953.genome.CDS.4257,group02426
MEint1953.genome.CDS.4258,group08992
MEint1953.genome.CDS.4259,group04504
MEint1953.genome.CDS.3709,group03941
MEint1953.genome.CDS.1681,group04368
MEint1953.genome.CDS.4,group00575
MEint1953.genome.CDS.1688,group02213
MEint1953.genome.CDS.1374,group08037
MEint1953.genome.CDS.1379,group01627
MEint1953.genome.CDS.4035,group04263
MEint1953.genome.CDS.2652,group10043
MEint1953.genome.CDS.2340,group09730
MEint1953.genome.CDS.2721,group02849
MEint1953.genome.CDS.3258,group08124
MEint1953.genome.CDS.2799,group00094
MEint1953.genome.CDS.3313,group02629
MEint1953.genome.CDS.3989,group00405
MEint1953.genome.CDS.3988,group00224
MEint1953.genome.CDS.3985,group01893
MEint1953.genome.CDS.3984,group00421
MEint1953.genome.CDS.3986,group02144
MEint1953.genome.CDS.3981,group01825
MEint1953.genome.CDS.3980,group00233
MEint1953.genome.CDS.3983,group13114
MEint1953.genome.CDS.3982,group01832
MEint1953.genome.CDS.3071,group01914
MEint1953.genome.CDS.3703,group04924
MEint1953.genome.CDS.3073,group02551
MEint1953.genome.CDS.3072,group01443
MEint1953.genome.CDS.3075,group03392
MEint1953.genome.CDS.3074,group03042
MEint1953.genome.CDS.3077,group00261
MEint1953.genome.CDS.3076,group03136
MEint1953.genome.CDS.3079,group07906
MEint1953.genome.CDS.3078,group00031
MEint1953.genome.CDS.2658,group00076
MEint1953.genome.CDS.3048,group00258
MEint1953.genome.CDS.3252,group05724
MEint1953.genome.CDS.3707,group08036
MEint1953.genome.CDS.3706,group00923
MEint1953.genome.CDS.3705,group01197
MEint1953.genome.CDS.3704,group01691
MEint1953.genome.CDS.2343,group06048
MEint1953.genome.CDS.2794,group08121
MEint1953.genome.CDS.3185,group10478
MEint1953.genome.CDS.3184,group10472
MEint1953.genome.CDS.3187,group10653
MEint1953.genome.CDS.3186,group11472
MEint1953.genome.CDS.3181,group01509
MEint1953.genome.CDS.3180,group09463
MEint1953.genome.CDS.3183,group01710
MEint1953.genome.CDS.3182,group01935
MEint1953.genome.CDS.3188,group08564
MEint1953.genome.CDS.3215,group03305
MEint1953.genome.CDS.3214,group00625
MEint1953.genome.CDS.3217,group08550
MEint1953.genome.CDS.3211,group03605
MEint1953.genome.CDS.3210,group00236
MEint1953.genome.CDS.3213,group00626
MEint1953.genome.CDS.3212,group01370
MEint1953.genome.CDS.2898,group00920
MEint1953.genome.CDS.3219,group00232
MEint1953.genome.CDS.3218,group00562
MEint1953.genome.CDS.3382,group05283
MEint1953.genome.CDS.3673,group06434
MEint1953.genome.CDS.3672,group01081
MEint1953.genome.CDS.3671,group03046
MEint1953.genome.CDS.3670,group03406
MEint1953.genome.CDS.3677,group10313
MEint1953.genome.CDS.3676,group02516
MEint1953.genome.CDS.3675,group08028
MEint1953.genome.CDS.3674,group08029
MEint1953.genome.CDS.3857,group00024
MEint1953.genome.CDS.3856,group08076
MEint1953.genome.CDS.3855,group01489
MEint1953.genome.CDS.3854,group04615
MEint1953.genome.CDS.3853,group04620
MEint1953.genome.CDS.3852,group04621
MEint1953.genome.CDS.3851,group02849
MEint1953.genome.CDS.3850,group09466
MEint1953.genome.CDS.2858,group00021
MEint1953.genome.CDS.2859,group00020
MEint1953.genome.CDS.2727,group02385
MEint1953.genome.CDS.2850,group01867
MEint1953.genome.CDS.2852,group03929
MEint1953.genome.CDS.2853,group02999
MEint1953.genome.CDS.2854,group00102
MEint1953.genome.CDS.3226,group00416
MEint1953.genome.CDS.2856,group01046
MEint1953.genome.CDS.2857,group00395
MEint1953.genome.CDS.3699,group01996
MEint1953.genome.CDS.3698,group05001
MEint1953.genome.CDS.3227,group00414
MEint1953.genome.CDS.3691,group08240
MEint1953.genome.CDS.2890,group04405
MEint1953.genome.CDS.3693,group03047
MEint1953.genome.CDS.3692,group09113
MEint1953.genome.CDS.3695,group12370
MEint1953.genome.CDS.3694,group01510
MEint1953.genome.CDS.3697,group08038
MEint1953.genome.CDS.3957,group00061
MEint1953.genome.CDS.3329,group00117
MEint1953.genome.CDS.3328,group00022
MEint1953.genome.CDS.3459,group07981
MEint1953.genome.CDS.3458,group11444
MEint1953.genome.CDS.3954,group07726
MEint1953.genome.CDS.3321,group07949
MEint1953.genome.CDS.3320,group02259
MEint1953.genome.CDS.3323,group02782
MEint1953.genome.CDS.3450,group00993
MEint1953.genome.CDS.3325,group01415
MEint1953.genome.CDS.3324,group09226
MEint1953.genome.CDS.3327,group12755
MEint1953.genome.CDS.3326,group12900
MEint1953.genome.CDS.2618,group01884
MEint1953.genome.CDS.2619,group07836
MEint1953.genome.CDS.2616,group03922
MEint1953.genome.CDS.2617,group03923
MEint1953.genome.CDS.2614,group07837
MEint1953.genome.CDS.2615,group00221
MEint1953.genome.CDS.2612,group01694
MEint1953.genome.CDS.2613,group00349
MEint1953.genome.CDS.2610,group11821
MEint1953.genome.CDS.2611,group02180
MEint1953.genome.CDS.2588,group01961
MEint1953.genome.CDS.2589,group00024
MEint1953.genome.CDS.2586,group04889
MEint1953.genome.CDS.2587,group12525
MEint1953.genome.CDS.2584,group01878
MEint1953.genome.CDS.2585,group07828
MEint1953.genome.CDS.2582,group07831
MEint1953.genome.CDS.2583,group07830
MEint1953.genome.CDS.2580,group01286
MEint1953.genome.CDS.2581,group01709
MEint1953.genome.CDS.3529,group01832
MEint1953.genome.CDS.3528,group01825
MEint1953.genome.CDS.3527,group00233
MEint1953.genome.CDS.3526,group06713
MEint1953.genome.CDS.3525,group01372
MEint1953.genome.CDS.3524,group08680
MEint1953.genome.CDS.3523,group00030
MEint1953.genome.CDS.3522,group01371
MEint1953.genome.CDS.3521,group00496
MEint1953.genome.CDS.3520,group03140
MEint1953.genome.CDS.4146,group00567
MEint1953.genome.CDS.2920,group00522
MEint1953.genome.CDS.2921,group00610
MEint1953.genome.CDS.2922,group00618
MEint1953.genome.CDS.2923,group07649
MEint1953.genome.CDS.2924,group00580
MEint1953.genome.CDS.2925,group00520
MEint1953.genome.CDS.2926,group00457
MEint1953.genome.CDS.2927,group00282
MEint1953.genome.CDS.2928,group00724
MEint1953.genome.CDS.2929,group00926
MEint1953.genome.CDS.2328,group01040
MEint1953.genome.CDS.2329,group04251
MEint1953.genome.CDS.2322,group02844
MEint1953.genome.CDS.2323,group00970
MEint1953.genome.CDS.2320,group01273
MEint1953.genome.CDS.2321,group02486
MEint1953.genome.CDS.2326,group03329
MEint1953.genome.CDS.2327,group04250
MEint1953.genome.CDS.2324,group11350
MEint1953.genome.CDS.2325,group01365
MEint1953.genome.CDS.4408,group08445
MEint1953.genome.CDS.4404,group00094
MEint1953.genome.CDS.4407,group10124
MEint1953.genome.CDS.4406,group00302
MEint1953.genome.CDS.4401,group04257
MEint1953.genome.CDS.4400,group00177
MEint1953.genome.CDS.4403,group01806
MEint1953.genome.CDS.4402,group00081
MEint1953.genome.CDS.4311,group03959
MEint1953.genome.CDS.4310,group02355
MEint1953.genome.CDS.4313,group00139
MEint1953.genome.CDS.4312,group00050
MEint1953.genome.CDS.4315,group07771
MEint1953.genome.CDS.4314,group07769
MEint1953.genome.CDS.4317,group02547
MEint1953.genome.CDS.4316,group04273
MEint1953.genome.CDS.4319,group03053
MEint1953.genome.CDS.4318,group04630
MEint1953.genome.CDS.839,group12219
MEint1953.genome.CDS.838,group11426
MEint1953.genome.CDS.387,group07842
MEint1953.genome.CDS.836,group00462
MEint1953.genome.CDS.2775,group03927
MEint1953.genome.CDS.2477,group07777
MEint1953.genome.CDS.2735,group04894
MEint1953.genome.CDS.4225,group02528
MEint1953.genome.CDS.4224,group11803
MEint1953.genome.CDS.4227,group04261
MEint1953.genome.CDS.4226,group03952
MEint1953.genome.CDS.4221,group01804
MEint1953.genome.CDS.4220,group07332
MEint1953.genome.CDS.4223,group04067
MEint1953.genome.CDS.4222,group07388
MEint1953.genome.CDS.2737,group07859
MEint1953.genome.CDS.4229,group00900
MEint1953.genome.CDS.4228,group12864
MEint1953.genome.CDS.1306,group08023
MEint1953.genome.CDS.1301,group08016
MEint1953.genome.CDS.4139,group00086
MEint1953.genome.CDS.4138,group08763
MEint1953.genome.CDS.2731,group00780
MEint1953.genome.CDS.4131,group03299
MEint1953.genome.CDS.4133,group00175
MEint1953.genome.CDS.4132,group01249
MEint1953.genome.CDS.4135,group07263
MEint1953.genome.CDS.4134,group01189
MEint1953.genome.CDS.4137,group02527
MEint1953.genome.CDS.4136,group01182
MEint1953.genome.CDS.1783,group01936
MEint1953.genome.CDS.1784,group06699
MEint1953.genome.CDS.3949,group10680
MEint1953.genome.CDS.2730,group01592
MEint1953.genome.CDS.1942,group07764
MEint1953.genome.CDS.345,group00484
MEint1953.genome.CDS.1417,group00137
MEint1953.genome.CDS.4086,group00114
MEint1953.genome.CDS.3948,group01326
MEint1953.genome.CDS.2733,group11548
MEint1953.genome.CDS.3998,group01809
MEint1953.genome.CDS.3999,group00925
MEint1953.genome.CDS.3996,group03055
MEint1953.genome.CDS.3997,group00972
MEint1953.genome.CDS.3994,group00652
MEint1953.genome.CDS.3995,group12547
MEint1953.genome.CDS.3992,group03433
MEint1953.genome.CDS.3993,group02610
MEint1953.genome.CDS.3990,group00521
MEint1953.genome.CDS.3991,group00689
MEint1953.genome.CDS.3062,group00308
MEint1953.genome.CDS.3063,group01605
MEint1953.genome.CDS.3060,group01486
MEint1953.genome.CDS.3061,group00037
MEint1953.genome.CDS.3066,group07147
MEint1953.genome.CDS.3067,group02452
MEint1953.genome.CDS.3064,group00277
MEint1953.genome.CDS.3065,group04148
MEint1953.genome.CDS.3068,group00806
MEint1953.genome.CDS.3069,group07903
MEint1953.genome.CDS.738,group07901
MEint1953.genome.CDS.3196,group00166
MEint1953.genome.CDS.3197,group00424
MEint1953.genome.CDS.3194,group00041
MEint1953.genome.CDS.3195,group00294
MEint1953.genome.CDS.3192,group03137
MEint1953.genome.CDS.3193,group03933
MEint1953.genome.CDS.3190,group01909
MEint1953.genome.CDS.3191,group02610
MEint1953.genome.CDS.3478,group07983
MEint1953.genome.CDS.3198,group00757
MEint1953.genome.CDS.3199,group00125
MEint1953.genome.CDS.3206,group00040
MEint1953.genome.CDS.3207,group00336
MEint1953.genome.CDS.3204,group01339
MEint1953.genome.CDS.3398,group00654
MEint1953.genome.CDS.3202,group00110
MEint1953.genome.CDS.3203,group02554
MEint1953.genome.CDS.3200,group00335
MEint1953.genome.CDS.3201,group00120
MEint1953.genome.CDS.3208,group02021
MEint1953.genome.CDS.3209,group04628
MEint1953.genome.CDS.3840,group00644
MEint1953.genome.CDS.3665,group08032
MEint1953.genome.CDS.3666,group03425
MEint1953.genome.CDS.3667,group03809
MEint1953.genome.CDS.3660,group02845
MEint1953.genome.CDS.3661,group08026
MEint1953.genome.CDS.3662,group03424
MEint1953.genome.CDS.3663,group12456
MEint1953.genome.CDS.3848,group04318
MEint1953.genome.CDS.3849,group02616
MEint1953.genome.CDS.3668,group04922
MEint1953.genome.CDS.3669,group08279
MEint1953.genome.CDS.2829,group04111
MEint1953.genome.CDS.2828,group00316
MEint1953.genome.CDS.2825,group06005
MEint1953.genome.CDS.2824,group07203
MEint1953.genome.CDS.2827,group00481
MEint1953.genome.CDS.2826,group03333
MEint1953.genome.CDS.2821,group03135
MEint1953.genome.CDS.2820,group04258
MEint1953.genome.CDS.2823,group07868
MEint1953.genome.CDS.2822,group01905
MEint1953.genome.CDS.3688,group00754
MEint1953.genome.CDS.3689,group04923
MEint1953.genome.CDS.3682,group03427
MEint1953.genome.CDS.3683,group02383
MEint1953.genome.CDS.3680,group00474
MEint1953.genome.CDS.3681,group07538
MEint1953.genome.CDS.3686,group00870
MEint1953.genome.CDS.3687,group00708
MEint1953.genome.CDS.3684,group08027
MEint1953.genome.CDS.3685,group00122
MEint1953.genome.CDS.2135,group01050
MEint1953.genome.CDS.3339,group11059
MEint1953.genome.CDS.3448,group02848
MEint1953.genome.CDS.3449,group08499
MEint1953.genome.CDS.3444,group08132
MEint1953.genome.CDS.3445,group04256
MEint1953.genome.CDS.3330,group09220
MEint1953.genome.CDS.3447,group04255
MEint1953.genome.CDS.3440,group04507
MEint1953.genome.CDS.3337,group06329
MEint1953.genome.CDS.3334,group00197
MEint1953.genome.CDS.3335,group00126
MEint1953.genome.CDS.2623,group02847
MEint1953.genome.CDS.2622,group00467
MEint1953.genome.CDS.2621,group03924
MEint1953.genome.CDS.2620,group00440
MEint1953.genome.CDS.2627,group11393
MEint1953.genome.CDS.2626,group00808
MEint1953.genome.CDS.2625,group07835
MEint1953.genome.CDS.2624,group00560
MEint1953.genome.CDS.2629,group00993
MEint1953.genome.CDS.2628,group01488
MEint1953.genome.CDS.2904,group00875
MEint1953.genome.CDS.3530,group13114
MEint1953.genome.CDS.3531,group00359
MEint1953.genome.CDS.3532,group00315
MEint1953.genome.CDS.3533,group00355
MEint1953.genome.CDS.3534,group01793
MEint1953.genome.CDS.3535,group07990
MEint1953.genome.CDS.3536,group02156
MEint1953.genome.CDS.3538,group01577
MEint1953.genome.CDS.3539,group07106
MEint1953.genome.CDS.2559,group03454
MEint1953.genome.CDS.2558,group04616
MEint1953.genome.CDS.2551,group02750
MEint1953.genome.CDS.2550,group01190
MEint1953.genome.CDS.2553,group01365
MEint1953.genome.CDS.2000,group12388
MEint1953.genome.CDS.2555,group00970
MEint1953.genome.CDS.3940,group03601
MEint1953.genome.CDS.2557,group08723
MEint1953.genome.CDS.2556,group02844
MEint1953.genome.CDS.2955,group00128
MEint1953.genome.CDS.2954,group12382
MEint1953.genome.CDS.2957,group00375
MEint1953.genome.CDS.2484,group04502
MEint1953.genome.CDS.2483,group00290
MEint1953.genome.CDS.2950,group00954
MEint1953.genome.CDS.2481,group02770
MEint1953.genome.CDS.2952,group02187
MEint1953.genome.CDS.4531,group07261
MEint1953.genome.CDS.2959,group07331
MEint1953.genome.CDS.2958,group00044
MEint1953.genome.CDS.2489,group01425
MEint1953.genome.CDS.2488,group07259
MEint1953.genome.CDS.4165,group00925
MEint1953.genome.CDS.3879,group01325
MEint1953.genome.CDS.2319,group01263
MEint1953.genome.CDS.2318,group01678
MEint1953.genome.CDS.2317,group03338
MEint1953.genome.CDS.2316,group00056
MEint1953.genome.CDS.2315,group00374
MEint1953.genome.CDS.2314,group00748
MEint1953.genome.CDS.2313,group00587
MEint1953.genome.CDS.2312,group03602
MEint1953.genome.CDS.2311,group04156
MEint1953.genome.CDS.2310,group00230
MEint1953.genome.CDS.4418,group03133
MEint1953.genome.CDS.4419,group01329
MEint1953.genome.CDS.4416,group04623
MEint1953.genome.CDS.4417,group01323
MEint1953.genome.CDS.4414,group00179
MEint1953.genome.CDS.4415,group00180
MEint1953.genome.CDS.4412,group01245
MEint1953.genome.CDS.3385,group01086
MEint1953.genome.CDS.4410,group01369
MEint1953.genome.CDS.4411,group11238
MEint1953.genome.CDS.3878,group01505
MEint1953.genome.CDS.3205,group02258
MEint1953.genome.CDS.3945,group02203
MEint1953.genome.CDS.2031,group01650
MEint1953.genome.CDS.4302,group02538
MEint1953.genome.CDS.4303,group00930
MEint1953.genome.CDS.4300,group00528
MEint1953.genome.CDS.4301,group00068
MEint1953.genome.CDS.4306,group07770
MEint1953.genome.CDS.4307,group00988
MEint1953.genome.CDS.4304,group02723
MEint1953.genome.CDS.4305,group00069
MEint1953.genome.CDS.4308,group00981
MEint1953.genome.CDS.4309,group04941
MEint1953.genome.CDS.3944,group04264
MEint1953.genome.CDS.3947,group02042
MEint1953.genome.CDS.3664,group10214
MEint1953.genome.CDS.3841,group03221
MEint1953.genome.CDS.2788,group00093
MEint1953.genome.CDS.3381,group01733
MEint1953.genome.CDS.3845,group13512
MEint1953.genome.CDS.3846,group04263
MEint1953.genome.CDS.2789,group00092
MEint1953.genome.CDS.3847,group13199
MEint1953.genome.CDS.4236,group01777
MEint1953.genome.CDS.4237,group04501
MEint1953.genome.CDS.4234,group00834
MEint1953.genome.CDS.4235,group00693
MEint1953.genome.CDS.4232,group08518
MEint1953.genome.CDS.4233,group01646
MEint1953.genome.CDS.4230,group02930
MEint1953.genome.CDS.4231,group01111
MEint1953.genome.CDS.4238,group04500
MEint1953.genome.CDS.4128,group01719
MEint1953.genome.CDS.3871,group00113
MEint1953.genome.CDS.4122,group02512
MEint1953.genome.CDS.4123,group00822
MEint1953.genome.CDS.4120,group02262
MEint1953.genome.CDS.4121,group10285
MEint1953.genome.CDS.4126,group09601
MEint1953.genome.CDS.4127,group00023
MEint1953.genome.CDS.4124,group01011
MEint1953.genome.CDS.4125,group10548
MEint1953.genome.CDS.1798,group02632
MEint1953.genome.CDS.3923,group01006
MEint1953.genome.CDS.1408,group10262
MEint1953.genome.CDS.1409,group00695
MEint1953.genome.CDS.3294,group12546
MEint1953.genome.CDS.1955,group00978
MEint1953.genome.CDS.3921,group02348
MEint1953.genome.CDS.3296,group00001
MEint1953.genome.CDS.3927,group00560
MEint1953.genome.CDS.3926,group02847
MEint1953.genome.CDS.3873,group01512
MEint1953.genome.CDS.3293,group13459
MEint1953.genome.CDS.3924,group00099
MEint1953.genome.CDS.3057,group00111
MEint1953.genome.CDS.3056,group01411
MEint1953.genome.CDS.3055,group02639
MEint1953.genome.CDS.3054,group02711
MEint1953.genome.CDS.3053,group00029
