id	name	formula	charge	aliases
cpd03187	Oxalosuccinate	C6H3O7	-3	
cpd00024	2-Oxoglutarate	C5H4O5	-2	
cpd00009	Phosphate	HO4P	-2	
cpd00246	Inosine	C10H12N4O5	0	
cpd00475	Ribose 1-phosphate	C5H9O8P	-2	
cpd11589	gly-asp-L	C6H9N2O5	-1	
cpd00033	Glycine	C2H5NO2	0	
cpd00041	L-Aspartate	C4H6NO4	-1	
cpd02519	Guanidinoethyl methyl phosphate	C4H12N3O4P	0	
cpd02744	N'-Phosphoguanidinoethyl methyl phosphate	C4H11N3O7P2	-2	
cpd00032	Oxaloacetate	C4H2O5	-2	
cpd00068	ITP	C10H12N4O14P3	-3	
cpd00061	Phosphoenolpyruvate	C3H2O6P	-3	
cpd00090	IDP	C10H12N4O11P2	-2	
cpd00070	Malonyl-CoA	C24H33N7O19P3S	-5	
cpd02375	Adenylosuccinate	C14H14N5O11P	-4	
cpd00106	Fumarate	C4H2O4	-2	
cpd00052	CTP	C9H13N3O14P3	-3	
cpd00084	L-Cysteine	C3H7NO2S	0	
cpd02201	4-phosphopantothenate	C9H15NO8P	-3	
cpd00046	CMP	C9H12N3O8P	-2	
cpd02666	(R)-4'-Phosphopantothenoyl-L-cysteine	C12H20N2O9PS	-3	
cpd00026	UDP-glucose	C15H22N2O17P2	-2	
cpd00144	UDPglucuronate	C15H19N2O18P2	-3	
cpd00023	L-Glutamate	C5H8NO4	-1	
cpd02097	L-Glutamyl 5-phosphate	C5H8NO7P	-2	
cpd02168	Prephytoene diphosphate	C40H66O7P2	-2	
cpd03211	15-cis-Phytoene	C40H64	0	
cpd00093	Anthranilate	C7H6NO2	-1	
cpd02014	N-Malonylanthranilate	C10H7NO5	-2	
cpd11503	6-methyl-octanoyl-ACP	C20H37N2O8PRS	-1	
cpd11504	8-methyl-3-oxo-decanoyl-ACP	C22H39N2O9PRS	-1	
cpd02021	Succinylbenzoyl-CoA	C32H39N7O20P3S	-5	
cpd02295	1-4-Dihydroxy-2-naphthoate	C11H7O4	-1	
cpd00101	ribose-5-phosphate	C5H9O8P	-2	
cpd00847	Ribose 1,5-bisphosphate	C5H10O11P2	-2	
cpd00191	3-Oxopropanoate	C3H3O3	-1	
cpd00807	L-histidinol-phosphate	C6H11N3O4P	-1	
cpd00930	imidazole acetol-phosphate	C6H7N2O5P	-2	
cpd00154	Xylose	C5H10O5	0	
cpd00006	NADP	C21H25N7O17P3	-3	
cpd00202	DMAPP	C5H10O7P2	-2	
cpd00005	NADPH	C21H26N7O17P3	-4	
cpd08615	1-Hydroxy-2-methyl-2-butenyl 4-diphosphate	C5H10O8P2	-2	
cpd11540	13-methyl-tetra-decanoyl-ACP	C26H49N2O8PRS	-2	
cpd11541	15-methyl-3-oxo-hexa-decanoyl-ACP	C28H51N2O9PRS	-1	
cpd03246	Taurochenodeoxycholate	C26H44NO6S	-1	
cpd00210	Taurine	C2H7NO3S	0	
cpd01663	Chenodiol	C24H39O4	-1	
cpd00080	Glycerol-3-phosphate	C3H7O6P	-2	
cpd15686	CDP-1,2-diisopentadecanoylglycerol	C42H75N3O15P2	-2	
cpd15719	Diisopentadecanoylphosphatidylglycerophosphate	C36H70O13P2	-2	
cpd00982	FADH2	C27H33N9O15P2	-2	
cpd00015	FAD	C27H30N9O15P2	-3	
cpd15331	1-tetradecanoyl-sn-glycerol 3-phosphate	C17H33O7P	-2	
cpd15522	1,2-ditetradecanoyl-sn-glycerol 3-phosphate	C31H60O8P	-1	
cpd15682	1,2-diisohexadecanoyl-sn-glycerol 3-phosphate	C35H68O8P	-1	
cpd15688	CDP-1,2-diisohexadecanoylglycerol	C44H79N3O15P2	-2	
cpd00350	Farnesyldiphosphate	C15H26O7P2	-2	
cpd00289	Geranylgeranyl diphosphate	C20H34O7P2	-2	
cpd02498	2,3-Dihydroxy-isovalerate	C5H9O4	-1	
cpd00123	3-Methyl-2-oxobutanoate	C5H7O3	-1	
cpd11543	15-methyl-trans-hexa-dec-2-enoyl-ACP	C28H51N2O8PRS	-1	
cpd11544	15-methyl-hexa-decanoyl-ACP	C28H53N2O8PRS	-2	
cpd11536	11-methyl-dodecanoyl-ACP	C24H45N2O8PRS	-1	
cpd11537	13-methyl-3-oxo-tetra-decanoyl-ACP	C26H47N2O9PRS	-1	
cpd00208	LACT	C12H22O11	0	
cpd00390	CDP-glucose	C15H23N3O16P2	-2	
cpd00897	CDP-4-dehydro-6-deoxy-D-glucose	C15H21N3O15P2	-2	
cpd02333	Quinolinate	C7H3NO4	-2	
cpd00095	Glycerone-phosphate	C3H5O6P	-2	
cpd03470	Iminoaspartate	C4H3NO4	-2	
cpd12232	Nucleoside phosphate	C5H9O7PR	-1	
cpd00354	NDP	C5H9O10P2R	-2	
cpd11585	L-alanylglycine	C5H10N2O3	0	
cpd00162	Aminoethanol	C2H8NO	1	
cpd00013	NH3	H4N	1	
cpd00071	Acetaldehyde	C2H4O	0	
cpd00519	D-methylmalonyl-CoA	C25H35N7O19P3S	-5	
cpd00086	Propionyl-CoA	C24H36N7O17P3S	-4	
cpd00236	D-Erythrose4-phosphate	C4H7O7P	-2	
cpd02147	4-Phosphoerythronate	C4H6O8P	-3	
cpd11582	ala-L-Thr-L	C7H14N2O4	0	
cpd00017	S-Adenosyl-L-methionine	C15H23N6O5S	1	
cpd11767	tRNA uridine	C19H26N2O21P3R2	-3	
cpd00147	5-Methylthioadenosine	C11H15N5O3S	0	
cpd12564	tRNA 3-(3-amino-3-carboxypropyl)-uridine	C23H32N3O23P3R2	-4	
cpd00287	3-Oxo-2-methylpropanoate	C4H5O3	-1	
cpd00810	Orotidylic acid	C10H10N2O11P	-3	
cpd00091	UMP	C9H11N2O9P	-2	
cpd00064	Ornithine	C5H13N2O2	1	
cpd00118	Putrescine	C4H14N2	2	
cpd01960	2-Oxohept-3-enedioate	C7H6O5	-2	
cpd03326	2-Hydroxyhepta-2,4-dienedioate	C7H6O5	-2	
cpd00345	5-Methyltetrahydrofolate	C20H23N7O6	-2	
cpd00125	5-10-Methylenetetrahydrofolate	C20H21N7O6	-2	
cpd02350	2,6-Dioxo-6-phenylhexanoate	C12H11O4	-1	
cpd00935	2,6-Dioxo-6-phenylhexa-3-enoate	C12H9O4	-1	
cpd11586	ala-L-glu-L	C8H13N2O5	-1	
cpd00307	Cytosine	C4H5N3O	0	
cpd00092	Uracil	C4H4N2O2	0	
cpd11573	Octodecanoyl-ACP	C29H55N2O8PRS	-2	
cpd00327	strcoa	C39H66N7O17P3S	-4	
cpd11437	fa3coa	C36H61N7O17P3S	-3	
cpd12225	Dihydrolipolprotein	CH3RS2	0	
cpd12005	Lipoylprotein	CHRS2	0	
cpd11432	fa11coa	C38H65N7O17P3S	-3	
cpd15671	1-isoheptadecanoyl-sn-glycerol 3-phosphate	C20H40O7P	-1	
cpd15677	1,2-diisoheptadecanoyl-sn-glycerol 3-phosphate	C37H72O8P	-1	
cpd15605	Gly-Phe	C11H14N2O3	0	
cpd00066	L-Phenylalanine	C9H11NO2	0	
cpd01977	4-Phospho-L-aspartate	C4H6NO7P	-2	
cpd15523	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate	C31H56O8P	-1	
cpd15422	CDP-1,2-ditetradec-7-enoylglycerol	C40H67N3O15P2	-2	
cpd03205	Phytoene	C40H64	0	
cpd11502	6-methyl-trans-oct-2-enoyl-ACP	C20H35N2O8PRS	-1	
cpd11464	Butyryl-ACP	C15H28N2O8PRS	-2	
cpd11486	3-Oxohexanoyl-[acp]	C17H30N2O9PRS	-2	
cpd00119	L-Histidine	C6H9N3O2	0	
cpd00581	Urocanate	C6H5N2O2	-1	
cpd00268	H2S2O3	HO3S2	-1	
cpd11421	trdrd	C6H9NO2R2S2	0	
cpd00029	Acetate	C2H3O2	-1	
cpd00081	Sulfite	HO3S	-1	
cpd11420	trdox	C6H7NO2R2S2	0	
cpd03189	3-Carboxy-1-hydroxypropyl-ThPP	C16H22N4O10P2S	-2	
cpd00860	S-Succinyldihydrolipoamide	C12H20NO4S2	-1	
cpd00635	Cbl	C62H91CoN13O14P	2	
cpd00616	Pretyrosine	C10H12NO5	-1	
cpd00069	L-Tyrosine	C9H11NO3	0	
cpd01646	2-Isopropylmalate	C7H10O5	-2	
cpd00788	N-Acetyl-beta-alanine	C5H8NO3	-1	
cpd00085	beta-Alanine	C3H7NO2	0	
cpd00239	H2S	HS	-1	
cpd00035	L-Alanine	C3H7NO2	0	
cpd15500	Menaquinone 8	C51H72O2	0	
cpd15499	Menaquinol 8	C51H74O2	0	
cpd02626	1-Pyrroline-4-hydroxy-2-carboxylate	C5H6NO3	-1	
cpd00340	2,5-Dioxopentanoate	C5H5O4	-1	
cpd00652	D-Mucic acid	C6H8O8	-2	
cpd00515	5-Dehydro-4-deoxy-D-glucarate	C6H6O7	-2	
cpd11472	Hexanoyl-ACP	C17H31N2O8PRS	-2	
cpd11490	3-oxooctanoyl-acp	C19H34N2O9PRS	-2	
cpd00448	D-Glyceraldehyde	C3H6O3	0	
cpd00102	Glyceraldehyde3-phosphate	C3H5O6P	-2	
cpd00223	Glycerate	C3H5O4	-1	
cpd00169	3-Phosphoglycerate	C3H4O7P	-3	
cpd00760	2-Methylbutyryl-CoA	C26H40N7O17P3S	-4	
cpd11495	2-methylbutyryl-ACP	C16H29N2O8PRS	-2	
cpd00655	Dephospho-CoA	C21H33N7O13P2S	-2	
cpd00858	L-Glutamate5-semialdehyde	C5H9NO3	0	
cpd02431	1-Pyrroline-5-carboxylate	C5H6NO2	-1	
cpd11514	12-methyl-trans-tetra-dec-2-enoyl-ACP	C26H47N2O8PRS	-1	
cpd11515	12-methyl-tetra-decanoyl-ACP	C26H49N2O8PRS	-2	
cpd15352	2-Demethylmenaquinone 8	C50H70O2	0	
cpd15353	2-Demethylmenaquinol 8	C50H72O2	0	
cpd00203	1,3-Bisphospho-D-glycerate	C3H4O10P2	-4	
cpd00867	Inositol 1-phosphate	C6H11O9P	-2	
cpd00121	L-Inositol	C6H12O6	0	
cpd00481	Isobutyryl-CoA	C25H38N7O17P3S	-4	
cpd11545	isobutyryl-ACP	C15H27N2O8PRS	-2	
cpd00492	N-Acetyl-D-mannosamine	C8H15NO6	0	
cpd00282	S-Dihydroorotate	C5H5N2O4	-1	
cpd00247	Orotate	C5H3N2O4	-1	
cpd08301	2-C-methyl-D-erythritol2-4-cyclodiphosphate	C5H10O9P2	-2	
cpd11538	13-methyl-3-hydroxy-tetra-decanoyl-ACP	C26H49N2O9PRS	-1	
cpd05640	2-Chloro-4-hydroxy-6-amino-1,3,5-triazine	C3H3N4OCl	0	
cpd00099	Cl-	Cl	-1	
cpd05639	Ammelide	C3H4N4O2	0	
cpd01357	(R)-Mandelate	C8H7O3	-1	
cpd01447	Benzoylformate	C8H5O3	-1	
cpd00286	Undecaprenylphosphate	C55H89O4P	-2	
cpd02862	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	C40H62N9O26P2	-3	
cpd02948	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho- undecaprenol	C86H140N7O21P2	-3	
cpd00089	Glucose-1-phosphate	C6H11O9P	-2	
cpd00387	ADPglucose	C16H23N5O15P2	-2	
cpd00192	4-Coumaroyl-CoA	C30H38N7O18P3S	-4	
cpd05630	Pelargonin	C27H29O15	-1	
cpd15065	Pelargonidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)	C36H35O17	-1	
cpd11468	Dodecanoyl-ACP	C23H44N2O8PRS	-2	
cpd11469	(2E)-Dodecenoyl-[acp]	C23H41N2O8PRS	-2	
cpd00087	Tetrahydrofolate	C19H21N7O6	-2	
cpd00802	D-fructose-1-phosphate	C6H11O9P	-2	
cpd00290	D-fructose-1,6-bisphosphate	C6H10O12P2	-4	
cpd02152	L-Argininosuccinate	C10H17N4O6	-1	
cpd00051	L-Arginine	C6H15N4O2	1	
cpd00641	L-Histidinol	C6H12N3O	1	
cpd11549	4-methyl-pentanoyl-ACP	C17H31N2O8PRS	-1	
cpd11550	6-methyl-3-oxo-heptanoyl-ACP	C19H33N2O9PRS	-1	
cpd00626	dTDPglucose	C16H24N2O16P2	-2	
cpd08286	2-C-methyl-D-erythritol4-phosphate	C5H11O7P	-2	
cpd08289	1-deoxy-D-xylulose5-phosphate	C5H9O7P	-2	
cpd00107	L-Leucine	C6H13NO2	0	
cpd02893	5'-Phosphoribosyl-4-carboxy-5-aminoimidazole	C9H12N3O9P	-2	
cpd02140	AIR	C8H13N3O7P	-1	
cpd01061	Geranial	C10H16O	0	
cpd15165	Geranic acid	C10H15O2	-1	
cpd11554	8-methyl-3-oxo-nonanoyl-ACP	C21H37N2O9PRS	-1	
cpd11555	8-methyl-3-hydroxy-nonanoyl-ACP	C21H39N2O9PRS	-1	
cpd00357	TTP	C10H14N2O14P3	-3	
cpd00297	dTDP	C10H14N2O11P2	-2	
cpd00053	L-Glutamine	C5H10N2O3	0	
cpd00216	Chorismate	C10H8O6	-2	
cpd15746	Palmitoyllipoteichoic acid (n=24), linked, unsubstituted	C119H232O135P24	-24	
cpd15764	Palmitoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine	C311H544N24O255P24	-24	
cpd11588	gly-pro-L	C7H12N2O3	0	
cpd00129	L-Proline	C5H9NO2	0	
cpd11341	gamma-glutamyl-gamma-butyraldehyde	C9H16N2O4	0	
cpd11408	gamma-Glutamyl-GABA	C9H15N2O5	-1	
cpd00038	GTP	C10H13N5O14P3	-3	
cpd00031	GDP	C10H13N5O11P2	-2	
cpd11438	fa4	C15H29O2	-1	
cpd11439	fa4coa	C36H61N7O17P3S	-3	
cpd01240	D-Glucoside	C6H11O6R	0	
cpd11848	ROH	HOR	0	
cpd01017	Cys-Gly	C5H10N2O3S	0	
cpd11570	3-Oxooctodecanoyl-ACP	C29H53N2O9PRS	-1	
cpd11571	3-Hydroxyoctodecanoyl-ACP	C29H55N2O9PRS	-1	
cpd01324	L-Histidinal	C6H10N3O	1	
cpd15325	1-dodecanoyl-sn-glycerol 3-phosphate	C15H29O7P	-2	
cpd15521	1,2-didodecanoyl-sn-glycerol 3-phosphate	C27H52O8P	-1	
cpd15679	1,2-diisotetradecanoyl-sn-glycerol 3-phosphate	C31H60O8P	-1	
cpd15685	CDP-1,2-diisotetradecanoylglycerol	C40H71N3O15P2	-2	
cpd15687	CDP-1,2-dianteisopentadecanoylglycerol	C42H75N3O15P2	-2	
cpd15720	Dianteisopentadecanoylphosphatidylglycerophosphate	C36H70O13P2	-2	
cpd00449	Dihydrolipoamide	C8H17NOS2	0	
cpd02700	S-(2-Methylpropionyl)-dihydrolipoamide	C12H23NO2S2	0	
cpd00159	L-Lactate	C3H5O3	-1	
cpd11553	6-methyl-heptanoyl-ACP	C19H35N2O8PRS	-1	
cpd00244	Ni2+	Ni	2	
cpd00186	D-Glutamate	C5H8NO4	-1	
cpd01512	5-Oxo-D-proline	C5H6NO3	-1	
cpd00822	O-Succinyl-L-homoserine	C8H12NO6	-1	
cpd00036	Succinate	C4H4O4	-2	
cpd00135	Homocysteine	C4H9NO2S	0	
cpd11620	Reducedferredoxin	Fe2R4S6	4	
cpd11621	Oxidizedferredoxin	Fe2R4S6	6	
cpd02264	CDPparatose	C15H23N3O14P2	-2	
cpd02265	CDPtyvelose	C15H23N3O14P2	-2	
cpd15753	Anteisopentadecanoyllipoteichoic acid (n=24), linked, unsubstituted	C117H228O135P24	-24	
cpd15771	Anteisopentadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine	C309H540N24O255P24	-24	
cpd15419	CDP-1,2-dihexadecanoylglycerol	C44H79N3O15P2	-2	
cpd15545	Phosphatidylglycerophosphate dihexadecanoyl	C38H74O13P2	-2	
cpd00790	O-Acetyl-L-homoserine	C6H11NO4	0	
cpd03963	Biuret	C2H5N3O2	0	
cpd00073	Urea	CH4N2O	0	
cpd11474	Decanoyl-ACP	C21H40N2O8PRS	-2	
cpd11489	3-oxododecanoyl-acp	C23H42N2O9PRS	-2	
cpd11506	8-methyl-trans-dec-2-enoyl-ACP	C22H39N2O8PRS	-1	
cpd11507	8-methyl-decanoyl-ACP	C22H41N2O8PRS	-1	
cpd03118	(S)-Hydroxydecanoyl-CoA	C31H50N7O18P3S	-4	
cpd03129	(2E)-Decenoyl-CoA	C31H48N7O17P3S	-4	
cpd11476	hexadecanoyl-acp	C27H51N2O8PRS	-2	
cpd00134	Palmitoyl-CoA	C37H62N7O17P3S	-4	
cpd15329	1-octadecanoyl-sn-glycerol 3-phosphate	C21H41O7P	-2	
cpd15526	1,2-dioctadecanoyl-sn-glycerol 3-phosphate	C39H76O8P	-1	
cpd00242	H2CO3	CHO3	-1	
cpd03116	(S)-3-Hydroxydodecanoyl-CoA	C33H54N7O18P3S	-4	
cpd02060	(2E)-Dodecenoyl-CoA	C33H52N7O17P3S	-4	
cpd00270	Caffeoyl-CoA	C30H38N7O19P3S	-4	
cpd05546	Cyanin	C27H29O16	-1	
cpd15088	Cyanidin 3-glucoside 5-caffeoylglucoside	C36H35O19	-1	
cpd11568	14-methyl-trans-pentadec-2-enoyl-ACP	C27H49N2O8PRS	-1	
cpd11569	14-methyl-pentadecanoyl-ACP	C27H51N2O8PRS	-2	
cpd15606	Gly-Tyr	C11H14N2O4	0	
cpd11546	4-methyl-3-oxo-pentanoyl-ACP	C17H29N2O9PRS	-1	
cpd11547	4-methyl-3-hydroxy-pentanoyl-ACP	C17H31N2O9PRS	-1	
cpd11539	13-methyl-trans-tetra-dec-2-enoyl-ACP	C26H47N2O8PRS	-1	
cpd00128	Adenine	C5H5N5	0	
cpd15364	2'-(5''-triphosphoribosyl)-3'-dephospho-CoA	C26H41N7O26P5S	-5	
cpd15420	CDP-1,2-dioctadec-11-enoylglycerol	C48H83N3O15P2	-2	
cpd15548	Phosphatidylglycerophosphate dioctadec-11-enoyl	C42H78O13P2	-2	
cpd11591	Gly-Met	C7H14N2O3S	0	
cpd00232	Neu5Ac	C11H18NO9	-1	
cpd01743	Cerebroside	C25H46NO8R	0	
cpd03653	GM4	C36H62N2O16R	-1	
cpd11491	3-oxotetradecanoyl-acp	C25H46N2O9PRS	-2	
cpd00567	D-Proline	C5H9NO2	0	
cpd02235	1-Pyrroline-2-carboxylate	C5H6NO2	-1	
cpd01318	Glycocholate	C26H42NO6	-1	
cpd00526	Cholate	C24H39O5	-1	
cpd11558	10-methyl-3-oxo-undecanoyl-ACP	C23H41N2O9PRS	-1	
cpd11559	10-methyl-3-hydroxy-undecanoyl-ACP	C23H43N2O9PRS	-1	
cpd00906	all-trans-Hexaprenyl diphosphate	C30H50O7P2	-2	
cpd00343	N-Carbamoyl-L-aspartate	C5H6N2O5	-2	
cpd00227	L-Homoserine	C4H9NO3	0	
cpd00346	L-Aspartate4-semialdehyde	C4H7NO3	0	
cpd09027	5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate	C5H5N4O5	-1	
cpd01567	(R)-Allantoin	C4H5N4O3	-1	
cpd00130	L-Malate	C4H4O5	-2	
cpd00175	UDP-N-acetyl-D-galactosamine	C17H25N3O17P2	-2	
cpd11521	5-methyl-3-oxo-hexanoyl-ACP	C18H31N2O9PRS	-1	
cpd11522	5-methyl-3-hydroxy-hexanoyl-ACP	C18H33N2O9PRS	-1	
cpd11912	tRNA-Glu	C10H12N5O3R	0	
cpd12227	L-Glutamyl-tRNA-Glu	C15H19N6O6R	0	
cpd11669	Q	C19H26O4	0	
cpd11665	QH2	C19H28O4	0	
cpd00342	N-Acetylornithine	C7H14N2O3	0	
cpd00918	2-Acetamido-5-oxopentanoate	C7H10NO4	-1	
cpd03244	Taurodeoxycholate	C26H44NO6S	-1	
cpd02733	Deoxycholate	C24H39O4	-1	
cpd00349	Sedoheptulose 1,7-bisphosphate	C7H12O13P2	-4	
cpd00524	2-Inosose	C6H10O6	0	
cpd03487	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine	C94H153N8O26P2	-3	
cpd03488	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutaminyl-L-lysyl-D-alanyl-D-alanine	C94H155N9O25P2	-2	
cpd00079	D-glucose-6-phosphate	C6H11O9P	-2	
cpd12543	Carboxybiotin-carboxyl-carrier protein	C18H26N5O6R2S	-1	
cpd12848	Holo-[carboxylase]	C17H27N5O4R2S	0	
cpd15028	Delphin	C27H28O17	-2	
cpd15029	Delphinidin 3-glucoside 5-caffoyl-glucoside	C36H34O20	-2	
cpd11580	Gly-Gln	C7H13N3O4	0	
cpd11560	10-methyl-trans-undec-2-enoyl-ACP	C23H41N2O8PRS	-1	
cpd11561	10-methyl-undecanoyl-ACP	C23H43N2O8PRS	-1	
cpd11552	6-methyl-trans-hept-2-enoyl-ACP	C19H33N2O8PRS	-1	
cpd00834	Phosphopantetheine	C11H21N2O7PS	-2	
cpd00158	CELB	C12H22O11	0	
cpd00190	beta-D-Glucose	C6H12O6	0	
cpd01777	Phosphoribosyl-AMP	C15H19N5O14P2	-4	
cpd02979	phosphoribosylformiminoaicar-phosphate	C15H21N5O15P2	-4	
cpd03588	L-erythro-3-Methylmalyl-CoA	C26H38N7O20P3S	-4	
cpd03589	Mesaconyl-CoA	C26H36N7O19P3S	-4	
cpd00039	L-Lysine	C6H15N2O2	1	
cpd00525	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	C28H39N5O23P2	-4	
cpd02861	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine	C34H52N7O24P2	-3	
cpd03113	(S)-3-Hydroxyhexadecanoyl-CoA	C37H62N7O18P3S	-4	
cpd03126	(2E)-Hexadecenoyl-CoA	C37H60N7O17P3S	-4	
cpd00115	dATP	C10H13N5O12P3	-3	
cpd00126	GMP	C10H12N5O8P	-2	
cpd00177	dADP	C10H13N5O9P2	-2	
cpd11496	4-methyl-3-oxo-hexanoyl-ACP	C18H31N2O9PRS	-1	
cpd03227	5beta-Cholestane-3alpha,7alpha,26-triol	C27H48O3	0	
cpd03228	3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al	C27H46O3	0	
cpd00427	L-Arabinonate	C5H9O6	-1	
cpd00520	2-Dehydro-3-deoxy-L-pentonate	C5H7O5	-1	
cpd00161	L-Threonine	C4H9NO3	0	
cpd09790	3-Methylsalicylaldehyde	C8H8O2	0	
cpd09791	3-Methylsalicylate	C8H7O3	-1	
cpd00219	Prephenate	C10H8O6	-2	
cpd00062	UTP	C9H12N2O15P3	-3	
cpd00338	5-Aminolevulinate	C5H9NO3	0	
cpd02345	L-Glutamate1-semialdehyde	C5H9NO3	0	
cpd00171	D-Ribulose5-phosphate	C5H9O8P	-2	
cpd17043	RNA transcription	null	0	
cpd00383	Shikimate	C7H9O5	-1	
cpd01716	3-Dehydroshikimate	C7H7O5	-1	
cpd11593	ala-L-asp-L	C7H11N2O5	-1	
cpd11475	(2E)-Decenoyl-[acp]	C21H37N2O8PRS	-2	
cpd00805	D-Tagatose 6-phosphate	C6H11O9P	-2	
cpd02371	D-Tagatose 1,6-biphosphate	C6H10O12P2	-4	
cpd00072	D-fructose-6-phosphate	C6H11O9P	-2	
cpd12606	Plasmenylethanolamine	C8H13NO7PR2	-1	
