id	name	formula	charge	aliases
cpd15605	Gly-Phe	C11H14N2O3	0	
cpd00066	L-Phenylalanine	C9H11NO2	0	
cpd00395	L-Cysteate	C3H6NO5S	-1	
cpd00210	Taurine	C2H7NO3S	0	
cpd15422	CDP-1,2-ditetradec-7-enoylglycerol	C40H67N3O15P2	-2	
cpd00493	Pyridoxamine phosphate	C8H12N2O5P	-1	
cpd00016	Pyridoxal phosphate	C8H8NO6P	-2	
cpd11502	6-methyl-trans-oct-2-enoyl-ACP	C20H35N2O8PRS	-1	
cpd11464	Butyryl-ACP	C15H28N2O8PRS	-2	
cpd11486	3-Oxohexanoyl-[acp]	C17H30N2O9PRS	-2	
cpd03124	Hexanoyl-CoA	C27H42N7O17P3S	-4	
cpd03121	3-Oxooctanoyl-CoA	C29H44N7O18P3S	-4	
cpd03333	Sinapaldehyde	C11H12O4	0	
cpd00373	Sinapate	C11H11O5	-1	
cpd15423	CDP-1,2-ditetradecanoylglycerol	C40H71N3O15P2	-2	
cpd15553	phosphatidylserine ditetradecanoyl	C34H64NO10P	-2	
cpd00179	Maltose	C12H22O11	0	
cpd00794	TRHL	C12H22O11	0	
cpd03189	3-Carboxy-1-hydroxypropyl-ThPP	C16H22N4O10P2S	-2	
cpd00860	S-Succinyldihydrolipoamide	C12H20NO4S2	-1	
cpd15418	CDP-1,2-dihexadec-9-enoylglycerol	C44H75N3O15P2	-2	
cpd15556	phosphatidylserine dihexadec-9-enoyl	C38H68NO10P	-2	
cpd01646	2-Isopropylmalate	C7H10O5	-2	
cpd00242	H2CO3	CHO3	-1	
cpd12848	Holo-[carboxylase]	C17H27N5O4R2S	0	
cpd12543	Carboxybiotin-carboxyl-carrier protein	C18H26N5O6R2S	-1	
cpd00239	H2S	HS	-1	
cpd00722	O-Acetyl-L-serine	C5H9NO4	0	
cpd00029	Acetate	C2H3O2	-1	
cpd00383	Shikimate	C7H9O5	-1	
cpd02030	3-phosphoshikimate	C7H8O8P	-3	
cpd00219	Prephenate	C10H8O6	-2	
cpd00868	p-hydroxyphenylpyruvate	C9H7O4	-1	
cpd00905	Guanosine 3',5'-bis(diphosphate)	C10H12N5O17P4	-5	
cpd00031	GDP	C10H13N5O11P2	-2	
cpd11585	L-alanylglycine	C5H10N2O3	0	
cpd00035	L-Alanine	C3H7NO2	0	
cpd10499	1-Nitronaphthalene-7,8-oxide	C10H7NO3	0	
cpd10500	1-Nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene	C20H23N4O9S	-1	
cpd00689	Porphobilinogen	C10H13N2O4	-1	
cpd00755	Hydroxymethylbilane	C40H38N4O17	-8	
cpd11472	Hexanoyl-ACP	C17H31N2O8PRS	-2	
cpd11490	3-oxooctanoyl-acp	C19H34N2O9PRS	-2	
cpd15529	phosphatidylethanolamine ditetradecanoyl	C33H66NO8P	0	
cpd00223	Glycerate	C3H5O4	-1	
cpd00169	3-Phosphoglycerate	C3H4O7P	-3	
cpd00276	GLUM	C6H14NO5	1	
cpd00288	D-Glucosamine phosphate	C6H13NO8P	-1	
cpd00760	2-Methylbutyryl-CoA	C26H40N7O17P3S	-4	
cpd11495	2-methylbutyryl-ACP	C16H29N2O8PRS	-2	
cpd00655	Dephospho-CoA	C21H33N7O13P2S	-2	
cpd01775	Phosphoribosyl-ATP	C15H20N5O20P4	-5	
cpd00103	PRPP	C5H9O14P3	-4	
cpd00858	L-Glutamate5-semialdehyde	C5H9NO3	0	
cpd02431	1-Pyrroline-5-carboxylate	C5H6NO2	-1	
cpd00498	2-Aceto-2-hydroxybutanoate	C6H9O4	-1	
cpd10162	(R)-3-Hydroxy-3-methyl-2-oxopentanoate	C6H9O4	-1	
cpd00082	D-Fructose	C6H12O6	0	
cpd00802	D-fructose-1-phosphate	C6H11O9P	-2	
cpd11514	12-methyl-trans-tetra-dec-2-enoyl-ACP	C26H47N2O8PRS	-1	
cpd11515	12-methyl-tetra-decanoyl-ACP	C26H49N2O8PRS	-2	
cpd00481	Isobutyryl-CoA	C25H38N7O17P3S	-4	
cpd11545	isobutyryl-ACP	C15H27N2O8PRS	-2	
cpd00086	Propionyl-CoA	C24H36N7O17P3S	-4	
cpd00519	D-methylmalonyl-CoA	C25H35N7O19P3S	-5	
cpd15722	Diisoheptadecanoylphosphatidylglycerol	C40H78O10P	-1	
cpd15794	Isoheptadecanoylcardiolipin (B. subtilis)	C77H148O17P2	-2	
cpd00282	S-Dihydroorotate	C5H5N2O4	-1	
cpd15500	Menaquinone 8	C51H72O2	0	
cpd00247	Orotate	C5H3N2O4	-1	
cpd15499	Menaquinol 8	C51H74O2	0	
cpd08301	2-C-methyl-D-erythritol2-4-cyclodiphosphate	C5H10O9P2	-2	
cpd08615	1-Hydroxy-2-methyl-2-butenyl 4-diphosphate	C5H10O8P2	-2	
cpd11538	13-methyl-3-hydroxy-tetra-decanoyl-ACP	C26H49N2O9PRS	-1	
cpd15723	Dianteisoheptadecanoylphosphatidylglycerol	C40H78O10P	-1	
cpd15795	Anteisoheptadecanoylcardiolipin (B. subtilis)	C77H148O17P2	-2	
cpd02999	GD1a	C67H111N4O39R	-2	
cpd03660	GT1b	C78H127N5O47R	-3	
cpd15557	phosphatidylserine dioctadecanoyl	C42H80NO10P	-2	
cpd15533	phosphatidylethanolamine dioctadecanoyl	C41H82NO8P	0	
cpd00286	Undecaprenylphosphate	C55H89O4P	-2	
cpd02862	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	C40H62N9O26P2	-3	
cpd02948	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho- undecaprenol	C86H140N7O21P2	-3	
cpd02857	DAHP	C7H10O10P	-3	
cpd00699	5-Dehydroquinate	C7H9O6	-1	
cpd00192	4-Coumaroyl-CoA	C30H38N7O18P3S	-4	
cpd05630	Pelargonin	C27H29O15	-1	
cpd15065	Pelargonidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)	C36H35O17	-1	
cpd04539	2-Amino-3-oxo-4-phosphonooxybutyrate	C4H6NO7P	-2	
cpd11468	Dodecanoyl-ACP	C23H44N2O8PRS	-2	
cpd11469	(2E)-Dodecenoyl-[acp]	C23H41N2O8PRS	-2	
cpd01489	beta-Alanopine	C6H10NO4	-1	
cpd00085	beta-Alanine	C3H7NO2	0	
cpd00087	Tetrahydrofolate	C19H21N7O6	-2	
cpd02152	L-Argininosuccinate	C10H17N4O6	-1	
cpd00051	L-Arginine	C6H15N4O2	1	
cpd00641	L-Histidinol	C6H12N3O	1	
cpd03823	2-Aryl-2-methylmalonate	C4H3O4R	-2	
cpd03824	2-Arylpropionate	C3H4O2R	-1	
cpd15687	CDP-1,2-dianteisopentadecanoylglycerol	C42H75N3O15P2	-2	
cpd15693	Dianteisopentadecanoylphosphatidylserine	C36H68NO10P	-2	
cpd11549	4-methyl-pentanoyl-ACP	C17H31N2O8PRS	-1	
cpd11550	6-methyl-3-oxo-heptanoyl-ACP	C19H33N2O9PRS	-1	
cpd00220	Riboflavin	C17H19N4O6	-1	
cpd00739	Reduced riboflavin	C17H22N4O6	0	
cpd08286	2-C-methyl-D-erythritol4-phosphate	C5H11O7P	-2	
cpd00442	(3S)-Citryl-CoA	C27H37N7O22P3S	-5	
cpd02978	7,8-Dihydroneopterin 3'-triphosphate	C9H13N5O13P3	-3	
cpd03666	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)- amino-4-oxopyrimidine	C9H15N5O14P3	-3	
cpd00107	L-Leucine	C6H13NO2	0	
cpd00290	D-fructose-1,6-bisphosphate	C6H10O12P2	-4	
cpd00072	D-fructose-6-phosphate	C6H11O9P	-2	
cpd03607	4-(Phosphonooxy)-threonine	C4H8NO7P	-2	
cpd02893	5'-Phosphoribosyl-4-carboxy-5-aminoimidazole	C9H12N3O9P	-2	
cpd02140	AIR	C8H13N3O7P	-1	
cpd11554	8-methyl-3-oxo-nonanoyl-ACP	C21H37N2O9PRS	-1	
cpd11555	8-methyl-3-hydroxy-nonanoyl-ACP	C21H39N2O9PRS	-1	
cpd00357	TTP	C10H14N2O14P3	-3	
cpd00297	dTDP	C10H14N2O11P2	-2	
cpd00053	L-Glutamine	C5H10N2O3	0	
cpd00216	Chorismate	C10H8O6	-2	
cpd00314	D-Mannitol	C6H14O6	0	
cpd00491	D-mannitol-1-phosphate	C6H13O9P	-2	
cpd11588	gly-pro-L	C7H12N2O3	0	
cpd00129	L-Proline	C5H9NO2	0	
cpd15546	Phosphatidylglycerophosphate dihexadec-9-enoyl	C38H70O13P2	-2	
cpd15539	Phosphatidylglycerol dihexadec-9-enoyl	C38H70O10P	-1	
cpd00038	GTP	C10H13N5O14P3	-3	
cpd10556	Chloroacetyl chloride	C2H2OCl2	0	
cpd10561	S-(2-Chloroacetyl)glutathione	C12H17N3O7SCl	-1	
cpd11438	fa4	C15H29O2	-1	
cpd00095	Glycerone-phosphate	C3H5O6P	-2	
cpd11570	3-Oxooctodecanoyl-ACP	C29H53N2O9PRS	-1	
cpd11571	3-Hydroxyoctodecanoyl-ACP	C29H55N2O9PRS	-1	
cpd01306	Cycloartenol	C30H50O	0	
cpd00019	S-Adenosyl-homocysteine	C14H20N6O5S	0	
cpd05727	24-Methylenecycloartanol	C31H52O	0	
cpd01324	L-Histidinal	C6H10N3O	1	
cpd15679	1,2-diisotetradecanoyl-sn-glycerol 3-phosphate	C31H60O8P	-1	
cpd00040	Glyoxalate	C2HO3	-1	
cpd15720	Dianteisopentadecanoylphosphatidylglycerophosphate	C36H70O13P2	-2	
cpd01651	L-3-Cyanoalanine	C4H6N2O2	0	
cpd03407	gamma-Glutamyl-beta-cyanoalanine	C9H12N3O5	-1	
cpd00957	2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone	C9H14N5O8P	-2	
cpd00863	beta-D-Glucose 6-phosphate	C6H11O9P	-2	
cpd00159	L-Lactate	C3H5O3	-1	
cpd07971	1,2-Dibromoethane	C2H4Br2	0	
cpd00966	HBr	Br	-1	
cpd10571	Glutathione episulfonium ion	C12H19N3O6S	0	
cpd11553	6-methyl-heptanoyl-ACP	C19H35N2O8PRS	-1	
cpd00186	D-Glutamate	C5H8NO4	-1	
cpd01512	5-Oxo-D-proline	C5H6NO3	-1	
cpd03518	Formamidopyrimidine nucleoside triphosphate	C10H15N5O15P3	-3	
cpd03519	2,5-Diaminopyrimidine nucleoside triphosphate	C9H15N5O14P3	-3	
cpd15268	Octadecanoyl-ACP	C29H55N2O8PRS	-2	
cpd15329	1-octadecanoyl-sn-glycerol 3-phosphate	C21H41O7P	-2	
cpd15704	1,2-Diisopentadecanoyl-sn-glycerol	C33H64O5	0	
cpd15680	1,2-diisopentadecanoyl-sn-glycerol 3-phosphate	C33H64O8P	-1	
cpd15419	CDP-1,2-dihexadecanoylglycerol	C44H79N3O15P2	-2	
cpd15545	Phosphatidylglycerophosphate dihexadecanoyl	C38H74O13P2	-2	
cpd01919	maltose-6-phosphate	C12H21O14P	-2	
cpd11474	Decanoyl-ACP	C21H40N2O8PRS	-2	
cpd11489	3-oxododecanoyl-acp	C23H42N2O9PRS	-2	
cpd11506	8-methyl-trans-dec-2-enoyl-ACP	C22H39N2O8PRS	-1	
cpd11507	8-methyl-decanoyl-ACP	C22H41N2O8PRS	-1	
cpd00105	D-Ribose	C5H10O5	0	
cpd00258	D-Ribulose	C5H10O5	0	
cpd00347	5-10-Methenyltetrahydrofolate	C20H20N7O6	-1	
cpd11476	hexadecanoyl-acp	C27H51N2O8PRS	-2	
cpd00134	Palmitoyl-CoA	C37H62N7O17P3S	-4	
cpd15312	1,2-Diacyl-sn-glycerol dioctadec-11-enoyl	C39H72O5	0	
cpd15527	1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate	C39H72O8P	-1	
cpd02730	3-Deoxy-D-manno-octulosonate8-phosphate	C8H12O11P	-3	
cpd00875	KDO	C8H13O8	-1	
cpd15309	1,2-Diacyl-sn-glycerol dihexadecanoyl	C35H68O5	0	
cpd15524	1,2-dihexadecanoyl-sn-glycerol 3-phosphate	C35H68O8P	-1	
cpd00270	Caffeoyl-CoA	C30H38N7O19P3S	-4	
cpd05546	Cyanin	C27H29O16	-1	
cpd15088	Cyanidin 3-glucoside 5-caffeoylglucoside	C36H35O19	-1	
cpd11568	14-methyl-trans-pentadec-2-enoyl-ACP	C27H49N2O8PRS	-1	
cpd11569	14-methyl-pentadecanoyl-ACP	C27H51N2O8PRS	-2	
cpd15606	Gly-Tyr	C11H14N2O4	0	
cpd00069	L-Tyrosine	C9H11NO3	0	
cpd11546	4-methyl-3-oxo-pentanoyl-ACP	C17H29N2O9PRS	-1	
cpd11547	4-methyl-3-hydroxy-pentanoyl-ACP	C17H31N2O9PRS	-1	
cpd11539	13-methyl-trans-tetra-dec-2-enoyl-ACP	C26H47N2O8PRS	-1	
cpd15420	CDP-1,2-dioctadec-11-enoylglycerol	C48H83N3O15P2	-2	
cpd15548	Phosphatidylglycerophosphate dioctadec-11-enoyl	C42H78O13P2	-2	
cpd15674	1-isopentadecanoyl-sn-glycerol 3-phosphate	C18H36O7P	-1	
cpd11491	3-oxotetradecanoyl-acp	C25H46N2O9PRS	-2	
cpd11558	10-methyl-3-oxo-undecanoyl-ACP	C23H41N2O9PRS	-1	
cpd11559	10-methyl-3-hydroxy-undecanoyl-ACP	C23H43N2O9PRS	-1	
cpd00906	all-trans-Hexaprenyl diphosphate	C30H50O7P2	-2	
cpd00343	N-Carbamoyl-L-aspartate	C5H6N2O5	-2	
cpd00939	Toxopyrimidine	C6H9N3O	0	
cpd00078	Succinyl-CoA	C25H35N7O19P3S	-5	
cpd00449	Dihydrolipoamide	C8H17NOS2	0	
cpd00227	L-Homoserine	C4H9NO3	0	
cpd00346	L-Aspartate4-semialdehyde	C4H7NO3	0	
cpd09027	5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate	C5H5N4O5	-1	
cpd01567	(R)-Allantoin	C4H5N4O3	-1	
cpd00130	L-Malate	C4H4O5	-2	
cpd11521	5-methyl-3-oxo-hexanoyl-ACP	C18H31N2O9PRS	-1	
cpd11522	5-methyl-3-hydroxy-hexanoyl-ACP	C18H33N2O9PRS	-1	
cpd00367	Cytidine	C9H13N3O5	0	
cpd11912	tRNA-Glu	C10H12N5O3R	0	
cpd12227	L-Glutamyl-tRNA-Glu	C15H19N6O6R	0	
cpd04058	L-N2-(2-Carboxyethyl)arginine	C9H18N4O4	0	
cpd03487	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine	C94H153N8O26P2	-3	
cpd03488	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutaminyl-L-lysyl-D-alanyl-D-alanine	C94H155N9O25P2	-2	
cpd00338	5-Aminolevulinate	C5H9NO3	0	
cpd00036	Succinate	C4H4O4	-2	
cpd15028	Delphin	C27H28O17	-2	
cpd15029	Delphinidin 3-glucoside 5-caffoyl-glucoside	C36H34O20	-2	
cpd11580	Gly-Gln	C7H13N3O4	0	
cpd11560	10-methyl-trans-undec-2-enoyl-ACP	C23H41N2O8PRS	-1	
cpd11561	10-methyl-undecanoyl-ACP	C23H43N2O8PRS	-1	
cpd10501	1-Nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene	C20H23N4O9S	-1	
cpd11552	6-methyl-trans-hept-2-enoyl-ACP	C19H33N2O8PRS	-1	
cpd00834	Phosphopantetheine	C11H21N2O7PS	-2	
cpd01777	Phosphoribosyl-AMP	C15H19N5O14P2	-4	
cpd02979	phosphoribosylformiminoaicar-phosphate	C15H21N5O15P2	-4	
cpd03043	3-Hydroxybutanoyl-CoA	C25H39N7O18P3S	-3	
cpd00139	Glycolate	C2H3O3	-1	
cpd15536	Phosphatidylglycerol ditetradecanoyl	C34H66O10P	-1	
cpd15792	Myristoylcardiolipin (B. subtilis)	C65H124O17P2	-2	
cpd00525	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	C28H39N5O23P2	-4	
cpd02861	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine	C34H52N7O24P2	-3	
cpd00115	dATP	C10H13N5O12P3	-3	
cpd00126	GMP	C10H12N5O8P	-2	
cpd00177	dADP	C10H13N5O9P2	-2	
cpd11496	4-methyl-3-oxo-hexanoyl-ACP	C18H31N2O9PRS	-1	
cpd00301	Sterol	C17H28O	0	
cpd11624	Lecithin	C10H18NO8PR2	0	
cpd02601	2-Lysolecithin	C9H19NO7PR	0	
cpd11979	Steryl ester	C18H27O2R	0	
