AAA024D14.genome.CDS.1320,group00946
AAA024D14.genome.CDS.1298,group07550
AAA024D14.genome.CDS.1299,group05417
AAA024D14.genome.CDS.1296,group07551
AAA024D14.genome.CDS.1297,group03442
AAA024D14.genome.CDS.1294,group02429
AAA024D14.genome.CDS.1295,group03088
AAA024D14.genome.CDS.1292,group01756
AAA024D14.genome.CDS.1293,group00027
AAA024D14.genome.CDS.1290,group01345
AAA024D14.genome.CDS.1291,group01733
AAA024D14.genome.CDS.271,group01761
AAA024D14.genome.CDS.272,group05079
AAA024D14.genome.CDS.1502,group01031
AAA024D14.genome.CDS.1539,group00366
AAA024D14.genome.CDS.1538,group00252
AAA024D14.genome.CDS.1537,group00366
AAA024D14.genome.CDS.1536,group07571
AAA024D14.genome.CDS.1535,group05418
AAA024D14.genome.CDS.404,group00742
AAA024D14.genome.CDS.1533,group07573
AAA024D14.genome.CDS.1532,group00007
AAA024D14.genome.CDS.1531,group00948
AAA024D14.genome.CDS.1530,group00614
AAA024D14.genome.CDS.1582,group00350
AAA024D14.genome.CDS.1583,group07577
AAA024D14.genome.CDS.1580,group00102
AAA024D14.genome.CDS.1228,group00420
AAA024D14.genome.CDS.1586,group01052
AAA024D14.genome.CDS.1587,group00014
AAA024D14.genome.CDS.1584,group01126
AAA024D14.genome.CDS.1585,group00575
AAA024D14.genome.CDS.1223,group00021
AAA024D14.genome.CDS.1222,group00020
AAA024D14.genome.CDS.1588,group04825
AAA024D14.genome.CDS.1589,group01200
AAA024D14.genome.CDS.1227,group00758
AAA024D14.genome.CDS.1226,group00359
AAA024D14.genome.CDS.1225,group00315
AAA024D14.genome.CDS.1224,group00839
AAA024D14.genome.CDS.1188,group00786
AAA024D14.genome.CDS.1380,group00853
AAA024D14.genome.CDS.967,group01104
AAA024D14.genome.CDS.1068,group00528
AAA024D14.genome.CDS.1654,group07587
AAA024D14.genome.CDS.303,group00951
AAA024D14.genome.CDS.898,group00212
AAA024D14.genome.CDS.899,group00403
AAA024D14.genome.CDS.1061,group00739
AAA024D14.genome.CDS.1258,group00341
AAA024D14.genome.CDS.1060,group00487
AAA024D14.genome.CDS.872,group01232
AAA024D14.genome.CDS.873,group01231
AAA024D14.genome.CDS.870,group00033
AAA024D14.genome.CDS.871,group01521
AAA024D14.genome.CDS.876,group00175
AAA024D14.genome.CDS.877,group00091
AAA024D14.genome.CDS.874,group00434
AAA024D14.genome.CDS.875,group01204
AAA024D14.genome.CDS.878,group00198
AAA024D14.genome.CDS.879,group00419
AAA024D14.genome.CDS.951,group00140
AAA024D14.genome.CDS.950,group00026
AAA024D14.genome.CDS.953,group00221
AAA024D14.genome.CDS.952,group00228
AAA024D14.genome.CDS.955,group00713
AAA024D14.genome.CDS.954,group00153
AAA024D14.genome.CDS.957,group00112
AAA024D14.genome.CDS.956,group00661
AAA024D14.genome.CDS.959,group00987
AAA024D14.genome.CDS.958,group00524
AAA024D14.genome.CDS.892,group00507
AAA024D14.genome.CDS.893,group00388
AAA024D14.genome.CDS.894,group00408
AAA024D14.genome.CDS.895,group00380
AAA024D14.genome.CDS.896,group00272
AAA024D14.genome.CDS.897,group00443
AAA024D14.genome.CDS.1055,group00540
AAA024D14.genome.CDS.1256,group00624
AAA024D14.genome.CDS.1558,group01958
AAA024D14.genome.CDS.1124,group01627
AAA024D14.genome.CDS.1125,group02027
AAA024D14.genome.CDS.1126,group02134
AAA024D14.genome.CDS.1127,group01647
AAA024D14.genome.CDS.1120,group00430
AAA024D14.genome.CDS.1121,group00144
AAA024D14.genome.CDS.1122,group00727
AAA024D14.genome.CDS.1123,group00538
AAA024D14.genome.CDS.11,group00476
AAA024D14.genome.CDS.1119,group01105
AAA024D14.genome.CDS.1128,group00923
AAA024D14.genome.CDS.583,group03503
AAA024D14.genome.CDS.1118,group02828
AAA024D14.genome.CDS.1041,group00152
AAA024D14.genome.CDS.1498,group00643
AAA024D14.genome.CDS.1499,group00793
AAA024D14.genome.CDS.1494,group00666
AAA024D14.genome.CDS.1495,group07569
AAA024D14.genome.CDS.1496,group00801
AAA024D14.genome.CDS.1497,group00669
AAA024D14.genome.CDS.1490,group00882
AAA024D14.genome.CDS.1491,group00471
AAA024D14.genome.CDS.1492,group00453
AAA024D14.genome.CDS.1493,group00771
AAA024D14.genome.CDS.1151,group00116
AAA024D14.genome.CDS.1150,group00645
AAA024D14.genome.CDS.1153,group00592
AAA024D14.genome.CDS.1400,group01147
AAA024D14.genome.CDS.1155,group00163
AAA024D14.genome.CDS.1406,group05520
AAA024D14.genome.CDS.1405,group05519
AAA024D14.genome.CDS.1156,group00164
AAA024D14.genome.CDS.1159,group00168
AAA024D14.genome.CDS.1111,group01815
AAA024D14.genome.CDS.1409,group07565
AAA024D14.genome.CDS.1408,group07566
AAA024D14.genome.CDS.1368,group00977
AAA024D14.genome.CDS.1110,group00816
AAA024D14.genome.CDS.1018,group00371
AAA024D14.genome.CDS.1019,group00247
AAA024D14.genome.CDS.1391,group00505
AAA024D14.genome.CDS.1369,group00095
AAA024D14.genome.CDS.1397,group02011
AAA024D14.genome.CDS.1396,group00138
AAA024D14.genome.CDS.1395,group04039
AAA024D14.genome.CDS.1394,group00743
AAA024D14.genome.CDS.1010,group00278
AAA024D14.genome.CDS.1011,group00632
AAA024D14.genome.CDS.1012,group01061
AAA024D14.genome.CDS.651,group00912
AAA024D14.genome.CDS.1014,group00197
AAA024D14.genome.CDS.1015,group00514
AAA024D14.genome.CDS.1016,group00330
AAA024D14.genome.CDS.1017,group00213
AAA024D14.genome.CDS.1379,group00059
AAA024D14.genome.CDS.1271,group00004
AAA024D14.genome.CDS.1272,group00016
AAA024D14.genome.CDS.1273,group01395
AAA024D14.genome.CDS.1274,group02537
AAA024D14.genome.CDS.1275,group01555
AAA024D14.genome.CDS.1276,group00934
AAA024D14.genome.CDS.1277,group00761
AAA024D14.genome.CDS.1371,group00208
AAA024D14.genome.CDS.1370,group00151
AAA024D14.genome.CDS.1373,group00309
AAA024D14.genome.CDS.1372,group00273
AAA024D14.genome.CDS.1375,group04033
AAA024D14.genome.CDS.1374,group00274
AAA024D14.genome.CDS.1377,group00157
AAA024D14.genome.CDS.1376,group00121
AAA024D14.genome.CDS.1308,group03419
AAA024D14.genome.CDS.1309,group01879
AAA024D14.genome.CDS.1658,group00107
AAA024D14.genome.CDS.1659,group00652
AAA024D14.genome.CDS.1656,group05414
AAA024D14.genome.CDS.1305,group02403
AAA024D14.genome.CDS.1306,group07546
AAA024D14.genome.CDS.1655,group05410
AAA024D14.genome.CDS.1652,group05415
AAA024D14.genome.CDS.1653,group05416
AAA024D14.genome.CDS.1650,group01056
AAA024D14.genome.CDS.1651,group00264
AAA024D14.genome.CDS.1337,group00897
AAA024D14.genome.CDS.478,group05287
AAA024D14.genome.CDS.479,group00687
AAA024D14.genome.CDS.1627,group01365
AAA024D14.genome.CDS.1579,group01405
AAA024D14.genome.CDS.1578,group00013
AAA024D14.genome.CDS.1334,group00873
AAA024D14.genome.CDS.1573,group07576
AAA024D14.genome.CDS.1572,group00390
AAA024D14.genome.CDS.1571,group01051
AAA024D14.genome.CDS.1570,group00263
AAA024D14.genome.CDS.1577,group00581
AAA024D14.genome.CDS.1576,group00842
AAA024D14.genome.CDS.1575,group01032
AAA024D14.genome.CDS.1574,group05433
AAA024D14.genome.CDS.1623,group01107
AAA024D14.genome.CDS.1249,group01001
AAA024D14.genome.CDS.1333,group00874
AAA024D14.genome.CDS.1620,group00302
AAA024D14.genome.CDS.829,group00101
AAA024D14.genome.CDS.828,group00196
AAA024D14.genome.CDS.980,group00398
AAA024D14.genome.CDS.981,group00841
AAA024D14.genome.CDS.986,group01148
AAA024D14.genome.CDS.987,group01587
AAA024D14.genome.CDS.984,group01117
AAA024D14.genome.CDS.985,group00941
AAA024D14.genome.CDS.821,group00849
AAA024D14.genome.CDS.820,group01034
AAA024D14.genome.CDS.988,group01524
AAA024D14.genome.CDS.989,group00847
AAA024D14.genome.CDS.825,group00170
AAA024D14.genome.CDS.824,group00964
AAA024D14.genome.CDS.827,group00295
AAA024D14.genome.CDS.826,group00334
AAA024D14.genome.CDS.1021,group00486
AAA024D14.genome.CDS.1186,group01133
AAA024D14.genome.CDS.969,group01284
AAA024D14.genome.CDS.1184,group00134
AAA024D14.genome.CDS.1182,group00275
AAA024D14.genome.CDS.1183,group00354
AAA024D14.genome.CDS.1180,group00012
AAA024D14.genome.CDS.1181,group00392
AAA024D14.genome.CDS.960,group01118
AAA024D14.genome.CDS.961,group00181
AAA024D14.genome.CDS.962,group05526
AAA024D14.genome.CDS.963,group03502
AAA024D14.genome.CDS.964,group00867
AAA024D14.genome.CDS.965,group01791
AAA024D14.genome.CDS.966,group02355
AAA024D14.genome.CDS.1189,group00177
AAA024D14.genome.CDS.919,group00281
AAA024D14.genome.CDS.918,group00214
AAA024D14.genome.CDS.915,group00024
AAA024D14.genome.CDS.914,group00707
AAA024D14.genome.CDS.917,group00242
AAA024D14.genome.CDS.916,group01026
AAA024D14.genome.CDS.911,group00395
AAA024D14.genome.CDS.910,group00242
AAA024D14.genome.CDS.913,group00961
AAA024D14.genome.CDS.912,group02626
AAA024D14.genome.CDS.1054,group00541
AAA024D14.genome.CDS.1450,group00474
AAA024D14.genome.CDS.1056,group00662
AAA024D14.genome.CDS.1057,group00763
AAA024D14.genome.CDS.1050,group00578
AAA024D14.genome.CDS.1051,group00114
AAA024D14.genome.CDS.1052,group00049
AAA024D14.genome.CDS.1053,group00010
AAA024D14.genome.CDS.1115,group02591
AAA024D14.genome.CDS.1114,group00539
AAA024D14.genome.CDS.1117,group01352
AAA024D14.genome.CDS.1116,group00038
AAA024D14.genome.CDS.1058,group00615
AAA024D14.genome.CDS.1059,group00515
AAA024D14.genome.CDS.1113,group01076
AAA024D14.genome.CDS.1112,group00974
AAA024D14.genome.CDS.1335,group00820
AAA024D14.genome.CDS.1626,group07583
AAA024D14.genome.CDS.1625,group02025
AAA024D14.genome.CDS.1336,group00896
AAA024D14.genome.CDS.1331,group00792
AAA024D14.genome.CDS.1622,group00800
AAA024D14.genome.CDS.1621,group00376
AAA024D14.genome.CDS.1332,group00854
AAA024D14.genome.CDS.1339,group00917
AAA024D14.genome.CDS.1338,group00895
AAA024D14.genome.CDS.1629,group01221
AAA024D14.genome.CDS.1628,group03904
AAA024D14.genome.CDS.1458,group00789
AAA024D14.genome.CDS.1020,group01264
AAA024D14.genome.CDS.1023,group00352
AAA024D14.genome.CDS.1022,group00479
AAA024D14.genome.CDS.1025,group01012
AAA024D14.genome.CDS.1024,group00397
AAA024D14.genome.CDS.1027,group07579
AAA024D14.genome.CDS.1026,group00752
AAA024D14.genome.CDS.1029,group00691
AAA024D14.genome.CDS.1451,group01081
AAA024D14.genome.CDS.1452,group00729
AAA024D14.genome.CDS.1453,group00712
AAA024D14.genome.CDS.1454,group00887
AAA024D14.genome.CDS.1455,group00790
AAA024D14.genome.CDS.1456,group00884
AAA024D14.genome.CDS.1457,group00872
AAA024D14.genome.CDS.1482,group01304
AAA024D14.genome.CDS.1602,group00487
AAA024D14.genome.CDS.1402,group01309
AAA024D14.genome.CDS.1401,group01059
AAA024D14.genome.CDS.1520,group00399
AAA024D14.genome.CDS.1248,group00808
AAA024D14.genome.CDS.1522,group00411
AAA024D14.genome.CDS.1523,group00165
AAA024D14.genome.CDS.1524,group01199
AAA024D14.genome.CDS.1525,group00167
AAA024D14.genome.CDS.1526,group00938
AAA024D14.genome.CDS.1527,group04828
AAA024D14.genome.CDS.1528,group00641
AAA024D14.genome.CDS.1529,group00690
AAA024D14.genome.CDS.1243,group01665
AAA024D14.genome.CDS.1242,group00978
AAA024D14.genome.CDS.1245,group00169
AAA024D14.genome.CDS.1244,group00983
AAA024D14.genome.CDS.1247,group00340
AAA024D14.genome.CDS.1246,group00638
AAA024D14.genome.CDS.1195,group00740
AAA024D14.genome.CDS.1238,group00704
AAA024D14.genome.CDS.1157,group00195
AAA024D14.genome.CDS.1446,group00734
AAA024D14.genome.CDS.1234,group00620
AAA024D14.genome.CDS.1235,group00343
AAA024D14.genome.CDS.1236,group00735
AAA024D14.genome.CDS.1237,group00475
AAA024D14.genome.CDS.1230,group00385
AAA024D14.genome.CDS.1231,group00890
AAA024D14.genome.CDS.1232,group00736
AAA024D14.genome.CDS.1233,group00799
AAA024D14.genome.CDS.1196,group01458
AAA024D14.genome.CDS.1239,group00811
AAA024D14.genome.CDS.1191,group00051
AAA024D14.genome.CDS.1190,group00301
AAA024D14.genome.CDS.1441,group00393
AAA024D14.genome.CDS.501,group07545
AAA024D14.genome.CDS.1440,group00550
AAA024D14.genome.CDS.1644,group00110
AAA024D14.genome.CDS.1393,group00834
AAA024D14.genome.CDS.1392,group00500
AAA024D14.genome.CDS.865,group01058
AAA024D14.genome.CDS.864,group00259
AAA024D14.genome.CDS.867,group01130
AAA024D14.genome.CDS.866,group00755
AAA024D14.genome.CDS.861,group00782
AAA024D14.genome.CDS.860,group00567
AAA024D14.genome.CDS.863,group07568
AAA024D14.genome.CDS.862,group00131
AAA024D14.genome.CDS.869,group01127
AAA024D14.genome.CDS.868,group00774
AAA024D14.genome.CDS.924,group00074
AAA024D14.genome.CDS.925,group00802
AAA024D14.genome.CDS.889,group00780
AAA024D14.genome.CDS.888,group00996
AAA024D14.genome.CDS.920,group01018
AAA024D14.genome.CDS.921,group00174
AAA024D14.genome.CDS.922,group00285
AAA024D14.genome.CDS.923,group00894
AAA024D14.genome.CDS.883,group00055
AAA024D14.genome.CDS.882,group00093
AAA024D14.genome.CDS.881,group00092
AAA024D14.genome.CDS.880,group00148
AAA024D14.genome.CDS.928,group00087
AAA024D14.genome.CDS.929,group00103
AAA024D14.genome.CDS.885,group00015
AAA024D14.genome.CDS.884,group00046
AAA024D14.genome.CDS.810,group00571
AAA024D14.genome.CDS.811,group00143
AAA024D14.genome.CDS.812,group00485
AAA024D14.genome.CDS.813,group00630
AAA024D14.genome.CDS.814,group00591
AAA024D14.genome.CDS.815,group00193
AAA024D14.genome.CDS.816,group00188
AAA024D14.genome.CDS.817,group00086
AAA024D14.genome.CDS.818,group00084
AAA024D14.genome.CDS.819,group01035
AAA024D14.genome.CDS.1028,group00871
AAA024D14.genome.CDS.596,group05525
AAA024D14.genome.CDS.949,group00203
AAA024D14.genome.CDS.1461,group00726
AAA024D14.genome.CDS.1460,group00270
AAA024D14.genome.CDS.1463,group00997
AAA024D14.genome.CDS.1462,group00650
AAA024D14.genome.CDS.1465,group00185
AAA024D14.genome.CDS.1464,group00749
AAA024D14.genome.CDS.1467,group00067
AAA024D14.genome.CDS.1240,group00705
AAA024D14.genome.CDS.1469,group00147
AAA024D14.genome.CDS.1468,group00111
AAA024D14.genome.CDS.1142,group00899
AAA024D14.genome.CDS.1143,group00108
AAA024D14.genome.CDS.1416,group07560
AAA024D14.genome.CDS.1141,group00149
AAA024D14.genome.CDS.1410,group07564
AAA024D14.genome.CDS.1147,group03035
AAA024D14.genome.CDS.1144,group00105
AAA024D14.genome.CDS.1169,group00240
AAA024D14.genome.CDS.1148,group00368
AAA024D14.genome.CDS.1149,group00401
AAA024D14.genome.CDS.1418,group07559
AAA024D14.genome.CDS.1419,group04470
AAA024D14.genome.CDS.1384,group01227
AAA024D14.genome.CDS.1385,group00681
AAA024D14.genome.CDS.1386,group00629
AAA024D14.genome.CDS.1387,group03499
AAA024D14.genome.CDS.1069,group00418
AAA024D14.genome.CDS.1381,group00104
AAA024D14.genome.CDS.1382,group00106
AAA024D14.genome.CDS.1383,group01523
AAA024D14.genome.CDS.1065,group01792
AAA024D14.genome.CDS.1064,group01397
AAA024D14.genome.CDS.1067,group00417
AAA024D14.genome.CDS.1066,group00739
AAA024D14.genome.CDS.1388,group01145
AAA024D14.genome.CDS.1389,group00863
AAA024D14.genome.CDS.1063,group01116
AAA024D14.genome.CDS.1062,group01024
AAA024D14.genome.CDS.1642,group01304
AAA024D14.genome.CDS.1521,group00369
AAA024D14.genome.CDS.1205,group01422
AAA024D14.genome.CDS.1204,group01452
AAA024D14.genome.CDS.1207,group01466
AAA024D14.genome.CDS.1206,group00290
AAA024D14.genome.CDS.1201,group01114
AAA024D14.genome.CDS.1200,group01385
AAA024D14.genome.CDS.1203,group00096
AAA024D14.genome.CDS.1202,group01141
AAA024D14.genome.CDS.1362,group00883
AAA024D14.genome.CDS.1363,group00048
AAA024D14.genome.CDS.1360,group00893
AAA024D14.genome.CDS.1361,group00444
AAA024D14.genome.CDS.1209,group01522
AAA024D14.genome.CDS.1367,group00129
AAA024D14.genome.CDS.1364,group00063
AAA024D14.genome.CDS.1365,group00082
AAA024D14.genome.CDS.1270,group07538
AAA024D14.genome.CDS.1048,group00455
AAA024D14.genome.CDS.1378,group00158
AAA024D14.genome.CDS.1164,group00156
AAA024D14.genome.CDS.1152,group02086
AAA024D14.genome.CDS.1657,group00075
AAA024D14.genome.CDS.932,group00171
AAA024D14.genome.CDS.1519,group07570
AAA024D14.genome.CDS.1278,group00236
AAA024D14.genome.CDS.1279,group02249
AAA024D14.genome.CDS.1511,group00623
AAA024D14.genome.CDS.1510,group00602
AAA024D14.genome.CDS.1513,group00775
AAA024D14.genome.CDS.1512,group00846
AAA024D14.genome.CDS.1515,group00367
AAA024D14.genome.CDS.1514,group00732
AAA024D14.genome.CDS.1517,group00440
AAA024D14.genome.CDS.1516,group00288
AAA024D14.genome.CDS.890,group00269
AAA024D14.genome.CDS.1568,group00438
AAA024D14.genome.CDS.1569,group01039
AAA024D14.genome.CDS.1197,group01386
AAA024D14.genome.CDS.1564,group00460
AAA024D14.genome.CDS.1565,group00435
AAA024D14.genome.CDS.1566,group00302
AAA024D14.genome.CDS.1567,group00866
AAA024D14.genome.CDS.1560,group00796
AAA024D14.genome.CDS.1561,group07575
AAA024D14.genome.CDS.1562,group01790
AAA024D14.genome.CDS.1563,group01113
AAA024D14.genome.CDS.891,group00506
AAA024D14.genome.CDS.802,group00963
AAA024D14.genome.CDS.1483,group00453
AAA024D14.genome.CDS.799,group00703
AAA024D14.genome.CDS.798,group00999
AAA024D14.genome.CDS.797,group00355
AAA024D14.genome.CDS.1340,group00845
AAA024D14.genome.CDS.1344,group00715
AAA024D14.genome.CDS.1613,group00553
AAA024D14.genome.CDS.1610,group00402
AAA024D14.genome.CDS.995,group00768
AAA024D14.genome.CDS.495,group07547
AAA024D14.genome.CDS.997,group01238
AAA024D14.genome.CDS.1611,group00558
AAA024D14.genome.CDS.991,group03111
AAA024D14.genome.CDS.859,group00155
AAA024D14.genome.CDS.993,group00932
AAA024D14.genome.CDS.992,group01802
AAA024D14.genome.CDS.854,group00931
AAA024D14.genome.CDS.855,group00642
AAA024D14.genome.CDS.856,group00879
AAA024D14.genome.CDS.857,group00127
AAA024D14.genome.CDS.999,group00701
AAA024D14.genome.CDS.851,group00627
AAA024D14.genome.CDS.852,group00205
AAA024D14.genome.CDS.1617,group00067
AAA024D14.genome.CDS.1307,group05517
AAA024D14.genome.CDS.1346,group00688
AAA024D14.genome.CDS.1304,group00955
AAA024D14.genome.CDS.1300,group07549
AAA024D14.genome.CDS.1347,group00328
AAA024D14.genome.CDS.1301,group07548
AAA024D14.genome.CDS.979,group00248
AAA024D14.genome.CDS.978,group00986
AAA024D14.genome.CDS.1302,group03801
AAA024D14.genome.CDS.1349,group03079
AAA024D14.genome.CDS.973,group00122
AAA024D14.genome.CDS.972,group00115
AAA024D14.genome.CDS.971,group01196
AAA024D14.genome.CDS.970,group01223
AAA024D14.genome.CDS.977,group00072
AAA024D14.genome.CDS.976,group00062
AAA024D14.genome.CDS.975,group00097
AAA024D14.genome.CDS.974,group00098
AAA024D14.genome.CDS.1158,group00078
AAA024D14.genome.CDS.1109,group00781
AAA024D14.genome.CDS.1106,group01332
AAA024D14.genome.CDS.1107,group00537
AAA024D14.genome.CDS.1104,group00628
AAA024D14.genome.CDS.1105,group01004
AAA024D14.genome.CDS.1102,group00572
AAA024D14.genome.CDS.1103,group00201
AAA024D14.genome.CDS.1100,group02375
AAA024D14.genome.CDS.1101,group00478
AAA024D14.genome.CDS.1390,group00943
AAA024D14.genome.CDS.1326,group00921
AAA024D14.genome.CDS.1327,group00920
AAA024D14.genome.CDS.1324,group00992
AAA024D14.genome.CDS.1325,group00922
AAA024D14.genome.CDS.1322,group00709
AAA024D14.genome.CDS.1323,group00738
AAA024D14.genome.CDS.1089,group02816
AAA024D14.genome.CDS.1088,group00015
AAA024D14.genome.CDS.1087,group01131
AAA024D14.genome.CDS.1086,group03538
AAA024D14.genome.CDS.1085,group02265
AAA024D14.genome.CDS.1084,group00777
AAA024D14.genome.CDS.1083,group00791
AAA024D14.genome.CDS.1082,group05408
AAA024D14.genome.CDS.1328,group00886
AAA024D14.genome.CDS.1329,group00862
AAA024D14.genome.CDS.1032,group00671
AAA024D14.genome.CDS.1033,group01025
AAA024D14.genome.CDS.1030,group00311
AAA024D14.genome.CDS.1031,group03500
AAA024D14.genome.CDS.1429,group00728
AAA024D14.genome.CDS.1037,group00002
AAA024D14.genome.CDS.1034,group00014
AAA024D14.genome.CDS.1035,group00612
AAA024D14.genome.CDS.1425,group07556
AAA024D14.genome.CDS.1424,group05523
AAA024D14.genome.CDS.1038,group00215
AAA024D14.genome.CDS.1039,group00057
AAA024D14.genome.CDS.1421,group04470
AAA024D14.genome.CDS.1092,group02424
AAA024D14.genome.CDS.1423,group07557
AAA024D14.genome.CDS.1422,group07558
AAA024D14.genome.CDS.1093,group07585
AAA024D14.genome.CDS.822,group00975
AAA024D14.genome.CDS.1555,group01392
AAA024D14.genome.CDS.1554,group00794
AAA024D14.genome.CDS.1557,group01089
AAA024D14.genome.CDS.1556,group00496
AAA024D14.genome.CDS.1551,group00797
AAA024D14.genome.CDS.1550,group01062
AAA024D14.genome.CDS.1553,group03241
AAA024D14.genome.CDS.1552,group00850
AAA024D14.genome.CDS.1252,group00636
AAA024D14.genome.CDS.1253,group00056
AAA024D14.genome.CDS.1250,group01462
AAA024D14.genome.CDS.1251,group00011
AAA024D14.genome.CDS.1559,group01233
AAA024D14.genome.CDS.1257,group00625
AAA024D14.genome.CDS.1254,group00542
AAA024D14.genome.CDS.1255,group00231
AAA024D14.genome.CDS.1638,group00504
AAA024D14.genome.CDS.1639,group01052
AAA024D14.genome.CDS.994,group00962
AAA024D14.genome.CDS.1630,group04187
AAA024D14.genome.CDS.1631,group04674
AAA024D14.genome.CDS.1632,group00637
AAA024D14.genome.CDS.1633,group00501
AAA024D14.genome.CDS.1634,group02873
AAA024D14.genome.CDS.1635,group00773
AAA024D14.genome.CDS.1636,group00518
AAA024D14.genome.CDS.1637,group00043
AAA024D14.genome.CDS.996,group00714
AAA024D14.genome.CDS.858,group00132
AAA024D14.genome.CDS.990,group02791
AAA024D14.genome.CDS.1208,group01759
AAA024D14.genome.CDS.453,group00561
AAA024D14.genome.CDS.1303,group01947
AAA024D14.genome.CDS.1438,group00551
AAA024D14.genome.CDS.38,group00757
AAA024D14.genome.CDS.850,group00548
AAA024D14.genome.CDS.1000,group00685
AAA024D14.genome.CDS.998,group00324
AAA024D14.genome.CDS.853,group00993
AAA024D14.genome.CDS.1417,group02905
AAA024D14.genome.CDS.937,group00667
AAA024D14.genome.CDS.936,group00494
AAA024D14.genome.CDS.935,group00462
AAA024D14.genome.CDS.934,group00298
AAA024D14.genome.CDS.933,group00008
AAA024D14.genome.CDS.1430,group00892
AAA024D14.genome.CDS.931,group00511
AAA024D14.genome.CDS.930,group00209
AAA024D14.genome.CDS.1431,group00345
AAA024D14.genome.CDS.939,group00622
AAA024D14.genome.CDS.938,group00875
AAA024D14.genome.CDS.803,group00064
AAA024D14.genome.CDS.1399,group01006
AAA024D14.genome.CDS.801,group00276
AAA024D14.genome.CDS.800,group00677
AAA024D14.genome.CDS.807,group00189
AAA024D14.genome.CDS.806,group00047
AAA024D14.genome.CDS.805,group00068
AAA024D14.genome.CDS.809,group00456
AAA024D14.genome.CDS.1043,group00751
AAA024D14.genome.CDS.1398,group00731
AAA024D14.genome.CDS.1129,group00759
AAA024D14.genome.CDS.1472,group00338
AAA024D14.genome.CDS.1473,group00065
AAA024D14.genome.CDS.1470,group00066
AAA024D14.genome.CDS.1471,group00258
AAA024D14.genome.CDS.1476,group00013
AAA024D14.genome.CDS.1477,group00186
