TBepi2973.genome.CDS.1143,group00426
TBepi2973.genome.CDS.1802,group00300
TBepi2973.genome.CDS.1803,group12819
TBepi2973.genome.CDS.1800,group00349
TBepi2973.genome.CDS.1801,group00378
TBepi2973.genome.CDS.1355,group00032
TBepi2973.genome.CDS.1808,group00487
TBepi2973.genome.CDS.1809,group01089
TBepi2973.genome.CDS.1712,group01469
TBepi2973.genome.CDS.1241,group01615
TBepi2973.genome.CDS.1242,group01501
TBepi2973.genome.CDS.1711,group01317
TBepi2973.genome.CDS.1716,group00262
TBepi2973.genome.CDS.1245,group03317
TBepi2973.genome.CDS.1714,group00697
TBepi2973.genome.CDS.1715,group00028
TBepi2973.genome.CDS.1248,group00042
TBepi2973.genome.CDS.1249,group01874
TBepi2973.genome.CDS.1718,group00165
TBepi2973.genome.CDS.1719,group00411
TBepi2973.genome.CDS.1501,group04733
TBepi2973.genome.CDS.1482,group00809
TBepi2973.genome.CDS.1483,group00264
TBepi2973.genome.CDS.1329,group00566
TBepi2973.genome.CDS.1328,group01214
TBepi2973.genome.CDS.1486,group01046
TBepi2973.genome.CDS.1487,group01541
TBepi2973.genome.CDS.1781,group00195
TBepi2973.genome.CDS.1485,group00066
TBepi2973.genome.CDS.1895,group00476
TBepi2973.genome.CDS.1894,group00456
TBepi2973.genome.CDS.1321,group03320
TBepi2973.genome.CDS.1320,group01218
TBepi2973.genome.CDS.1327,group00421
TBepi2973.genome.CDS.1890,group00477
TBepi2973.genome.CDS.1325,group00803
TBepi2973.genome.CDS.1892,group00022
TBepi2973.genome.CDS.1038,group02130
TBepi2973.genome.CDS.1057,group01471
TBepi2973.genome.CDS.2057,group00074
TBepi2973.genome.CDS.1406,group01279
TBepi2973.genome.CDS.1779,group00731
TBepi2973.genome.CDS.1056,group00323
TBepi2973.genome.CDS.1307,group00067
TBepi2973.genome.CDS.1938,group00221
TBepi2973.genome.CDS.1939,group00614
TBepi2973.genome.CDS.1932,group02095
TBepi2973.genome.CDS.1933,group03340
TBepi2973.genome.CDS.1931,group01591
TBepi2973.genome.CDS.1936,group02727
TBepi2973.genome.CDS.1937,group00397
TBepi2973.genome.CDS.1934,group04747
TBepi2973.genome.CDS.1935,group02986
TBepi2973.genome.CDS.2009,group01271
TBepi2973.genome.CDS.2008,group00819
TBepi2973.genome.CDS.1439,group00783
TBepi2973.genome.CDS.1438,group00603
TBepi2973.genome.CDS.2003,group04751
TBepi2973.genome.CDS.2002,group03838
TBepi2973.genome.CDS.2001,group00902
TBepi2973.genome.CDS.2000,group03342
TBepi2973.genome.CDS.2007,group01509
TBepi2973.genome.CDS.1432,group00325
TBepi2973.genome.CDS.1431,group00006
TBepi2973.genome.CDS.1430,group00006
TBepi2973.genome.CDS.2087,group00485
TBepi2973.genome.CDS.1970,group01197
TBepi2973.genome.CDS.73,group04756
TBepi2973.genome.CDS.2089,group01382
TBepi2973.genome.CDS.2086,group00710
TBepi2973.genome.CDS.1121,group03314
TBepi2973.genome.CDS.1484,group00489
TBepi2973.genome.CDS.1725,group12817
TBepi2973.genome.CDS.2011,group01594
TBepi2973.genome.CDS.1671,group04740
TBepi2973.genome.CDS.1293,group02295
TBepi2973.genome.CDS.1119,group00162
TBepi2973.genome.CDS.1291,group00352
TBepi2973.genome.CDS.1290,group02269
TBepi2973.genome.CDS.1297,group00678
TBepi2973.genome.CDS.1296,group01532
TBepi2973.genome.CDS.1295,group01762
TBepi2973.genome.CDS.1726,group00308
TBepi2973.genome.CDS.1110,group01334
TBepi2973.genome.CDS.1111,group01333
TBepi2973.genome.CDS.1112,group01410
TBepi2973.genome.CDS.1113,group01613
TBepi2973.genome.CDS.1114,group01690
TBepi2973.genome.CDS.1115,group01441
TBepi2973.genome.CDS.1116,group00213
TBepi2973.genome.CDS.1117,group03313
TBepi2973.genome.CDS.1820,group00097
TBepi2973.genome.CDS.680,group02737
TBepi2973.genome.CDS.1724,group01621
TBepi2973.genome.CDS.885,group01586
TBepi2973.genome.CDS.1723,group01545
TBepi2973.genome.CDS.1230,group00647
TBepi2973.genome.CDS.2013,group00508
TBepi2973.genome.CDS.1233,group00680
TBepi2973.genome.CDS.1232,group00183
TBepi2973.genome.CDS.916,group01369
TBepi2973.genome.CDS.783,group01698
TBepi2973.genome.CDS.1503,group00498
TBepi2973.genome.CDS.1502,group12810
TBepi2973.genome.CDS.1053,group00045
TBepi2973.genome.CDS.1500,group01210
TBepi2973.genome.CDS.1507,group00189
TBepi2973.genome.CDS.1489,group00995
TBepi2973.genome.CDS.1505,group01600
TBepi2973.genome.CDS.1504,group04734
TBepi2973.genome.CDS.1059,group01353
TBepi2973.genome.CDS.1058,group01612
TBepi2973.genome.CDS.1509,group00626
TBepi2973.genome.CDS.1508,group02974
TBepi2973.genome.CDS.1322,group00524
TBepi2973.genome.CDS.1608,group00712
TBepi2973.genome.CDS.2021,group00488
TBepi2973.genome.CDS.1975,group01245
TBepi2973.genome.CDS.1680,group00048
TBepi2973.genome.CDS.1681,group00444
TBepi2973.genome.CDS.1682,group01356
TBepi2973.genome.CDS.1683,group01544
TBepi2973.genome.CDS.1684,group00227
TBepi2973.genome.CDS.1685,group02979
TBepi2973.genome.CDS.1686,group00260
TBepi2973.genome.CDS.1687,group00429
TBepi2973.genome.CDS.1688,group00176
TBepi2973.genome.CDS.1689,group01351
TBepi2973.genome.CDS.1617,group02382
TBepi2973.genome.CDS.1616,group00143
TBepi2973.genome.CDS.1294,group01692
TBepi2973.genome.CDS.1609,group02498
TBepi2973.genome.CDS.1613,group02473
TBepi2973.genome.CDS.1599,group00722
TBepi2973.genome.CDS.1611,group01979
TBepi2973.genome.CDS.1610,group01664
TBepi2973.genome.CDS.1594,group00310
TBepi2973.genome.CDS.1705,group00497
TBepi2973.genome.CDS.1596,group00515
TBepi2973.genome.CDS.1590,group01184
TBepi2973.genome.CDS.789,group04757
TBepi2973.genome.CDS.1619,group00672
TBepi2973.genome.CDS.1618,group01988
TBepi2973.genome.CDS.1208,group00136
TBepi2973.genome.CDS.1209,group00106
TBepi2973.genome.CDS.1758,group02302
TBepi2973.genome.CDS.1397,group00383
TBepi2973.genome.CDS.1756,group00128
TBepi2973.genome.CDS.1205,group02490
TBepi2973.genome.CDS.1206,group00257
TBepi2973.genome.CDS.1755,group00279
TBepi2973.genome.CDS.1752,group00459
TBepi2973.genome.CDS.1201,group00202
TBepi2973.genome.CDS.1202,group00425
TBepi2973.genome.CDS.1203,group00394
TBepi2973.genome.CDS.1395,group00818
TBepi2973.genome.CDS.1888,group02308
TBepi2973.genome.CDS.1995,group00012
TBepi2973.genome.CDS.1353,group01287
TBepi2973.genome.CDS.1973,group01323
TBepi2973.genome.CDS.2084,group02732
TBepi2973.genome.CDS.1976,group01213
TBepi2973.genome.CDS.1977,group01505
TBepi2973.genome.CDS.1974,group00303
TBepi2973.genome.CDS.2053,group00464
TBepi2973.genome.CDS.1972,group01324
TBepi2973.genome.CDS.2055,group00840
TBepi2973.genome.CDS.2056,group00744
TBepi2973.genome.CDS.1971,group01237
TBepi2973.genome.CDS.2058,group02143
TBepi2973.genome.CDS.1598,group00438
TBepi2973.genome.CDS.1875,group00101
TBepi2973.genome.CDS.1874,group00085
TBepi2973.genome.CDS.1873,group00041
TBepi2973.genome.CDS.1872,group00294
TBepi2973.genome.CDS.1978,group00028
TBepi2973.genome.CDS.1870,group00424
TBepi2973.genome.CDS.1370,group02066
TBepi2973.genome.CDS.1278,group00161
TBepi2973.genome.CDS.1372,group02969
TBepi2973.genome.CDS.2088,group00479
TBepi2973.genome.CDS.1374,group00329
TBepi2973.genome.CDS.1375,group00450
TBepi2973.genome.CDS.1376,group00204
TBepi2973.genome.CDS.1377,group00878
TBepi2973.genome.CDS.1378,group00904
TBepi2973.genome.CDS.1270,group01165
TBepi2973.genome.CDS.1273,group02964
TBepi2973.genome.CDS.1272,group01773
TBepi2973.genome.CDS.1275,group02667
TBepi2973.genome.CDS.1310,group00258
TBepi2973.genome.CDS.1277,group02965
TBepi2973.genome.CDS.1883,group00160
TBepi2973.genome.CDS.1479,group01020
TBepi2973.genome.CDS.1478,group00927
TBepi2973.genome.CDS.1880,group00371
TBepi2973.genome.CDS.1595,group01360
TBepi2973.genome.CDS.1473,group01067
TBepi2973.genome.CDS.1472,group00490
TBepi2973.genome.CDS.1471,group00901
TBepi2973.genome.CDS.1470,group04732
TBepi2973.genome.CDS.1477,group01809
TBepi2973.genome.CDS.1476,group00972
TBepi2973.genome.CDS.1475,group00745
TBepi2973.genome.CDS.1474,group00968
TBepi2973.genome.CDS.1902,group00708
TBepi2973.genome.CDS.1221,group00286
TBepi2973.genome.CDS.1591,group01248
TBepi2973.genome.CDS.1592,group01183
TBepi2973.genome.CDS.1298,group00521
TBepi2973.genome.CDS.1593,group01476
TBepi2973.genome.CDS.1340,group00367
TBepi2973.genome.CDS.1100,group01536
TBepi2973.genome.CDS.1319,group00563
TBepi2973.genome.CDS.1154,group01614
TBepi2973.genome.CDS.1155,group00084
TBepi2973.genome.CDS.1156,group00086
TBepi2973.genome.CDS.1157,group00188
TBepi2973.genome.CDS.1150,group02289
TBepi2973.genome.CDS.1151,group00131
TBepi2973.genome.CDS.1152,group02479
TBepi2973.genome.CDS.1153,group00148
TBepi2973.genome.CDS.1985,group00307
TBepi2973.genome.CDS.1159,group00428
TBepi2973.genome.CDS.1759,group04745
TBepi2973.genome.CDS.1204,group00362
TBepi2973.genome.CDS.766,group12821
TBepi2973.genome.CDS.1757,group02139
TBepi2973.genome.CDS.1543,group01305
TBepi2973.genome.CDS.1358,group01510
TBepi2973.genome.CDS.1754,group00322
TBepi2973.genome.CDS.1090,group00069
TBepi2973.genome.CDS.1207,group00381
TBepi2973.genome.CDS.1541,group00365
TBepi2973.genome.CDS.1200,group00306
TBepi2973.genome.CDS.1540,group03330
TBepi2973.genome.CDS.1832,group02266
TBepi2973.genome.CDS.1753,group00237
TBepi2973.genome.CDS.1411,group00137
TBepi2973.genome.CDS.1750,group01989
TBepi2973.genome.CDS.1410,group00348
TBepi2973.genome.CDS.1751,group12818
TBepi2973.genome.CDS.1413,group00194
TBepi2973.genome.CDS.93,group02112
TBepi2973.genome.CDS.1068,group04720
TBepi2973.genome.CDS.98,group01407
TBepi2973.genome.CDS.1415,group12807
TBepi2973.genome.CDS.1908,group00341
TBepi2973.genome.CDS.1414,group00300
TBepi2973.genome.CDS.1907,group00561
TBepi2973.genome.CDS.1906,group00562
TBepi2973.genome.CDS.1948,group00716
TBepi2973.genome.CDS.1512,group00772
TBepi2973.genome.CDS.1905,group00232
TBepi2973.genome.CDS.1086,group01643
TBepi2973.genome.CDS.1087,group00502
TBepi2973.genome.CDS.1084,group01687
TBepi2973.genome.CDS.1877,group00295
TBepi2973.genome.CDS.1083,group01443
TBepi2973.genome.CDS.1080,group00356
TBepi2973.genome.CDS.1081,group03310
TBepi2973.genome.CDS.1830,group02306
TBepi2973.genome.CDS.820,group00196
TBepi2973.genome.CDS.1088,group01180
TBepi2973.genome.CDS.1089,group01675
TBepi2973.genome.CDS.1653,group01257
TBepi2973.genome.CDS.1559,group00269
TBepi2973.genome.CDS.1651,group00243
TBepi2973.genome.CDS.1122,group03315
TBepi2973.genome.CDS.1657,group02722
TBepi2973.genome.CDS.1656,group01216
TBepi2973.genome.CDS.1655,group00030
TBepi2973.genome.CDS.1126,group00005
TBepi2973.genome.CDS.1550,group00124
TBepi2973.genome.CDS.1551,group00156
TBepi2973.genome.CDS.1659,group01217
TBepi2973.genome.CDS.1900,group00122
TBepi2973.genome.CDS.1555,group02034
TBepi2973.genome.CDS.1556,group01045
TBepi2973.genome.CDS.1557,group03828
TBepi2973.genome.CDS.1349,group00290
TBepi2973.genome.CDS.1421,group01473
TBepi2973.genome.CDS.1764,group02205
TBepi2973.genome.CDS.1920,group00035
TBepi2973.genome.CDS.1423,group00523
TBepi2973.genome.CDS.1707,group00152
TBepi2973.genome.CDS.1099,group04721
TBepi2973.genome.CDS.1424,group00457
TBepi2973.genome.CDS.1171,group00454
TBepi2973.genome.CDS.1425,group00282
TBepi2973.genome.CDS.1727,group00889
TBepi2973.genome.CDS.1234,group00199
TBepi2973.genome.CDS.1237,group01513
TBepi2973.genome.CDS.1236,group00791
TBepi2973.genome.CDS.1231,group00424
TBepi2973.genome.CDS.1722,group03833
TBepi2973.genome.CDS.1721,group01620
TBepi2973.genome.CDS.1720,group00399
TBepi2973.genome.CDS.1451,group01244
TBepi2973.genome.CDS.1239,group01539
TBepi2973.genome.CDS.1238,group01538
TBepi2973.genome.CDS.1729,group00865
TBepi2973.genome.CDS.1728,group00277
TBepi2973.genome.CDS.2083,group00064
TBepi2973.genome.CDS.2014,group00020
TBepi2973.genome.CDS.2081,group00026
TBepi2973.genome.CDS.2080,group01350
TBepi2973.genome.CDS.1338,group00144
TBepi2973.genome.CDS.1339,group00288
TBepi2973.genome.CDS.2085,group01549
TBepi2973.genome.CDS.1889,group00655
TBepi2973.genome.CDS.1886,group00249
TBepi2973.genome.CDS.1335,group01425
TBepi2973.genome.CDS.1884,group00159
TBepi2973.genome.CDS.1337,group00002
TBepi2973.genome.CDS.1330,group00675
TBepi2973.genome.CDS.2016,group00395
TBepi2973.genome.CDS.1332,group00908
TBepi2973.genome.CDS.1333,group00032
TBepi2973.genome.CDS.1835,group03336
TBepi2973.genome.CDS.1879,group00170
TBepi2973.genome.CDS.1345,group01984
TBepi2973.genome.CDS.1896,group00402
TBepi2973.genome.CDS.1878,group00334
TBepi2973.genome.CDS.1836,group01281
TBepi2973.genome.CDS.2069,group00697
TBepi2973.genome.CDS.2068,group12823
TBepi2973.genome.CDS.2012,group01024
TBepi2973.genome.CDS.1909,group01427
TBepi2973.genome.CDS.2059,group00039
TBepi2973.genome.CDS.2061,group03839
TBepi2973.genome.CDS.2060,group01079
TBepi2973.genome.CDS.2063,group00103
TBepi2973.genome.CDS.2062,group00087
TBepi2973.genome.CDS.1903,group01155
TBepi2973.genome.CDS.2064,group00209
TBepi2973.genome.CDS.1901,group01991
TBepi2973.genome.CDS.2066,group00008
TBepi2973.genome.CDS.1420,group00029
TBepi2973.genome.CDS.1348,group00440
TBepi2973.genome.CDS.1422,group00612
TBepi2973.genome.CDS.1838,group00707
TBepi2973.genome.CDS.2018,group00291
TBepi2973.genome.CDS.2019,group00080
TBepi2973.genome.CDS.1426,group00724
TBepi2973.genome.CDS.1427,group00342
TBepi2973.genome.CDS.1341,group00390
TBepi2973.genome.CDS.2015,group00021
TBepi2973.genome.CDS.1343,group00043
TBepi2973.genome.CDS.2017,group00491
TBepi2973.genome.CDS.2010,group00767
TBepi2973.genome.CDS.1344,group01053
TBepi2973.genome.CDS.1347,group00460
TBepi2973.genome.CDS.1346,group00207
TBepi2973.genome.CDS.1871,group00166
TBepi2973.genome.CDS.1979,group01511
TBepi2973.genome.CDS.1279,group01411
TBepi2973.genome.CDS.1538,group00014
TBepi2973.genome.CDS.1371,group00037
TBepi2973.genome.CDS.1342,group03822
TBepi2973.genome.CDS.1887,group00218
TBepi2973.genome.CDS.1373,group00308
TBepi2973.genome.CDS.125,group00193
TBepi2973.genome.CDS.1404,group02493
TBepi2973.genome.CDS.1546,group01475
TBepi2973.genome.CDS.1271,group01166
TBepi2973.genome.CDS.1530,group01474
TBepi2973.genome.CDS.1189,group00133
TBepi2973.genome.CDS.1379,group01235
TBepi2973.genome.CDS.1531,group04736
TBepi2973.genome.CDS.1405,group00963
TBepi2973.genome.CDS.1284,group00256
TBepi2973.genome.CDS.1285,group04725
TBepi2973.genome.CDS.1286,group04726
TBepi2973.genome.CDS.1287,group01569
TBepi2973.genome.CDS.1280,group01292
TBepi2973.genome.CDS.1168,group02290
TBepi2973.genome.CDS.1282,group12826
TBepi2973.genome.CDS.1885,group00134
TBepi2973.genome.CDS.1165,group00516
TBepi2973.genome.CDS.1164,group00634
TBepi2973.genome.CDS.1167,group00016
TBepi2973.genome.CDS.1166,group00004
TBepi2973.genome.CDS.1161,group01530
TBepi2973.genome.CDS.1160,group02709
TBepi2973.genome.CDS.1163,group01010
TBepi2973.genome.CDS.1274,group00777
TBepi2973.genome.CDS.870,group01623
TBepi2973.genome.CDS.1276,group00154
TBepi2973.genome.CDS.1891,group00283
TBepi2973.genome.CDS.1257,group00682
TBepi2973.genome.CDS.1544,group01734
TBepi2973.genome.CDS.1882,group03338
TBepi2973.genome.CDS.1042,group04717
TBepi2973.genome.CDS.1515,group00631
TBepi2973.genome.CDS.1516,group00102
TBepi2973.genome.CDS.1517,group01335
TBepi2973.genome.CDS.1510,group01651
TBepi2973.genome.CDS.1511,group00374
TBepi2973.genome.CDS.1044,group00499
TBepi2973.genome.CDS.1513,group01504
TBepi2973.genome.CDS.1048,group01685
TBepi2973.genome.CDS.1049,group01671
TBepi2973.genome.CDS.1518,group01131
TBepi2973.genome.CDS.1519,group01315
TBepi2973.genome.CDS.277,group00066
TBepi2973.genome.CDS.1465,group02715
TBepi2973.genome.CDS.1713,group01254
TBepi2973.genome.CDS.2043,group00935
TBepi2973.genome.CDS.1710,group01361
TBepi2973.genome.CDS.509,group01475
TBepi2973.genome.CDS.1243,group00343
TBepi2973.genome.CDS.1614,group01036
TBepi2973.genome.CDS.1326,group00034
TBepi2973.genome.CDS.1244,group01983
TBepi2973.genome.CDS.1967,group02729
TBepi2973.genome.CDS.1542,group00230
TBepi2973.genome.CDS.1561,group02719
TBepi2973.genome.CDS.1560,group02718
TBepi2973.genome.CDS.1563,group00118
TBepi2973.genome.CDS.1562,group00119
TBepi2973.genome.CDS.1565,group01337
TBepi2973.genome.CDS.1564,group00167
TBepi2973.genome.CDS.1567,group00046
TBepi2973.genome.CDS.1566,group00015
TBepi2973.genome.CDS.1569,group00093
TBepi2973.genome.CDS.1568,group00055
TBepi2973.genome.CDS.1247,group01272
TBepi2973.genome.CDS.1283,group00071
TBepi2973.genome.CDS.1763,group01546
TBepi2973.genome.CDS.1762,group01477
TBepi2973.genome.CDS.1761,group01429
TBepi2973.genome.CDS.1760,group01715
TBepi2973.genome.CDS.1767,group00493
TBepi2973.genome.CDS.1766,group00600
TBepi2973.genome.CDS.1765,group00585
TBepi2973.genome.CDS.1458,group00472
TBepi2973.genome.CDS.1600,group02299
TBepi2973.genome.CDS.1601,group01368
TBepi2973.genome.CDS.1769,group00556
TBepi2973.genome.CDS.1603,group01164
TBepi2973.genome.CDS.1604,group01274
TBepi2973.genome.CDS.1605,group00236
TBepi2973.genome.CDS.1606,group00860
TBepi2973.genome.CDS.1607,group02720
TBepi2973.genome.CDS.1047,group01590
TBepi2973.genome.CDS.1553,group01856
TBepi2973.genome.CDS.1506,group03827
TBepi2973.genome.CDS.473,group03841
TBepi2973.genome.CDS.2025,group00200
TBepi2973.genome.CDS.1788,group00028
TBepi2973.genome.CDS.2027,group00422
TBepi2973.genome.CDS.2026,group02989
TBepi2973.genome.CDS.1864,group00040
TBepi2973.genome.CDS.1865,group00110
TBepi2973.genome.CDS.1866,group00120
TBepi2973.genome.CDS.1867,group00335
TBepi2973.genome.CDS.1868,group00125
TBepi2973.genome.CDS.1780,group00090
TBepi2973.genome.CDS.1783,group00075
TBepi2973.genome.CDS.1782,group00164
TBepi2973.genome.CDS.1785,group00211
TBepi2973.genome.CDS.2028,group00304
TBepi2973.genome.CDS.1787,group00452
TBepi2973.genome.CDS.1786,group02500
TBepi2973.genome.CDS.1305,group00163
TBepi2973.genome.CDS.1304,group00341
TBepi2973.genome.CDS.1268,group00024
TBepi2973.genome.CDS.1306,group00190
TBepi2973.genome.CDS.1301,group00728
TBepi2973.genome.CDS.1300,group00116
TBepi2973.genome.CDS.1303,group00885
TBepi2973.genome.CDS.1302,group00130
TBepi2973.genome.CDS.1262,group01381
TBepi2973.genome.CDS.1263,group02115
TBepi2973.genome.CDS.1260,group00331
TBepi2973.genome.CDS.1261,group00441
TBepi2973.genome.CDS.1266,group01487
TBepi2973.genome.CDS.1308,group00147
TBepi2973.genome.CDS.1264,group02134
TBepi2973.genome.CDS.1265,group01875
TBepi2973.genome.CDS.1481,group00501
TBepi2973.genome.CDS.1468,group00180
TBepi2973.genome.CDS.1469,group00179
TBepi2973.genome.CDS.573,group00503
TBepi2973.genome.CDS.1464,group00319
TBepi2973.genome.CDS.1899,group00418
TBepi2973.genome.CDS.1466,group02680
TBepi2973.genome.CDS.1467,group03328
TBepi2973.genome.CDS.1460,group02971
TBepi2973.genome.CDS.1461,group00241
TBepi2973.genome.CDS.1462,group00266
TBepi2973.genome.CDS.1463,group00111
TBepi2973.genome.CDS.1837,group01598
TBepi2973.genome.CDS.1190,group00606
TBepi2973.genome.CDS.1136,group00347
TBepi2973.genome.CDS.1623,group00327
TBepi2973.genome.CDS.1589,group01249
TBepi2973.genome.CDS.1480,group00928
TBepi2973.genome.CDS.1323,group00112
TBepi2973.genome.CDS.1193,group00357
TBepi2973.genome.CDS.1078,group00255
TBepi2973.genome.CDS.1612,group02472
TBepi2973.genome.CDS.1194,group00482
TBepi2973.genome.CDS.1897,group00417
TBepi2973.genome.CDS.1419,group01424
TBepi2973.genome.CDS.1418,group00007
TBepi2973.genome.CDS.1949,group04748
TBepi2973.genome.CDS.1137,group00628
TBepi2973.genome.CDS.1196,group00545
TBepi2973.genome.CDS.1943,group01582
TBepi2973.genome.CDS.1942,group00382
TBepi2973.genome.CDS.1941,group01070
TBepi2973.genome.CDS.1940,group00699
TBepi2973.genome.CDS.1947,group01338
TBepi2973.genome.CDS.1946,group02503
TBepi2973.genome.CDS.1417,group01042
TBepi2973.genome.CDS.1416,group12808
TBepi2973.genome.CDS.1583,group00836
TBepi2973.genome.CDS.1893,group00475
TBepi2973.genome.CDS.1199,group00284
TBepi2973.genome.CDS.1324,group00661
TBepi2973.genome.CDS.1581,group12811
TBepi2973.genome.CDS.1269,group12827
TBepi2973.genome.CDS.1580,group01986
TBepi2973.genome.CDS.1007,group00298
TBepi2973.genome.CDS.516,group02606
TBepi2973.genome.CDS.1135,group00346
TBepi2973.genome.CDS.797,group12822
TBepi2973.genome.CDS.1097,group00139
TBepi2973.genome.CDS.1823,group04746
TBepi2973.genome.CDS.1573,group00091
TBepi2973.genome.CDS.1488,group03826
TBepi2973.genome.CDS.1745,group01878
TBepi2973.genome.CDS.1717,group00070
TBepi2973.genome.CDS.1212,group00059
TBepi2973.genome.CDS.2039,group00500
TBepi2973.genome.CDS.1235,group02711
TBepi2973.genome.CDS.846,group04758
TBepi2973.genome.CDS.1746,group01695
TBepi2973.genome.CDS.1575,group01003
TBepi2973.genome.CDS.1074,group01726
TBepi2973.genome.CDS.1644,group00244
TBepi2973.genome.CDS.1645,group00312
TBepi2973.genome.CDS.1646,group00458
TBepi2973.genome.CDS.1647,group01294
TBepi2973.genome.CDS.1640,group00172
TBepi2973.genome.CDS.1641,group00145
TBepi2973.genome.CDS.1642,group00337
TBepi2973.genome.CDS.1643,group02721
TBepi2973.genome.CDS.1524,group00674
TBepi2973.genome.CDS.1138,group00068
TBepi2973.genome.CDS.1139,group00089
TBepi2973.genome.CDS.1521,group04735
TBepi2973.genome.CDS.1649,group03831
TBepi2973.genome.CDS.1523,group00560
TBepi2973.genome.CDS.1522,group00773
TBepi2973.genome.CDS.1881,group01097
TBepi2973.genome.CDS.1817,group00644
TBepi2973.genome.CDS.1169,group00593
TBepi2973.genome.CDS.1281,group00267
TBepi2973.genome.CDS.1631,group00149
TBepi2973.genome.CDS.1630,group01652
TBepi2973.genome.CDS.1633,group00398
TBepi2973.genome.CDS.1225,group00333
TBepi2973.genome.CDS.1635,group02978
TBepi2973.genome.CDS.1634,group00248
TBepi2973.genome.CDS.1637,group00062
TBepi2973.genome.CDS.1188,group00692
TBepi2973.genome.CDS.1187,group00222
TBepi2973.genome.CDS.1186,group02488
TBepi2973.genome.CDS.1185,group02461
TBepi2973.genome.CDS.1184,group01219
TBepi2973.genome.CDS.1183,group01250
