TBepi3256.genome.CDS.2736,group00403
TBepi3256.genome.CDS.1827,group02950
TBepi3256.genome.CDS.1826,group05063
TBepi3256.genome.CDS.1825,group01421
TBepi3256.genome.CDS.1824,group06349
TBepi3256.genome.CDS.1829,group03277
TBepi3256.genome.CDS.1828,group06364
TBepi3256.genome.CDS.1282,group06222
TBepi3256.genome.CDS.2099,group04188
TBepi3256.genome.CDS.2098,group06322
TBepi3256.genome.CDS.2093,group06321
TBepi3256.genome.CDS.2092,group01370
TBepi3256.genome.CDS.2091,group00624
TBepi3256.genome.CDS.2090,group00625
TBepi3256.genome.CDS.2097,group00133
TBepi3256.genome.CDS.2096,group02777
TBepi3256.genome.CDS.2095,group03758
TBepi3256.genome.CDS.2094,group01923
TBepi3256.genome.CDS.2659,group06419
TBepi3256.genome.CDS.2658,group01941
TBepi3256.genome.CDS.2655,group03954
TBepi3256.genome.CDS.2654,group06417
TBepi3256.genome.CDS.2657,group06420
TBepi3256.genome.CDS.2656,group04428
TBepi3256.genome.CDS.2651,group00475
TBepi3256.genome.CDS.2650,group00022
TBepi3256.genome.CDS.2653,group00476
TBepi3256.genome.CDS.2652,group00456
TBepi3256.genome.CDS.3030,group02902
TBepi3256.genome.CDS.3031,group03031
TBepi3256.genome.CDS.2475,group03578
TBepi3256.genome.CDS.2474,group01367
TBepi3256.genome.CDS.2477,group06387
TBepi3256.genome.CDS.2476,group06388
TBepi3256.genome.CDS.2471,group03515
TBepi3256.genome.CDS.2470,group03948
TBepi3256.genome.CDS.2473,group00213
TBepi3256.genome.CDS.2472,group06385
TBepi3256.genome.CDS.2479,group00826
TBepi3256.genome.CDS.2478,group00277
TBepi3256.genome.CDS.2279,group06358
TBepi3256.genome.CDS.2278,group00451
TBepi3256.genome.CDS.2277,group06359
TBepi3256.genome.CDS.2276,group06354
TBepi3256.genome.CDS.2275,group01429
TBepi3256.genome.CDS.2274,group02205
TBepi3256.genome.CDS.2273,group01825
TBepi3256.genome.CDS.2272,group01899
TBepi3256.genome.CDS.2271,group03052
TBepi3256.genome.CDS.2270,group06355
TBepi3256.genome.CDS.3038,group01411
TBepi3256.genome.CDS.3039,group01292
TBepi3256.genome.CDS.3102,group01326
TBepi3256.genome.CDS.3103,group00779
TBepi3256.genome.CDS.3100,group00663
TBepi3256.genome.CDS.443,group04081
TBepi3256.genome.CDS.2509,group00376
TBepi3256.genome.CDS.2508,group00252
TBepi3256.genome.CDS.3052,group03586
TBepi3256.genome.CDS.3101,group01394
TBepi3256.genome.CDS.3054,group06212
TBepi3256.genome.CDS.3055,group04219
TBepi3256.genome.CDS.3056,group06211
TBepi3256.genome.CDS.3057,group00273
TBepi3256.genome.CDS.2501,group00353
TBepi3256.genome.CDS.3059,group00274
TBepi3256.genome.CDS.2503,group00124
TBepi3256.genome.CDS.2502,group00292
TBepi3256.genome.CDS.2505,group00412
TBepi3256.genome.CDS.2504,group00297
TBepi3256.genome.CDS.2507,group00366
TBepi3256.genome.CDS.2506,group00296
TBepi3256.genome.CDS.2321,group04072
TBepi3256.genome.CDS.3458,group04052
TBepi3256.genome.CDS.3459,group00515
TBepi3256.genome.CDS.2452,group00235
TBepi3256.genome.CDS.3454,group00379
TBepi3256.genome.CDS.3455,group00094
TBepi3256.genome.CDS.3456,group00254
TBepi3256.genome.CDS.3457,group00081
TBepi3256.genome.CDS.3450,group00959
TBepi3256.genome.CDS.3451,group01800
TBepi3256.genome.CDS.3452,group00439
TBepi3256.genome.CDS.3453,group00141
TBepi3256.genome.CDS.2450,group00413
TBepi3256.genome.CDS.2325,group01260
TBepi3256.genome.CDS.2324,group00808
TBepi3256.genome.CDS.2327,group00531
TBepi3256.genome.CDS.2326,group06365
TBepi3256.genome.CDS.3292,group01004
TBepi3256.genome.CDS.3293,group06245
TBepi3256.genome.CDS.3290,group01519
TBepi3256.genome.CDS.3291,group04240
TBepi3256.genome.CDS.3296,group02140
TBepi3256.genome.CDS.3297,group02030
TBepi3256.genome.CDS.3294,group05348
TBepi3256.genome.CDS.3295,group06244
TBepi3256.genome.CDS.3298,group01310
TBepi3256.genome.CDS.3299,group00500
TBepi3256.genome.CDS.538,group06369
TBepi3256.genome.CDS.2893,group00684
TBepi3256.genome.CDS.2892,group01578
TBepi3256.genome.CDS.2891,group00276
TBepi3256.genome.CDS.2890,group06176
TBepi3256.genome.CDS.2897,group06182
TBepi3256.genome.CDS.2896,group03866
TBepi3256.genome.CDS.2895,group01374
TBepi3256.genome.CDS.2894,group00186
TBepi3256.genome.CDS.2899,group00572
TBepi3256.genome.CDS.2898,group01394
TBepi3256.genome.CDS.2879,group00062
TBepi3256.genome.CDS.2878,group00098
TBepi3256.genome.CDS.2871,group04079
TBepi3256.genome.CDS.2870,group00958
TBepi3256.genome.CDS.2873,group00963
TBepi3256.genome.CDS.2872,group06172
TBepi3256.genome.CDS.2875,group05224
TBepi3256.genome.CDS.2874,group04473
TBepi3256.genome.CDS.2877,group00115
TBepi3256.genome.CDS.2876,group00172
TBepi3256.genome.CDS.1834,group00156
TBepi3256.genome.CDS.1835,group00373
TBepi3256.genome.CDS.1837,group03476
TBepi3256.genome.CDS.1830,group00013
TBepi3256.genome.CDS.1831,group02754
TBepi3256.genome.CDS.1832,group03864
TBepi3256.genome.CDS.1833,group01649
TBepi3256.genome.CDS.1838,group06393
TBepi3256.genome.CDS.1839,group05169
TBepi3256.genome.CDS.2088,group00341
TBepi3256.genome.CDS.2089,group01427
TBepi3256.genome.CDS.2084,group01757
TBepi3256.genome.CDS.2085,group00232
TBepi3256.genome.CDS.2086,group00562
TBepi3256.genome.CDS.2087,group00561
TBepi3256.genome.CDS.2080,group06317
TBepi3256.genome.CDS.2081,group03074
TBepi3256.genome.CDS.2082,group03695
TBepi3256.genome.CDS.2083,group00135
TBepi3256.genome.CDS.2648,group00666
TBepi3256.genome.CDS.2649,group06416
TBepi3256.genome.CDS.2646,group00669
TBepi3256.genome.CDS.2647,group00801
TBepi3256.genome.CDS.2644,group00793
TBepi3256.genome.CDS.2645,group00643
TBepi3256.genome.CDS.2642,group01282
TBepi3256.genome.CDS.2643,group00613
TBepi3256.genome.CDS.2640,group00207
TBepi3256.genome.CDS.2641,group02247
TBepi3256.genome.CDS.3599,group00895
TBepi3256.genome.CDS.3598,group00917
TBepi3256.genome.CDS.3595,group00825
TBepi3256.genome.CDS.3594,group00764
TBepi3256.genome.CDS.3597,group00845
TBepi3256.genome.CDS.3596,group00821
TBepi3256.genome.CDS.3591,group00688
TBepi3256.genome.CDS.3590,group00328
TBepi3256.genome.CDS.3593,group00715
TBepi3256.genome.CDS.3592,group00611
TBepi3256.genome.CDS.2466,group01246
TBepi3256.genome.CDS.2467,group06383
TBepi3256.genome.CDS.2464,group01716
TBepi3256.genome.CDS.2465,group01243
TBepi3256.genome.CDS.2462,group06384
TBepi3256.genome.CDS.2463,group00640
TBepi3256.genome.CDS.2460,group00089
TBepi3256.genome.CDS.2461,group05658
TBepi3256.genome.CDS.237,group01045
TBepi3256.genome.CDS.2468,group00683
TBepi3256.genome.CDS.2157,group03853
TBepi3256.genome.CDS.2260,group02303
TBepi3256.genome.CDS.2263,group06353
TBepi3256.genome.CDS.2264,group04426
TBepi3256.genome.CDS.2265,group02302
TBepi3256.genome.CDS.2266,group02974
TBepi3256.genome.CDS.2267,group01988
TBepi3256.genome.CDS.2268,group02609
TBepi3256.genome.CDS.2269,group03090
TBepi3256.genome.CDS.3609,group02734
TBepi3256.genome.CDS.3605,group00854
TBepi3256.genome.CDS.3604,group00874
TBepi3256.genome.CDS.3607,group01382
TBepi3256.genome.CDS.3606,group00792
TBepi3256.genome.CDS.3601,group00896
TBepi3256.genome.CDS.3600,group00897
TBepi3256.genome.CDS.3603,group00873
TBepi3256.genome.CDS.3602,group00820
TBepi3256.genome.CDS.2360,group00303
TBepi3256.genome.CDS.3025,group01442
TBepi3256.genome.CDS.3024,group06208
TBepi3256.genome.CDS.2518,group01567
TBepi3256.genome.CDS.2519,group01123
TBepi3256.genome.CDS.3021,group03697
TBepi3256.genome.CDS.3020,group02122
TBepi3256.genome.CDS.3023,group06209
TBepi3256.genome.CDS.3022,group02024
TBepi3256.genome.CDS.2512,group00878
TBepi3256.genome.CDS.2513,group00904
TBepi3256.genome.CDS.2510,group00526
TBepi3256.genome.CDS.2511,group00905
TBepi3256.genome.CDS.2516,group00384
TBepi3256.genome.CDS.3028,group03042
TBepi3256.genome.CDS.2514,group00553
TBepi3256.genome.CDS.2515,group06389
TBepi3256.genome.CDS.3111,group00004
TBepi3256.genome.CDS.3110,group00985
TBepi3256.genome.CDS.3113,group00054
TBepi3256.genome.CDS.3112,group00016
TBepi3256.genome.CDS.3115,group01337
TBepi3256.genome.CDS.3114,group04509
TBepi3256.genome.CDS.3117,group00118
TBepi3256.genome.CDS.3116,group00167
TBepi3256.genome.CDS.3118,group00119
TBepi3256.genome.CDS.3339,group01409
TBepi3256.genome.CDS.3338,group06249
TBepi3256.genome.CDS.996,group00761
TBepi3256.genome.CDS.3331,group02962
TBepi3256.genome.CDS.3330,group06251
TBepi3256.genome.CDS.3333,group02486
TBepi3256.genome.CDS.3332,group02708
TBepi3256.genome.CDS.3335,group00139
TBepi3256.genome.CDS.3334,group00050
TBepi3256.genome.CDS.3337,group06250
TBepi3256.genome.CDS.3336,group01689
TBepi3256.genome.CDS.994,group00302
TBepi3256.genome.CDS.542,group06368
TBepi3256.genome.CDS.2884,group00485
TBepi3256.genome.CDS.2885,group06175
TBepi3256.genome.CDS.2886,group05231
TBepi3256.genome.CDS.2887,group01675
TBepi3256.genome.CDS.2880,group00072
TBepi3256.genome.CDS.2881,group06174
TBepi3256.genome.CDS.2882,group00248
TBepi3256.genome.CDS.2883,group00710
TBepi3256.genome.CDS.2888,group05241
TBepi3256.genome.CDS.2889,group04998
TBepi3256.genome.CDS.2868,group06173
TBepi3256.genome.CDS.2869,group01846
TBepi3256.genome.CDS.1606,group00372
TBepi3256.genome.CDS.2862,group00268
TBepi3256.genome.CDS.2863,group00445
TBepi3256.genome.CDS.2860,group00564
TBepi3256.genome.CDS.2861,group00664
TBepi3256.genome.CDS.2866,group01971
TBepi3256.genome.CDS.2867,group01094
TBepi3256.genome.CDS.2864,group00326
TBepi3256.genome.CDS.2865,group00404
TBepi3256.genome.CDS.1999,group02415
TBepi3256.genome.CDS.1998,group03504
TBepi3256.genome.CDS.1993,group01708
TBepi3256.genome.CDS.1992,group01557
TBepi3256.genome.CDS.1991,group06305
TBepi3256.genome.CDS.1990,group01540
TBepi3256.genome.CDS.1997,group04074
TBepi3256.genome.CDS.1996,group03425
TBepi3256.genome.CDS.1995,group03424
TBepi3256.genome.CDS.1994,group03427
TBepi3256.genome.CDS.1518,group06263
TBepi3256.genome.CDS.3173,group00055
TBepi3256.genome.CDS.2489,group00208
TBepi3256.genome.CDS.2185,group01361
TBepi3256.genome.CDS.2184,group01161
TBepi3256.genome.CDS.2187,group01469
TBepi3256.genome.CDS.2186,group01317
TBepi3256.genome.CDS.2181,group00751
TBepi3256.genome.CDS.2180,group00497
TBepi3256.genome.CDS.2183,group00060
TBepi3256.genome.CDS.2182,group00152
TBepi3256.genome.CDS.2189,group00057
TBepi3256.genome.CDS.2188,group01254
TBepi3256.genome.CDS.2071,group00390
TBepi3256.genome.CDS.2070,group06316
TBepi3256.genome.CDS.2073,group00367
TBepi3256.genome.CDS.2072,group00177
TBepi3256.genome.CDS.2075,group06320
TBepi3256.genome.CDS.2074,group00288
TBepi3256.genome.CDS.2077,group01632
TBepi3256.genome.CDS.2076,group01167
TBepi3256.genome.CDS.2079,group06319
TBepi3256.genome.CDS.2078,group00937
TBepi3256.genome.CDS.2673,group05356
TBepi3256.genome.CDS.2672,group04472
TBepi3256.genome.CDS.2671,group00361
TBepi3256.genome.CDS.2670,group00612
TBepi3256.genome.CDS.2677,group02680
TBepi3256.genome.CDS.2675,group06134
TBepi3256.genome.CDS.2674,group06135
TBepi3256.genome.CDS.2679,group06137
TBepi3256.genome.CDS.2678,group06132
TBepi3256.genome.CDS.3588,group01095
TBepi3256.genome.CDS.3589,group00616
TBepi3256.genome.CDS.3586,group00594
TBepi3256.genome.CDS.3587,group00595
TBepi3256.genome.CDS.3584,group00610
TBepi3256.genome.CDS.3585,group00522
TBepi3256.genome.CDS.3582,group06284
TBepi3256.genome.CDS.3583,group00618
TBepi3256.genome.CDS.3580,group01368
TBepi3256.genome.CDS.2699,group00061
TBepi3256.genome.CDS.2698,group01622
TBepi3256.genome.CDS.2691,group00329
TBepi3256.genome.CDS.2690,group03489
TBepi3256.genome.CDS.2693,group00204
TBepi3256.genome.CDS.2692,group00450
TBepi3256.genome.CDS.2695,group01473
TBepi3256.genome.CDS.2694,group02892
TBepi3256.genome.CDS.223,group01695
TBepi3256.genome.CDS.2696,group01590
TBepi3256.genome.CDS.2215,group00300
TBepi3256.genome.CDS.2214,group00194
TBepi3256.genome.CDS.2217,group00349
TBepi3256.genome.CDS.2216,group00378
TBepi3256.genome.CDS.2211,group00348
TBepi3256.genome.CDS.2210,group00387
TBepi3256.genome.CDS.2213,group00058
TBepi3256.genome.CDS.2212,group00137
TBepi3256.genome.CDS.2219,group00083
TBepi3256.genome.CDS.2218,group00053
TBepi3256.genome.CDS.3618,group06291
TBepi3256.genome.CDS.3619,group06294
TBepi3256.genome.CDS.3616,group04076
TBepi3256.genome.CDS.3617,group02698
TBepi3256.genome.CDS.3614,group03203
TBepi3256.genome.CDS.3615,group03203
TBepi3256.genome.CDS.3612,group05566
TBepi3256.genome.CDS.3613,group06288
TBepi3256.genome.CDS.3610,group04666
TBepi3256.genome.CDS.3611,group02473
TBepi3256.genome.CDS.313,group06327
TBepi3256.genome.CDS.3036,group03644
