id	name	formula	charge	aliases
cpd03470	Iminoaspartate	C4H3NO4	-2	
cpd00147	5-Methylthioadenosine	C11H15N5O3S	0	
cpd00128	Adenine	C5H5N5	0	
cpd01981	5-Methylthio-D-ribose	C6H12O4S	0	
cpd15685	CDP-1,2-diisotetradecanoylglycerol	C40H71N3O15P2	-2	
cpd15691	Diisotetradecanoylphosphatidylserine	C34H64NO10P	-2	
cpd00817	D-Arabinose5-phosphate	C5H9O8P	-2	
cpd00171	D-Ribulose5-phosphate	C5H9O8P	-2	
cpd12232	Nucleoside phosphate	C5H9O7PR	-1	
cpd00354	NDP	C5H9O10P2R	-2	
cpd00162	Aminoethanol	C2H8NO	1	
cpd00071	Acetaldehyde	C2H4O	0	
cpd00519	D-methylmalonyl-CoA	C25H35N7O19P3S	-5	
cpd00086	Propionyl-CoA	C24H36N7O17P3S	-4	
cpd00222	GLCN	C6H11O7	-1	
cpd00176	2-keto-3-deoxygluconate	C6H9O6	-1	
cpd00287	3-Oxo-2-methylpropanoate	C4H5O3	-1	
cpd00810	Orotidylic acid	C10H10N2O11P	-3	
cpd00091	UMP	C9H11N2O9P	-2	
cpd02654	4-Methyl-5--2-phosphoethyl-thiazole	C6H8NO4PS	-2	
cpd02894	4-Amino-2-methyl-5-diphosphomethylpyrimidine	C6H9N3O7P2	-2	
cpd00793	Thiamine phosphate	C12H16N4O4PS	-1	
cpd00118	Putrescine	C4H14N2	2	
cpd15350	2-dodecanoyl-sn-glycerol 3-phosphate	C15H30O7P	-1	
cpd01741	ddca	C12H23O2	-1	
cpd00345	5-Methyltetrahydrofolate	C20H23N7O6	-2	
cpd00125	5-10-Methylenetetrahydrofolate	C20H21N7O6	-2	
cpd15308	1,2-Diacyl-sn-glycerol ditetradec-7-enoyl	C31H56O5	0	
cpd15523	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate	C31H56O8P	-1	
cpd03587	kdo2-lipid a	C110H196N2O39P2	-6	
cpd03831	ADP-L-glycero-D-manno-heptose	C17H25N5O16P2	-2	
cpd15485	heptosyl-kdo2-lipidA	C117H211N2O45P2	-5	
cpd00061	Phosphoenolpyruvate	C3H2O6P	-3	
cpd01030	Salicin	C13H18O7	0	
cpd03698	Salicin-6P	C13H17O10P	-2	
cpd00226	HYXN	C5H4N4O	0	
cpd00309	XAN	C5H4N4O2	0	
cpd00781	5-Dehydrogluconate	C6H9O7	-1	
cpd15702	1,2-Dianteisoheptadecanoyl-sn-glycerol	C37H72O5	0	
cpd15678	1,2-dianteisoheptadecanoyl-sn-glycerol 3-phosphate	C37H72O8P	-1	
cpd11573	Octodecanoyl-ACP	C29H55N2O8PRS	-2	
cpd00327	strcoa	C39H66N7O17P3S	-4	
cpd11437	fa3coa	C36H61N7O17P3S	-3	
cpd02210	Indoleglycerol phosphate	C11H12NO6P	-2	
cpd00102	Glyceraldehyde3-phosphate	C3H5O6P	-2	
cpd00359	indol	C8H7N	0	
cpd15325	1-dodecanoyl-sn-glycerol 3-phosphate	C15H29O7P	-2	
cpd02864	cis-2-Chlorodienelactone	C6H2O4Cl	-1	
cpd02880	trans-2-Chlorodienelactone	C6H2O4Cl	-1	
cpd03002	Lipid A disaccharide	C68H127N2O20P	-2	
cpd02993	Lipid IV(A)	C68H126N2O23P2	-4	
cpd02730	3-Deoxy-D-manno-octulosonate8-phosphate	C8H12O11P	-3	
cpd12225	Dihydrolipolprotein	CH3RS2	0	
cpd12005	Lipoylprotein	CHRS2	0	
cpd15677	1,2-diisoheptadecanoyl-sn-glycerol 3-phosphate	C37H72O8P	-1	
cpd15605	Gly-Phe	C11H14N2O3	0	
cpd00066	L-Phenylalanine	C9H11NO2	0	
cpd01977	4-Phospho-L-aspartate	C4H6NO7P	-2	
cpd00395	L-Cysteate	C3H6NO5S	-1	
cpd15422	CDP-1,2-ditetradec-7-enoylglycerol	C40H67N3O15P2	-2	
cpd00493	Pyridoxamine phosphate	C8H12N2O5P	-1	
cpd00016	Pyridoxal phosphate	C8H8NO6P	-2	
cpd15357	2-octadec-11-enoyl-sn-glycerol 3-phosphate	C21H40O7P	-1	
cpd15269	octadecenoate	C18H33O2	-1	
cpd11502	6-methyl-trans-oct-2-enoyl-ACP	C20H35N2O8PRS	-1	
cpd11464	Butyryl-ACP	C15H28N2O8PRS	-2	
cpd11486	3-Oxohexanoyl-[acp]	C17H30N2O9PRS	-2	
cpd03124	Hexanoyl-CoA	C27H42N7O17P3S	-4	
cpd03121	3-Oxooctanoyl-CoA	C29H44N7O18P3S	-4	
cpd01012	Cd2+	Cd	2	
cpd03333	Sinapaldehyde	C11H12O4	0	
cpd00373	Sinapate	C11H11O5	-1	
cpd00268	H2S2O3	HO3S2	-1	
cpd11421	trdrd	C6H9NO2R2S2	0	
cpd00029	Acetate	C2H3O2	-1	
cpd00081	Sulfite	HO3S	-1	
cpd00084	L-Cysteine	C3H7NO2S	0	
cpd11420	trdox	C6H7NO2R2S2	0	
cpd00760	2-Methylbutyryl-CoA	C26H40N7O17P3S	-4	
cpd02125	Tiglyl-CoA	C26H38N7O17P3S	-4	
cpd15423	CDP-1,2-ditetradecanoylglycerol	C40H71N3O15P2	-2	
cpd15553	phosphatidylserine ditetradecanoyl	C34H64NO10P	-2	
cpd00179	Maltose	C12H22O11	0	
cpd00794	TRHL	C12H22O11	0	
cpd03189	3-Carboxy-1-hydroxypropyl-ThPP	C16H22N4O10P2S	-2	
cpd00860	S-Succinyldihydrolipoamide	C12H20NO4S2	-1	
cpd00635	Cbl	C62H91CoN13O14P	2	
cpd15418	CDP-1,2-dihexadec-9-enoylglycerol	C44H75N3O15P2	-2	
cpd15556	phosphatidylserine dihexadec-9-enoyl	C38H68NO10P	-2	
cpd16654	tricarballylate	C6H5O6	-3	
cpd00331	cis-Aconitate	C6H3O6	-3	
cpd01646	2-Isopropylmalate	C7H10O5	-2	
cpd00242	H2CO3	CHO3	-1	
cpd12848	Holo-[carboxylase]	C17H27N5O4R2S	0	
cpd12543	Carboxybiotin-carboxyl-carrier protein	C18H26N5O6R2S	-1	
cpd02233	Ciliatine	C2H8NO3P	0	
cpd03379	CMPciliatine	C11H19N4O10P2	-1	
cpd00239	H2S	HS	-1	
cpd00383	Shikimate	C7H9O5	-1	
cpd02030	3-phosphoshikimate	C7H8O8P	-3	
cpd00873	Nicotinate ribonucleotide	C11H12NO9P	-2	
cpd03471	Nicotinate D-ribonucleoside	C11H13NO6	0	
cpd00219	Prephenate	C10H8O6	-2	
cpd00868	p-hydroxyphenylpyruvate	C9H7O4	-1	
cpd00504	LL-2,6-Diaminopimelate	C7H14N2O4	0	
cpd00516	meso-2,6-Diaminopimelate	C7H14N2O4	0	
cpd00905	Guanosine 3',5'-bis(diphosphate)	C10H12N5O17P4	-5	
cpd11585	L-alanylglycine	C5H10N2O3	0	
cpd00035	L-Alanine	C3H7NO2	0	
cpd10515	Fe2+	Fe	2	
cpd10516	fe3	Fe	3	
cpd00075	Nitrite	NO2	-1	
cpd02626	1-Pyrroline-4-hydroxy-2-carboxylate	C5H6NO3	-1	
cpd00340	2,5-Dioxopentanoate	C5H5O4	-1	
cpd00652	D-Mucic acid	C6H8O8	-2	
cpd00515	5-Dehydro-4-deoxy-D-glucarate	C6H6O7	-2	
cpd00689	Porphobilinogen	C10H13N2O4	-1	
cpd00755	Hydroxymethylbilane	C40H38N4O17	-8	
cpd11472	Hexanoyl-ACP	C17H31N2O8PRS	-2	
cpd11490	3-oxooctanoyl-acp	C19H34N2O9PRS	-2	
cpd15529	phosphatidylethanolamine ditetradecanoyl	C33H66NO8P	0	
cpd15336	2-Acyl-sn-glycero-3-phosphoethanolamine dodecanoyl	C17H36NO7P	0	
cpd00465	Ureidoglycolate	C3H5N2O4	-1	
cpd00040	Glyoxalate	C2HO3	-1	
cpd00223	Glycerate	C3H5O4	-1	
cpd00169	3-Phosphoglycerate	C3H4O7P	-3	
cpd02045	1-Hydroxy-2-naphthoate	C11H7O3	-1	
cpd01932	1,2-Naphthalenediol	C10H8O2	0	
cpd00276	GLUM	C6H14NO5	1	
cpd00288	D-Glucosamine phosphate	C6H13NO8P	-1	
cpd11495	2-methylbutyryl-ACP	C16H29N2O8PRS	-2	
cpd00655	Dephospho-CoA	C21H33N7O13P2S	-2	
cpd01775	Phosphoribosyl-ATP	C15H20N5O20P4	-5	
cpd00103	PRPP	C5H9O14P3	-4	
cpd00858	L-Glutamate5-semialdehyde	C5H9NO3	0	
cpd02431	1-Pyrroline-5-carboxylate	C5H6NO2	-1	
cpd00498	2-Aceto-2-hydroxybutanoate	C6H9O4	-1	
cpd10162	(R)-3-Hydroxy-3-methyl-2-oxopentanoate	C6H9O4	-1	
cpd00082	D-Fructose	C6H12O6	0	
cpd00802	D-fructose-1-phosphate	C6H11O9P	-2	
cpd11514	12-methyl-trans-tetra-dec-2-enoyl-ACP	C26H47N2O8PRS	-1	
cpd11515	12-methyl-tetra-decanoyl-ACP	C26H49N2O8PRS	-2	
cpd00867	Inositol 1-phosphate	C6H11O9P	-2	
cpd00121	L-Inositol	C6H12O6	0	
cpd00481	Isobutyryl-CoA	C25H38N7O17P3S	-4	
cpd11545	isobutyryl-ACP	C15H27N2O8PRS	-2	
cpd15722	Diisoheptadecanoylphosphatidylglycerol	C40H78O10P	-1	
cpd15794	Isoheptadecanoylcardiolipin (B. subtilis)	C77H148O17P2	-2	
cpd00282	S-Dihydroorotate	C5H5N2O4	-1	
cpd00247	Orotate	C5H3N2O4	-1	
cpd08301	2-C-methyl-D-erythritol2-4-cyclodiphosphate	C5H10O9P2	-2	
cpd08615	1-Hydroxy-2-methyl-2-butenyl 4-diphosphate	C5H10O8P2	-2	
cpd11538	13-methyl-3-hydroxy-tetra-decanoyl-ACP	C26H49N2O9PRS	-1	
cpd00774	UroporphyrinogenIII	C40H36N4O16	-8	
cpd15723	Dianteisoheptadecanoylphosphatidylglycerol	C40H78O10P	-1	
cpd15795	Anteisoheptadecanoylcardiolipin (B. subtilis)	C77H148O17P2	-2	
cpd02999	GD1a	C67H111N4O39R	-2	
cpd03660	GT1b	C78H127N5O47R	-3	
cpd15557	phosphatidylserine dioctadecanoyl	C42H80NO10P	-2	
cpd15533	phosphatidylethanolamine dioctadecanoyl	C41H82NO8P	0	
cpd01357	(R)-Mandelate	C8H7O3	-1	
cpd01447	Benzoylformate	C8H5O3	-1	
cpd00286	Undecaprenylphosphate	C55H89O4P	-2	
cpd02862	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	C40H62N9O26P2	-3	
cpd02948	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho- undecaprenol	C86H140N7O21P2	-3	
cpd00063	Ca2+	Ca	2	
cpd02857	DAHP	C7H10O10P	-3	
cpd00699	5-Dehydroquinate	C7H9O6	-1	
cpd00192	4-Coumaroyl-CoA	C30H38N7O18P3S	-4	
cpd05630	Pelargonin	C27H29O15	-1	
cpd15065	Pelargonidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)	C36H35O17	-1	
cpd04539	2-Amino-3-oxo-4-phosphonooxybutyrate	C4H6NO7P	-2	
cpd11468	Dodecanoyl-ACP	C23H44N2O8PRS	-2	
cpd11469	(2E)-Dodecenoyl-[acp]	C23H41N2O8PRS	-2	
cpd00058	Cu2+	Cu	2	
cpd01489	beta-Alanopine	C6H10NO4	-1	
cpd00085	beta-Alanine	C3H7NO2	0	
cpd00087	Tetrahydrofolate	C19H21N7O6	-2	
cpd02152	L-Argininosuccinate	C10H17N4O6	-1	
cpd00051	L-Arginine	C6H15N4O2	1	
cpd00641	L-Histidinol	C6H12N3O	1	
cpd15328	1-octadec-11-enoyl-sn-glycerol 3-phosphate	C21H40O7P	-1	
cpd03823	2-Aryl-2-methylmalonate	C4H3O4R	-2	
cpd03824	2-Arylpropionate	C3H4O2R	-1	
cpd15687	CDP-1,2-dianteisopentadecanoylglycerol	C42H75N3O15P2	-2	
cpd15693	Dianteisopentadecanoylphosphatidylserine	C36H68NO10P	-2	
cpd11549	4-methyl-pentanoyl-ACP	C17H31N2O8PRS	-1	
cpd11550	6-methyl-3-oxo-heptanoyl-ACP	C19H33N2O9PRS	-1	
cpd00126	GMP	C10H12N5O8P	-2	
cpd00311	Guanosine	C10H13N5O5	0	
cpd00626	dTDPglucose	C16H24N2O16P2	-2	
cpd00220	Riboflavin	C17H19N4O6	-1	
cpd00739	Reduced riboflavin	C17H22N4O6	0	
cpd12547	L-2-Lysophosphatidylethanolamine	C23H46NO7P	0	
cpd08286	2-C-methyl-D-erythritol4-phosphate	C5H11O7P	-2	
cpd00442	(3S)-Citryl-CoA	C27H37N7O22P3S	-5	
cpd02978	7,8-Dihydroneopterin 3'-triphosphate	C9H13N5O13P3	-3	
cpd03666	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)- amino-4-oxopyrimidine	C9H15N5O14P3	-3	
cpd00107	L-Leucine	C6H13NO2	0	
cpd00290	D-fructose-1,6-bisphosphate	C6H10O12P2	-4	
cpd00072	D-fructose-6-phosphate	C6H11O9P	-2	
cpd03607	4-(Phosphonooxy)-threonine	C4H8NO7P	-2	
cpd02893	5'-Phosphoribosyl-4-carboxy-5-aminoimidazole	C9H12N3O9P	-2	
cpd02140	AIR	C8H13N3O7P	-1	
cpd01061	Geranial	C10H16O	0	
cpd15165	Geranic acid	C10H15O2	-1	
cpd11554	8-methyl-3-oxo-nonanoyl-ACP	C21H37N2O9PRS	-1	
cpd11555	8-methyl-3-hydroxy-nonanoyl-ACP	C21H39N2O9PRS	-1	
cpd00078	Succinyl-CoA	C25H35N7O19P3S	-5	
cpd09818	Naphthyl-2-methyl-succinic acid	C15H12O4	-2	
cpd09819	Naphthyl-2-methyl-succinyl-CoA	C36H43N7O19P3S	-5	
cpd00357	TTP	C10H14N2O14P3	-3	
cpd00297	dTDP	C10H14N2O11P2	-2	
cpd00053	L-Glutamine	C5H10N2O3	0	
cpd00216	Chorismate	C10H8O6	-2	
cpd15746	Palmitoyllipoteichoic acid (n=24), linked, unsubstituted	C119H232O135P24	-24	
cpd15764	Palmitoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine	C311H544N24O255P24	-24	
cpd00314	D-Mannitol	C6H14O6	0	
cpd00491	D-mannitol-1-phosphate	C6H13O9P	-2	
cpd00274	Citrulline	C6H13N3O3	0	
cpd11588	gly-pro-L	C7H12N2O3	0	
cpd00129	L-Proline	C5H9NO2	0	
cpd11341	gamma-glutamyl-gamma-butyraldehyde	C9H16N2O4	0	
cpd11408	gamma-Glutamyl-GABA	C9H15N2O5	-1	
cpd15546	Phosphatidylglycerophosphate dihexadec-9-enoyl	C38H70O13P2	-2	
cpd15539	Phosphatidylglycerol dihexadec-9-enoyl	C38H70O10P	-1	
cpd00296	dGMP	C10H12N5O7P	-2	
cpd00277	Deoxyguanosine	C10H13N5O4	0	
cpd11438	fa4	C15H29O2	-1	
cpd15339	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)	C21H44NO7P	0	
cpd00214	Palmitate	C16H31O2	-1	
cpd11570	3-Oxooctodecanoyl-ACP	C29H53N2O9PRS	-1	
cpd11571	3-Hydroxyoctodecanoyl-ACP	C29H55N2O9PRS	-1	
cpd01306	Cycloartenol	C30H50O	0	
cpd00019	S-Adenosyl-homocysteine	C14H20N6O5S	0	
cpd05727	24-Methylenecycloartanol	C31H52O	0	
cpd00134	Palmitoyl-CoA	C37H62N7O17P3S	-4	
cpd00365	Retinol	C20H30O	0	
cpd01691	Retinol palmitate	C36H60O2	0	
cpd01324	L-Histidinal	C6H10N3O	1	
cpd15521	1,2-didodecanoyl-sn-glycerol 3-phosphate	C27H52O8P	-1	
cpd15679	1,2-diisotetradecanoyl-sn-glycerol 3-phosphate	C31H60O8P	-1	
cpd15720	Dianteisopentadecanoylphosphatidylglycerophosphate	C36H70O13P2	-2	
cpd01651	L-3-Cyanoalanine	C4H6N2O2	0	
cpd03407	gamma-Glutamyl-beta-cyanoalanine	C9H12N3O5	-1	
cpd15322	1-Acyl-sn-glycero-3-phosphoglycerol hexadec-9-enoyl	C22H42O9P	-1	
cpd02090	Glycerophosphoglycerol	C6H14O8P	-1	
cpd01502	Citraconate	C5H4O4	-2	
cpd03593	D-erythro-3-Methylmalate	C5H6O5	-2	
cpd15343	2-Acyl-sn-glycero-3-phosphoglycerol dodecanoyl	C18H36O9P	-1	
cpd00224	L-Arabinose	C5H10O5	0	
cpd00397	L-Ribulose	C5H10O5	0	
cpd00863	beta-D-Glucose 6-phosphate	C6H11O9P	-2	
cpd00159	L-Lactate	C3H5O3	-1	
cpd11553	6-methyl-heptanoyl-ACP	C19H35N2O8PRS	-1	
