AAA023D18.genome.CDS.834,group00573
AAA023D18.genome.CDS.1258,group00043
AAA023D18.genome.CDS.1396,group00251
AAA023D18.genome.CDS.1397,group00372
AAA023D18.genome.CDS.1394,group00220
AAA023D18.genome.CDS.1395,group00287
AAA023D18.genome.CDS.1521,group09460
AAA023D18.genome.CDS.1252,group00007
AAA023D18.genome.CDS.1523,group09461
AAA023D18.genome.CDS.1250,group00690
AAA023D18.genome.CDS.1525,group00611
AAA023D18.genome.CDS.1524,group00033
AAA023D18.genome.CDS.1255,group01062
AAA023D18.genome.CDS.1254,group00797
AAA023D18.genome.CDS.1174,group00750
AAA023D18.genome.CDS.1175,group01093
AAA023D18.genome.CDS.803,group00520
AAA023D18.genome.CDS.1189,group00289
AAA023D18.genome.CDS.1127,group00503
AAA023D18.genome.CDS.1126,group00759
AAA023D18.genome.CDS.893,group01016
AAA023D18.genome.CDS.805,group00517
AAA023D18.genome.CDS.87,group00140
AAA023D18.genome.CDS.1122,group09453
AAA023D18.genome.CDS.1472,group09440
AAA023D18.genome.CDS.892,group01208
AAA023D18.genome.CDS.883,group01202
AAA023D18.genome.CDS.1289,group00387
AAA023D18.genome.CDS.1129,group00254
AAA023D18.genome.CDS.1087,group00320
AAA023D18.genome.CDS.807,group00875
AAA023D18.genome.CDS.1011,group09442
AAA023D18.genome.CDS.875,group00960
AAA023D18.genome.CDS.812,group00008
AAA023D18.genome.CDS.1198,group00282
AAA023D18.genome.CDS.1404,group00620
AAA023D18.genome.CDS.1012,group09441
AAA023D18.genome.CDS.998,group01035
AAA023D18.genome.CDS.999,group01034
AAA023D18.genome.CDS.996,group03088
AAA023D18.genome.CDS.1015,group00788
AAA023D18.genome.CDS.994,group02031
AAA023D18.genome.CDS.995,group02788
AAA023D18.genome.CDS.992,group04115
AAA023D18.genome.CDS.993,group01535
AAA023D18.genome.CDS.990,group05432
AAA023D18.genome.CDS.1403,group00799
AAA023D18.genome.CDS.923,group01063
AAA023D18.genome.CDS.922,group01221
AAA023D18.genome.CDS.921,group01116
AAA023D18.genome.CDS.920,group01233
AAA023D18.genome.CDS.927,group00356
AAA023D18.genome.CDS.815,group00209
AAA023D18.genome.CDS.925,group00000
AAA023D18.genome.CDS.924,group01457
AAA023D18.genome.CDS.534,group09468
AAA023D18.genome.CDS.929,group01377
AAA023D18.genome.CDS.928,group01480
AAA023D18.genome.CDS.1183,group00612
AAA023D18.genome.CDS.1182,group00002
AAA023D18.genome.CDS.1181,group00215
AAA023D18.genome.CDS.1180,group00057
AAA023D18.genome.CDS.1187,group00325
AAA023D18.genome.CDS.1186,group00495
AAA023D18.genome.CDS.1185,group00007
AAA023D18.genome.CDS.1184,group00939
AAA023D18.genome.CDS.1020,group01820
AAA023D18.genome.CDS.1021,group02445
AAA023D18.genome.CDS.1022,group02912
AAA023D18.genome.CDS.1188,group00006
AAA023D18.genome.CDS.840,group00026
AAA023D18.genome.CDS.1025,group00543
AAA023D18.genome.CDS.842,group00228
AAA023D18.genome.CDS.843,group00221
AAA023D18.genome.CDS.1097,group01562
AAA023D18.genome.CDS.1169,group00049
AAA023D18.genome.CDS.1168,group00010
AAA023D18.genome.CDS.1202,group00619
AAA023D18.genome.CDS.1203,group00618
AAA023D18.genome.CDS.1204,group00610
AAA023D18.genome.CDS.1205,group00522
AAA023D18.genome.CDS.1206,group00594
AAA023D18.genome.CDS.1207,group00595
AAA023D18.genome.CDS.1208,group00616
AAA023D18.genome.CDS.1160,group00644
AAA023D18.genome.CDS.741,group00615
AAA023D18.genome.CDS.1162,group00823
AAA023D18.genome.CDS.1165,group00662
AAA023D18.genome.CDS.1164,group00763
AAA023D18.genome.CDS.1167,group00541
AAA023D18.genome.CDS.1166,group00540
AAA023D18.genome.CDS.282,group05428
AAA023D18.genome.CDS.1296,group00420
AAA023D18.genome.CDS.1448,group02171
AAA023D18.genome.CDS.1294,group00359
AAA023D18.genome.CDS.1293,group00315
AAA023D18.genome.CDS.1292,group00358
AAA023D18.genome.CDS.1291,group00448
AAA023D18.genome.CDS.1290,group00449
AAA023D18.genome.CDS.1442,group00793
AAA023D18.genome.CDS.1443,group00037
AAA023D18.genome.CDS.1440,group00669
AAA023D18.genome.CDS.1117,group05424
AAA023D18.genome.CDS.1446,group00613
AAA023D18.genome.CDS.1111,group05422
AAA023D18.genome.CDS.1444,group00337
AAA023D18.genome.CDS.1113,group03578
AAA023D18.genome.CDS.1445,group01031
AAA023D18.genome.CDS.1045,group00831
AAA023D18.genome.CDS.894,group02177
AAA023D18.genome.CDS.106,group09428
AAA023D18.genome.CDS.108,group09426
AAA023D18.genome.CDS.926,group01857
AAA023D18.genome.CDS.1369,group00396
AAA023D18.genome.CDS.1368,group00956
AAA023D18.genome.CDS.1363,group00234
AAA023D18.genome.CDS.1362,group00305
AAA023D18.genome.CDS.1361,group00587
AAA023D18.genome.CDS.1367,group00818
AAA023D18.genome.CDS.1366,group00979
AAA023D18.genome.CDS.1365,group01029
AAA023D18.genome.CDS.1364,group00135
AAA023D18.genome.CDS.793,group00733
AAA023D18.genome.CDS.1279,group00083
AAA023D18.genome.CDS.1072,group00016
AAA023D18.genome.CDS.1026,group01033
AAA023D18.genome.CDS.1028,group00256
AAA023D18.genome.CDS.1278,group00265
AAA023D18.genome.CDS.1029,group00519
AAA023D18.genome.CDS.1173,group00455
AAA023D18.genome.CDS.848,group00524
AAA023D18.genome.CDS.849,group05326
AAA023D18.genome.CDS.1499,group00766
AAA023D18.genome.CDS.1498,group00260
AAA023D18.genome.CDS.1495,group01100
AAA023D18.genome.CDS.1494,group00852
AAA023D18.genome.CDS.1497,group09450
AAA023D18.genome.CDS.1496,group01049
AAA023D18.genome.CDS.1491,group00672
AAA023D18.genome.CDS.1490,group00664
AAA023D18.genome.CDS.1493,group00070
AAA023D18.genome.CDS.1492,group00877
AAA023D18.genome.CDS.563,group00047
AAA023D18.genome.CDS.844,group00153
AAA023D18.genome.CDS.560,group00476
AAA023D18.genome.CDS.845,group00713
AAA023D18.genome.CDS.846,group00661
AAA023D18.genome.CDS.1330,group01066
AAA023D18.genome.CDS.847,group00112
AAA023D18.genome.CDS.1331,group00574
AAA023D18.genome.CDS.1024,group02661
AAA023D18.genome.CDS.1064,group00488
AAA023D18.genome.CDS.1065,group00364
AAA023D18.genome.CDS.1066,group00080
AAA023D18.genome.CDS.1067,group00291
AAA023D18.genome.CDS.1060,group00414
AAA023D18.genome.CDS.1061,group00413
AAA023D18.genome.CDS.1062,group00824
AAA023D18.genome.CDS.1063,group00857
AAA023D18.genome.CDS.967,group00639
AAA023D18.genome.CDS.966,group00645
AAA023D18.genome.CDS.965,group00401
AAA023D18.genome.CDS.1027,group00593
AAA023D18.genome.CDS.963,group01275
AAA023D18.genome.CDS.1069,group00379
AAA023D18.genome.CDS.961,group00365
AAA023D18.genome.CDS.960,group00105
AAA023D18.genome.CDS.1251,group00948
AAA023D18.genome.CDS.1176,group00226
AAA023D18.genome.CDS.1125,group01104
AAA023D18.genome.CDS.1124,group01392
AAA023D18.genome.CDS.1088,group00184
AAA023D18.genome.CDS.1089,group00030
AAA023D18.genome.CDS.1121,group04154
AAA023D18.genome.CDS.1120,group09454
AAA023D18.genome.CDS.1339,group09470
AAA023D18.genome.CDS.1082,group00410
AAA023D18.genome.CDS.1083,group00718
AAA023D18.genome.CDS.1080,group00050
AAA023D18.genome.CDS.1081,group00333
AAA023D18.genome.CDS.1086,group00206
AAA023D18.genome.CDS.1128,group00094
AAA023D18.genome.CDS.1084,group01015
AAA023D18.genome.CDS.1085,group00217
AAA023D18.genome.CDS.813,group00171
AAA023D18.genome.CDS.1010,group03433
AAA023D18.genome.CDS.811,group00298
AAA023D18.genome.CDS.810,group00462
AAA023D18.genome.CDS.817,group00087
AAA023D18.genome.CDS.816,group00103
AAA023D18.genome.CDS.1400,group00980
AAA023D18.genome.CDS.814,group00511
AAA023D18.genome.CDS.1019,group02913
AAA023D18.genome.CDS.1018,group00183
AAA023D18.genome.CDS.819,group00947
AAA023D18.genome.CDS.818,group00039
AAA023D18.genome.CDS.1071,group00737
AAA023D18.genome.CDS.1408,group00704
AAA023D18.genome.CDS.1409,group00811
AAA023D18.genome.CDS.876,group00732
AAA023D18.genome.CDS.798,group05429
AAA023D18.genome.CDS.799,group05430
AAA023D18.genome.CDS.794,group00469
AAA023D18.genome.CDS.795,group00427
AAA023D18.genome.CDS.796,group00635
AAA023D18.genome.CDS.797,group00002
AAA023D18.genome.CDS.790,group00686
AAA023D18.genome.CDS.791,group00490
AAA023D18.genome.CDS.792,group00489
AAA023D18.genome.CDS.870,group00440
AAA023D18.genome.CDS.224,group01407
AAA023D18.genome.CDS.766,group00562
AAA023D18.genome.CDS.873,group01044
AAA023D18.genome.CDS.1338,group02825
AAA023D18.genome.CDS.872,group00367
AAA023D18.genome.CDS.1239,group01176
AAA023D18.genome.CDS.1238,group00866
AAA023D18.genome.CDS.1332,group00353
AAA023D18.genome.CDS.1333,group00308
AAA023D18.genome.CDS.1334,group02825
AAA023D18.genome.CDS.1335,group09472
AAA023D18.genome.CDS.1336,group09471
AAA023D18.genome.CDS.1231,group00552
AAA023D18.genome.CDS.1230,group01172
AAA023D18.genome.CDS.1233,group00582
AAA023D18.genome.CDS.1232,group00035
AAA023D18.genome.CDS.1235,group01173
AAA023D18.genome.CDS.1234,group00400
AAA023D18.genome.CDS.1237,group00302
AAA023D18.genome.CDS.1236,group00178
AAA023D18.genome.CDS.756,group00056
AAA023D18.genome.CDS.1200,group00523
AAA023D18.genome.CDS.1538,group04664
AAA023D18.genome.CDS.1539,group00992
AAA023D18.genome.CDS.1248,group01039
AAA023D18.genome.CDS.1249,group00641
AAA023D18.genome.CDS.1201,group00580
AAA023D18.genome.CDS.1244,group02602
AAA023D18.genome.CDS.1533,group09463
AAA023D18.genome.CDS.1246,group01902
AAA023D18.genome.CDS.1531,group09462
AAA023D18.genome.CDS.1536,group00319
AAA023D18.genome.CDS.1241,group00670
AAA023D18.genome.CDS.1534,group09464
AAA023D18.genome.CDS.1243,group00989
AAA023D18.genome.CDS.1532,group00965
AAA023D18.genome.CDS.1013,group00010
AAA023D18.genome.CDS.1245,group02198
AAA023D18.genome.CDS.1530,group05427
AAA023D18.genome.CDS.757,group00542
AAA023D18.genome.CDS.768,group00815
AAA023D18.genome.CDS.1247,group02603
AAA023D18.genome.CDS.1240,group02199
AAA023D18.genome.CDS.134,group09424
AAA023D18.genome.CDS.1537,group00922
AAA023D18.genome.CDS.1161,group00005
AAA023D18.genome.CDS.1242,group03888
AAA023D18.genome.CDS.1209,group00328
AAA023D18.genome.CDS.1535,group00603
AAA023D18.genome.CDS.1163,group00615
AAA023D18.genome.CDS.970,group00940
AAA023D18.genome.CDS.1297,group00233
AAA023D18.genome.CDS.971,group00923
AAA023D18.genome.CDS.96,group09435
AAA023D18.genome.CDS.1014,group03230
AAA023D18.genome.CDS.1449,group00345
AAA023D18.genome.CDS.1178,group00152
AAA023D18.genome.CDS.871,group00288
AAA023D18.genome.CDS.1118,group00363
AAA023D18.genome.CDS.1119,group09455
AAA023D18.genome.CDS.1150,group00054
AAA023D18.genome.CDS.880,group00623
