TBhypo3765.genome.CDS.1902,group03757
TBhypo3765.genome.CDS.1910,group01336
TBhypo3765.genome.CDS.1913,group05173
TBhypo3765.genome.CDS.1912,group02267
TBhypo3765.genome.CDS.1915,group01650
TBhypo3765.genome.CDS.1914,group05174
TBhypo3765.genome.CDS.1917,group00864
TBhypo3765.genome.CDS.1916,group00163
TBhypo3765.genome.CDS.1919,group10533
TBhypo3765.genome.CDS.1918,group03317
TBhypo3765.genome.CDS.569,group02986
TBhypo3765.genome.CDS.2178,group01803
TBhypo3765.genome.CDS.2179,group13725
TBhypo3765.genome.CDS.2174,group03093
TBhypo3765.genome.CDS.2175,group04063
TBhypo3765.genome.CDS.2172,group12373
TBhypo3765.genome.CDS.2173,group02034
TBhypo3765.genome.CDS.2170,group03884
TBhypo3765.genome.CDS.2171,group01313
TBhypo3765.genome.CDS.216,group00366
TBhypo3765.genome.CDS.2262,group12269
TBhypo3765.genome.CDS.1998,group00215
TBhypo3765.genome.CDS.1605,group00838
TBhypo3765.genome.CDS.1604,group00565
TBhypo3765.genome.CDS.1607,group00720
TBhypo3765.genome.CDS.1606,group00393
TBhypo3765.genome.CDS.1601,group00664
TBhypo3765.genome.CDS.1600,group00265
TBhypo3765.genome.CDS.1603,group01049
TBhypo3765.genome.CDS.1602,group00564
TBhypo3765.genome.CDS.1609,group08763
TBhypo3765.genome.CDS.1608,group00430
TBhypo3765.genome.CDS.1993,group01380
TBhypo3765.genome.CDS.1739,group01320
TBhypo3765.genome.CDS.1738,group00212
TBhypo3765.genome.CDS.2000,group02324
TBhypo3765.genome.CDS.2001,group05125
TBhypo3765.genome.CDS.2006,group02212
TBhypo3765.genome.CDS.2007,group02445
TBhypo3765.genome.CDS.2004,group02122
TBhypo3765.genome.CDS.2005,group00900
TBhypo3765.genome.CDS.1731,group02455
TBhypo3765.genome.CDS.1730,group06215
TBhypo3765.genome.CDS.2008,group02278
TBhypo3765.genome.CDS.1732,group00388
TBhypo3765.genome.CDS.1735,group00891
TBhypo3765.genome.CDS.1734,group00380
TBhypo3765.genome.CDS.1737,group00950
TBhypo3765.genome.CDS.1736,group00442
TBhypo3765.genome.CDS.1454,group00426
TBhypo3765.genome.CDS.1455,group10386
TBhypo3765.genome.CDS.1456,group00477
TBhypo3765.genome.CDS.1457,group05402
TBhypo3765.genome.CDS.1450,group00089
TBhypo3765.genome.CDS.1451,group00437
TBhypo3765.genome.CDS.1452,group00432
TBhypo3765.genome.CDS.1453,group00382
TBhypo3765.genome.CDS.1458,group00218
TBhypo3765.genome.CDS.1459,group12706
TBhypo3765.genome.CDS.2489,group05105
TBhypo3765.genome.CDS.2486,group00022
TBhypo3765.genome.CDS.2487,group05104
TBhypo3765.genome.CDS.2484,group00179
TBhypo3765.genome.CDS.2485,group00116
TBhypo3765.genome.CDS.2482,group00319
TBhypo3765.genome.CDS.2483,group00181
TBhypo3765.genome.CDS.2480,group00266
TBhypo3765.genome.CDS.2481,group00110
TBhypo3765.genome.CDS.2392,group02033
TBhypo3765.genome.CDS.2393,group00071
TBhypo3765.genome.CDS.2390,group05120
TBhypo3765.genome.CDS.2391,group04061
TBhypo3765.genome.CDS.2396,group02057
TBhypo3765.genome.CDS.2394,group07426
TBhypo3765.genome.CDS.2395,group02984
TBhypo3765.genome.CDS.2398,group01709
TBhypo3765.genome.CDS.2399,group03514
TBhypo3765.genome.CDS.1850,group00004
TBhypo3765.genome.CDS.1851,group00516
TBhypo3765.genome.CDS.1853,group03311
TBhypo3765.genome.CDS.1854,group00005
TBhypo3765.genome.CDS.1855,group05107
TBhypo3765.genome.CDS.1856,group00678
TBhypo3765.genome.CDS.1857,group01532
TBhypo3765.genome.CDS.1858,group01699
TBhypo3765.genome.CDS.1859,group00451
TBhypo3765.genome.CDS.2558,group12040
TBhypo3765.genome.CDS.2559,group01597
TBhypo3765.genome.CDS.2554,group02930
TBhypo3765.genome.CDS.2555,group03777
TBhypo3765.genome.CDS.2556,group02031
TBhypo3765.genome.CDS.2557,group12297
TBhypo3765.genome.CDS.2551,group02390
TBhypo3765.genome.CDS.2552,group01316
TBhypo3765.genome.CDS.2553,group02284
TBhypo3765.genome.CDS.1924,group00780
TBhypo3765.genome.CDS.1925,group00603
TBhypo3765.genome.CDS.1926,group00604
TBhypo3765.genome.CDS.1927,group00153
TBhypo3765.genome.CDS.1920,group01441
TBhypo3765.genome.CDS.1921,group01383
TBhypo3765.genome.CDS.1922,group00405
TBhypo3765.genome.CDS.1923,group00224
TBhypo3765.genome.CDS.1928,group00058
TBhypo3765.genome.CDS.1929,group08121
TBhypo3765.genome.CDS.517,group12329
TBhypo3765.genome.CDS.1638,group11180
TBhypo3765.genome.CDS.1639,group01804
TBhypo3765.genome.CDS.2169,group03167
TBhypo3765.genome.CDS.2168,group12709
TBhypo3765.genome.CDS.2165,group12997
TBhypo3765.genome.CDS.2164,group00025
TBhypo3765.genome.CDS.2167,group09126
TBhypo3765.genome.CDS.1633,group00647
TBhypo3765.genome.CDS.1634,group00424
TBhypo3765.genome.CDS.2160,group00421
TBhypo3765.genome.CDS.2163,group00740
TBhypo3765.genome.CDS.2162,group04590
TBhypo3765.genome.CDS.226,group00461
TBhypo3765.genome.CDS.350,group00419
TBhypo3765.genome.CDS.427,group03977
TBhypo3765.genome.CDS.528,group00585
TBhypo3765.genome.CDS.2217,group01361
TBhypo3765.genome.CDS.2011,group06042
TBhypo3765.genome.CDS.2010,group04987
TBhypo3765.genome.CDS.2013,group00562
TBhypo3765.genome.CDS.2012,group00233
TBhypo3765.genome.CDS.1708,group08235
TBhypo3765.genome.CDS.1709,group01010
TBhypo3765.genome.CDS.2017,group00625
TBhypo3765.genome.CDS.2016,group03491
TBhypo3765.genome.CDS.1704,group07129
TBhypo3765.genome.CDS.1705,group00530
TBhypo3765.genome.CDS.1706,group01037
TBhypo3765.genome.CDS.1707,group11361
TBhypo3765.genome.CDS.1700,group00449
TBhypo3765.genome.CDS.1701,group12383
TBhypo3765.genome.CDS.1702,group00344
TBhypo3765.genome.CDS.1703,group08976
TBhypo3765.genome.CDS.1449,group02487
TBhypo3765.genome.CDS.1448,group02988
TBhypo3765.genome.CDS.1443,group02825
TBhypo3765.genome.CDS.1442,group00100
TBhypo3765.genome.CDS.1441,group08998
TBhypo3765.genome.CDS.1440,group00130
TBhypo3765.genome.CDS.1447,group03052
TBhypo3765.genome.CDS.1446,group06511
TBhypo3765.genome.CDS.1445,group08213
TBhypo3765.genome.CDS.1444,group03538
TBhypo3765.genome.CDS.2499,group02644
TBhypo3765.genome.CDS.2498,group00503
TBhypo3765.genome.CDS.2495,group01681
TBhypo3765.genome.CDS.2494,group01084
TBhypo3765.genome.CDS.2497,group00256
TBhypo3765.genome.CDS.2496,group00541
TBhypo3765.genome.CDS.2491,group11238
TBhypo3765.genome.CDS.2490,group07896
TBhypo3765.genome.CDS.2493,group07309
TBhypo3765.genome.CDS.2492,group00706
TBhypo3765.genome.CDS.2381,group01191
TBhypo3765.genome.CDS.2380,group01468
TBhypo3765.genome.CDS.2383,group03917
TBhypo3765.genome.CDS.2382,group13028
TBhypo3765.genome.CDS.2385,group00125
TBhypo3765.genome.CDS.2384,group00383
TBhypo3765.genome.CDS.2387,group00818
TBhypo3765.genome.CDS.2389,group01547
TBhypo3765.genome.CDS.2388,group07477
TBhypo3765.genome.CDS.1847,group05136
TBhypo3765.genome.CDS.1846,group01824
TBhypo3765.genome.CDS.1844,group12999
TBhypo3765.genome.CDS.1843,group01493
TBhypo3765.genome.CDS.1842,group03055
TBhypo3765.genome.CDS.1841,group02015
TBhypo3765.genome.CDS.1840,group00487
TBhypo3765.genome.CDS.1849,group01058
TBhypo3765.genome.CDS.1848,group01630
TBhypo3765.genome.CDS.2543,group04808
TBhypo3765.genome.CDS.2542,group00064
TBhypo3765.genome.CDS.2541,group02732
TBhypo3765.genome.CDS.2540,group04051
TBhypo3765.genome.CDS.2547,group00140
TBhypo3765.genome.CDS.2546,group07543
TBhypo3765.genome.CDS.2545,group00026
TBhypo3765.genome.CDS.2544,group00203
TBhypo3765.genome.CDS.2549,group03854
TBhypo3765.genome.CDS.2548,group04005
TBhypo3765.genome.CDS.1938,group01916
TBhypo3765.genome.CDS.1933,group02983
TBhypo3765.genome.CDS.1932,group05162
TBhypo3765.genome.CDS.1930,group02980
TBhypo3765.genome.CDS.1937,group01775
TBhypo3765.genome.CDS.1936,group12616
TBhypo3765.genome.CDS.1934,group05161
TBhypo3765.genome.CDS.2150,group00316
TBhypo3765.genome.CDS.2151,group01494
TBhypo3765.genome.CDS.2152,group12263
TBhypo3765.genome.CDS.2153,group12262
TBhypo3765.genome.CDS.2154,group00748
TBhypo3765.genome.CDS.1629,group00322
TBhypo3765.genome.CDS.2157,group02735
TBhypo3765.genome.CDS.1627,group00186
TBhypo3765.genome.CDS.1626,group00535
TBhypo3765.genome.CDS.1625,group02557
TBhypo3765.genome.CDS.1624,group00537
TBhypo3765.genome.CDS.1623,group00876
TBhypo3765.genome.CDS.1622,group00533
TBhypo3765.genome.CDS.1621,group00532
TBhypo3765.genome.CDS.1620,group00470
TBhypo3765.genome.CDS.348,group12324
TBhypo3765.genome.CDS.2159,group11743
TBhypo3765.genome.CDS.2024,group00542
TBhypo3765.genome.CDS.1712,group12326
TBhypo3765.genome.CDS.1711,group00044
TBhypo3765.genome.CDS.2027,group00011
TBhypo3765.genome.CDS.2020,group01371
TBhypo3765.genome.CDS.1716,group00198
TBhypo3765.genome.CDS.2022,group02862
TBhypo3765.genome.CDS.2023,group00573
TBhypo3765.genome.CDS.1719,group00093
TBhypo3765.genome.CDS.1718,group00092
TBhypo3765.genome.CDS.2028,group05158
TBhypo3765.genome.CDS.2029,group00340
TBhypo3765.genome.CDS.1438,group00148
TBhypo3765.genome.CDS.1439,group10858
TBhypo3765.genome.CDS.1436,group00086
TBhypo3765.genome.CDS.1437,group00084
TBhypo3765.genome.CDS.1434,group00192
TBhypo3765.genome.CDS.1435,group00188
TBhypo3765.genome.CDS.1432,group02700
TBhypo3765.genome.CDS.1433,group01407
TBhypo3765.genome.CDS.1430,group03348
TBhypo3765.genome.CDS.1431,group07330
TBhypo3765.genome.CDS.1774,group01426
TBhypo3765.genome.CDS.1678,group00139
TBhypo3765.genome.CDS.1380,group00363
TBhypo3765.genome.CDS.1381,group00545
TBhypo3765.genome.CDS.1382,group00621
TBhypo3765.genome.CDS.1383,group06029
TBhypo3765.genome.CDS.1384,group00357
TBhypo3765.genome.CDS.1385,group00360
TBhypo3765.genome.CDS.1386,group01242
TBhypo3765.genome.CDS.1387,group00606
TBhypo3765.genome.CDS.1388,group00133
TBhypo3765.genome.CDS.1389,group02777
TBhypo3765.genome.CDS.1674,group01536
TBhypo3765.genome.CDS.1675,group07398
TBhypo3765.genome.CDS.1779,group02492
TBhypo3765.genome.CDS.2285,group00993
TBhypo3765.genome.CDS.1542,group00611
TBhypo3765.genome.CDS.1543,group08073
TBhypo3765.genome.CDS.1540,group00766
TBhypo3765.genome.CDS.1541,group00711
TBhypo3765.genome.CDS.1546,group00595
TBhypo3765.genome.CDS.1547,group00599
TBhypo3765.genome.CDS.1544,group02244
TBhypo3765.genome.CDS.1548,group00522
TBhypo3765.genome.CDS.1549,group00610
TBhypo3765.genome.CDS.1091,group00105
TBhypo3765.genome.CDS.1093,group13882
TBhypo3765.genome.CDS.2718,group05156
TBhypo3765.genome.CDS.2719,group01505
TBhypo3765.genome.CDS.2716,group01512
TBhypo3765.genome.CDS.2717,group00128
TBhypo3765.genome.CDS.2714,group01294
TBhypo3765.genome.CDS.2715,group00571
TBhypo3765.genome.CDS.2712,group13811
TBhypo3765.genome.CDS.2713,group00113
TBhypo3765.genome.CDS.2710,group02939
TBhypo3765.genome.CDS.2711,group05220
TBhypo3765.genome.CDS.1360,group12317
TBhypo3765.genome.CDS.1361,group01245
TBhypo3765.genome.CDS.2622,group02559
TBhypo3765.genome.CDS.2623,group02779
TBhypo3765.genome.CDS.2620,group13087
TBhypo3765.genome.CDS.2621,group00064
TBhypo3765.genome.CDS.2626,group02559
TBhypo3765.genome.CDS.2627,group12307
TBhypo3765.genome.CDS.2624,group04988
TBhypo3765.genome.CDS.2625,group02016
TBhypo3765.genome.CDS.2628,group12308
TBhypo3765.genome.CDS.2629,group13344
TBhypo3765.genome.CDS.2536,group00787
TBhypo3765.genome.CDS.2537,group00485
TBhypo3765.genome.CDS.2534,group13958
TBhypo3765.genome.CDS.2535,group00787
TBhypo3765.genome.CDS.2532,group03424
TBhypo3765.genome.CDS.2533,group03427
TBhypo3765.genome.CDS.2530,group04074
TBhypo3765.genome.CDS.2531,group12412
TBhypo3765.genome.CDS.2538,group00713
TBhypo3765.genome.CDS.2539,group11479
TBhypo3765.genome.CDS.1948,group10353
TBhypo3765.genome.CDS.1949,group05115
TBhypo3765.genome.CDS.1946,group05272
TBhypo3765.genome.CDS.1947,group05113
TBhypo3765.genome.CDS.1944,group02131
TBhypo3765.genome.CDS.1945,group09017
TBhypo3765.genome.CDS.1942,group12524
TBhypo3765.genome.CDS.1943,group01602
TBhypo3765.genome.CDS.1940,group00305
TBhypo3765.genome.CDS.1941,group13210
TBhypo3765.genome.CDS.2448,group00230
TBhypo3765.genome.CDS.2449,group00365
TBhypo3765.genome.CDS.535,group04067
TBhypo3765.genome.CDS.2442,group00104
TBhypo3765.genome.CDS.2440,group00841
TBhypo3765.genome.CDS.2441,group00104
TBhypo3765.genome.CDS.2446,group00257
TBhypo3765.genome.CDS.2447,group01306
TBhypo3765.genome.CDS.2444,group00136
TBhypo3765.genome.CDS.2445,group00387
TBhypo3765.genome.CDS.2147,group00335
TBhypo3765.genome.CDS.2146,group00020
TBhypo3765.genome.CDS.2145,group03921
TBhypo3765.genome.CDS.2144,group01096
TBhypo3765.genome.CDS.2143,group00684
TBhypo3765.genome.CDS.2142,group00654
TBhypo3765.genome.CDS.2141,group03411
TBhypo3765.genome.CDS.2140,group00021
TBhypo3765.genome.CDS.2149,group00025
TBhypo3765.genome.CDS.2148,group00025
TBhypo3765.genome.CDS.1898,group01347
TBhypo3765.genome.CDS.1899,group00527
TBhypo3765.genome.CDS.1894,group01641
TBhypo3765.genome.CDS.1895,group13812
TBhypo3765.genome.CDS.1897,group03081
TBhypo3765.genome.CDS.1890,group00493
TBhypo3765.genome.CDS.1891,group00415
TBhypo3765.genome.CDS.1892,group00556
TBhypo3765.genome.CDS.1893,group02714
TBhypo3765.genome.CDS.2038,group11447
TBhypo3765.genome.CDS.2033,group03659
TBhypo3765.genome.CDS.2032,group00035
TBhypo3765.genome.CDS.2031,group00035
TBhypo3765.genome.CDS.2030,group06533
TBhypo3765.genome.CDS.2037,group08362
TBhypo3765.genome.CDS.2036,group05217
TBhypo3765.genome.CDS.2035,group00659
TBhypo3765.genome.CDS.886,group12274
TBhypo3765.genome.CDS.248,group05155
TBhypo3765.genome.CDS.1766,group00918
TBhypo3765.genome.CDS.1767,group12382
TBhypo3765.genome.CDS.1764,group00275
TBhypo3765.genome.CDS.1765,group04359
TBhypo3765.genome.CDS.1762,group00638
TBhypo3765.genome.CDS.1763,group01126
TBhypo3765.genome.CDS.1760,group01120
TBhypo3765.genome.CDS.1761,group08240
TBhypo3765.genome.CDS.1768,group03513
TBhypo3765.genome.CDS.1769,group01301
TBhypo3765.genome.CDS.1429,group00544
TBhypo3765.genome.CDS.1428,group02290
TBhypo3765.genome.CDS.1425,group01415
TBhypo3765.genome.CDS.1424,group01087
TBhypo3765.genome.CDS.1427,group00596
TBhypo3765.genome.CDS.1426,group00215
TBhypo3765.genome.CDS.1421,group05106
TBhypo3765.genome.CDS.1420,group02110
TBhypo3765.genome.CDS.1422,group05184
TBhypo3765.genome.CDS.1397,group02488
TBhypo3765.genome.CDS.1396,group01303
TBhypo3765.genome.CDS.1395,group08183
TBhypo3765.genome.CDS.1394,group07780
TBhypo3765.genome.CDS.1393,group01763
TBhypo3765.genome.CDS.1392,group00629
TBhypo3765.genome.CDS.1391,group05132
TBhypo3765.genome.CDS.1390,group00220
TBhypo3765.genome.CDS.2259,group02157
TBhypo3765.genome.CDS.1399,group03247
TBhypo3765.genome.CDS.1398,group01987
TBhypo3765.genome.CDS.1787,group05133
TBhypo3765.genome.CDS.2156,group00314
TBhypo3765.genome.CDS.1628,group00507
TBhypo3765.genome.CDS.1551,group07649
TBhypo3765.genome.CDS.1550,group00618
TBhypo3765.genome.CDS.1553,group00520
TBhypo3765.genome.CDS.1552,group00580
TBhypo3765.genome.CDS.1555,group00282
TBhypo3765.genome.CDS.1554,group00457
TBhypo3765.genome.CDS.1557,group00926
TBhypo3765.genome.CDS.1556,group00724
TBhypo3765.genome.CDS.1559,group01924
TBhypo3765.genome.CDS.1558,group00342
TBhypo3765.genome.CDS.865,group09243
TBhypo3765.genome.CDS.864,group05178
TBhypo3765.genome.CDS.1788,group12901
TBhypo3765.genome.CDS.1085,group00107
TBhypo3765.genome.CDS.1789,group04409
TBhypo3765.genome.CDS.2709,group07845
TBhypo3765.genome.CDS.2708,group00554
TBhypo3765.genome.CDS.2705,group01246
TBhypo3765.genome.CDS.2704,group07707
TBhypo3765.genome.CDS.2707,group01325
TBhypo3765.genome.CDS.2706,group04368
TBhypo3765.genome.CDS.2701,group00173
TBhypo3765.genome.CDS.2700,group01653
TBhypo3765.genome.CDS.2703,group01477
TBhypo3765.genome.CDS.2702,group00434
TBhypo3765.genome.CDS.1379,group02489
TBhypo3765.genome.CDS.1378,group00284
TBhypo3765.genome.CDS.1371,group00257
TBhypo3765.genome.CDS.1373,group00362
TBhypo3765.genome.CDS.1372,group02490
TBhypo3765.genome.CDS.1375,group00425
TBhypo3765.genome.CDS.1374,group01719
TBhypo3765.genome.CDS.1377,group00306
TBhypo3765.genome.CDS.1376,group00202
TBhypo3765.genome.CDS.2631,group02303
TBhypo3765.genome.CDS.2630,group01527
TBhypo3765.genome.CDS.2633,group01402
TBhypo3765.genome.CDS.2632,group00626
TBhypo3765.genome.CDS.2635,group05150
TBhypo3765.genome.CDS.2634,group01576
TBhypo3765.genome.CDS.2637,group03510
TBhypo3765.genome.CDS.2636,group01365
TBhypo3765.genome.CDS.2639,group05147
TBhypo3765.genome.CDS.2638,group01557
TBhypo3765.genome.CDS.2525,group02382
TBhypo3765.genome.CDS.2524,group02382
TBhypo3765.genome.CDS.2527,group12934
TBhypo3765.genome.CDS.2526,group00210
TBhypo3765.genome.CDS.2521,group02553
TBhypo3765.genome.CDS.2520,group03790
TBhypo3765.genome.CDS.2523,group03042
TBhypo3765.genome.CDS.2522,group00064
TBhypo3765.genome.CDS.2529,group02516
TBhypo3765.genome.CDS.2528,group06048
TBhypo3765.genome.CDS.1959,group05117
TBhypo3765.genome.CDS.1958,group05116
TBhypo3765.genome.CDS.1955,group04057
TBhypo3765.genome.CDS.1954,group04056
TBhypo3765.genome.CDS.1957,group02213
TBhypo3765.genome.CDS.1956,group04058
TBhypo3765.genome.CDS.1951,group13751
TBhypo3765.genome.CDS.1950,group03440
TBhypo3765.genome.CDS.1953,group02547
TBhypo3765.genome.CDS.1952,group04446
TBhypo3765.genome.CDS.2459,group04507
TBhypo3765.genome.CDS.2458,group00498
TBhypo3765.genome.CDS.521,group06016
TBhypo3765.genome.CDS.2451,group00435
TBhypo3765.genome.CDS.2453,group07822
TBhypo3765.genome.CDS.2452,group00849
TBhypo3765.genome.CDS.2455,group01688
TBhypo3765.genome.CDS.2454,group00779
TBhypo3765.genome.CDS.2457,group04049
TBhypo3765.genome.CDS.2456,group03097
TBhypo3765.genome.CDS.1883,group01424
TBhypo3765.genome.CDS.1882,group12828
TBhypo3765.genome.CDS.1881,group06718
TBhypo3765.genome.CDS.1880,group10534
TBhypo3765.genome.CDS.1887,group01821
TBhypo3765.genome.CDS.1886,group09627
TBhypo3765.genome.CDS.1885,group02206
TBhypo3765.genome.CDS.1884,group05152
TBhypo3765.genome.CDS.1888,group04914
TBhypo3765.genome.CDS.415,group05176
TBhypo3765.genome.CDS.2048,group01195
TBhypo3765.genome.CDS.2049,group03464
TBhypo3765.genome.CDS.2046,group01064
TBhypo3765.genome.CDS.2047,group01985
TBhypo3765.genome.CDS.2044,group04120
TBhypo3765.genome.CDS.2045,group01593
TBhypo3765.genome.CDS.2042,group08655
TBhypo3765.genome.CDS.2043,group12537
TBhypo3765.genome.CDS.2040,group01043
TBhypo3765.genome.CDS.2041,group02016
TBhypo3765.genome.CDS.892,group11197
TBhypo3765.genome.CDS.893,group12271
TBhypo3765.genome.CDS.678,group00419
TBhypo3765.genome.CDS.898,group12270
TBhypo3765.genome.CDS.1775,group08679
TBhypo3765.genome.CDS.2289,group01261
TBhypo3765.genome.CDS.1777,group02124
TBhypo3765.genome.CDS.1776,group03507
TBhypo3765.genome.CDS.1771,group02203
TBhypo3765.genome.CDS.1770,group04901
TBhypo3765.genome.CDS.1773,group06358
TBhypo3765.genome.CDS.1772,group11237
TBhypo3765.genome.CDS.2280,group02405
TBhypo3765.genome.CDS.2281,group08132
TBhypo3765.genome.CDS.2282,group01354
TBhypo3765.genome.CDS.2283,group04072
TBhypo3765.genome.CDS.2284,group10760
TBhypo3765.genome.CDS.1778,group00521
TBhypo3765.genome.CDS.2286,group01487
TBhypo3765.genome.CDS.2287,group07261
TBhypo3765.genome.CDS.1410,group02567
TBhypo3765.genome.CDS.1411,group05091
TBhypo3765.genome.CDS.1412,group00009
TBhypo3765.genome.CDS.1413,group05112
TBhypo3765.genome.CDS.1414,group03356
TBhypo3765.genome.CDS.1415,group05097
TBhypo3765.genome.CDS.1416,group07524
TBhypo3765.genome.CDS.1417,group02478
TBhypo3765.genome.CDS.1418,group01923
TBhypo3765.genome.CDS.1419,group12908
TBhypo3765.genome.CDS.2198,group00837
TBhypo3765.genome.CDS.2199,group09994
TBhypo3765.genome.CDS.2194,group00032
TBhypo3765.genome.CDS.2195,group08279
TBhypo3765.genome.CDS.2196,group13824
TBhypo3765.genome.CDS.2197,group01425
TBhypo3765.genome.CDS.2190,group01073
TBhypo3765.genome.CDS.2191,group05141
TBhypo3765.genome.CDS.2192,group03828
TBhypo3765.genome.CDS.2193,group03817
TBhypo3765.genome.CDS.1564,group00504
TBhypo3765.genome.CDS.1565,group09996
TBhypo3765.genome.CDS.1566,group12292
TBhypo3765.genome.CDS.1567,group02032
TBhypo3765.genome.CDS.1560,group00289
TBhypo3765.genome.CDS.1561,group00144
TBhypo3765.genome.CDS.1562,group00144
TBhypo3765.genome.CDS.1563,group00325
TBhypo3765.genome.CDS.1568,group10043
TBhypo3765.genome.CDS.1569,group03140
TBhypo3765.genome.CDS.1713,group12325
TBhypo3765.genome.CDS.2025,group13631
TBhypo3765.genome.CDS.2026,group05110
TBhypo3765.genome.CDS.1710,group05154
