TBepi2754.genome.CDS.2299,group01124
TBepi2754.genome.CDS.1494,group00800
TBepi2754.genome.CDS.1878,group01431
TBepi2754.genome.CDS.1879,group01455
TBepi2754.genome.CDS.1870,group01732
TBepi2754.genome.CDS.1871,group00898
TBepi2754.genome.CDS.1872,group01764
TBepi2754.genome.CDS.1873,group02117
TBepi2754.genome.CDS.1874,group02109
TBepi2754.genome.CDS.1875,group01967
TBepi2754.genome.CDS.1876,group01674
TBepi2754.genome.CDS.1877,group02273
TBepi2754.genome.CDS.2288,group01178
TBepi2754.genome.CDS.2289,group00482
TBepi2754.genome.CDS.2286,group00545
TBepi2754.genome.CDS.2287,group00621
TBepi2754.genome.CDS.2284,group01000
TBepi2754.genome.CDS.2285,group00363
TBepi2754.genome.CDS.2282,group00284
TBepi2754.genome.CDS.2283,group00382
TBepi2754.genome.CDS.2280,group00202
TBepi2754.genome.CDS.2281,group00306
TBepi2754.genome.CDS.1708,group00730
TBepi2754.genome.CDS.1709,group00590
TBepi2754.genome.CDS.1702,group00183
TBepi2754.genome.CDS.1703,group00606
TBepi2754.genome.CDS.1700,group00133
TBepi2754.genome.CDS.1706,group00176
TBepi2754.genome.CDS.1707,group00785
TBepi2754.genome.CDS.1704,group00461
TBepi2754.genome.CDS.1705,group12119
TBepi2754.genome.CDS.2118,group00780
TBepi2754.genome.CDS.2119,group00269
TBepi2754.genome.CDS.2116,group00780
TBepi2754.genome.CDS.2117,group00996
TBepi2754.genome.CDS.2114,group00118
TBepi2754.genome.CDS.2115,group00119
TBepi2754.genome.CDS.2112,group00193
TBepi2754.genome.CDS.2113,group00015
TBepi2754.genome.CDS.2110,group00086
TBepi2754.genome.CDS.2111,group00188
TBepi2754.genome.CDS.1599,group01156
TBepi2754.genome.CDS.1846,group01011
TBepi2754.genome.CDS.2736,group12118
TBepi2754.genome.CDS.1849,group03662
TBepi2754.genome.CDS.2734,group01768
TBepi2754.genome.CDS.2735,group01724
TBepi2754.genome.CDS.2732,group00079
TBepi2754.genome.CDS.2733,group01602
TBepi2754.genome.CDS.2730,group02374
TBepi2754.genome.CDS.2731,group05037
TBepi2754.genome.CDS.2738,group01872
TBepi2754.genome.CDS.2739,group02431
TBepi2754.genome.CDS.2602,group00471
TBepi2754.genome.CDS.2603,group00699
TBepi2754.genome.CDS.2600,group00012
TBepi2754.genome.CDS.2601,group00453
TBepi2754.genome.CDS.2606,group00953
TBepi2754.genome.CDS.2607,group03482
TBepi2754.genome.CDS.2604,group00614
TBepi2754.genome.CDS.2605,group02586
TBepi2754.genome.CDS.2608,group04013
TBepi2754.genome.CDS.2609,group03483
TBepi2754.genome.CDS.1522,group00106
TBepi2754.genome.CDS.1835,group00534
TBepi2754.genome.CDS.1856,group01420
TBepi2754.genome.CDS.1836,group00307
TBepi2754.genome.CDS.2428,group00685
TBepi2754.genome.CDS.2429,group00701
TBepi2754.genome.CDS.2422,group00784
TBepi2754.genome.CDS.2423,group00651
TBepi2754.genome.CDS.2420,group00278
TBepi2754.genome.CDS.2421,group00210
TBepi2754.genome.CDS.2426,group00798
TBepi2754.genome.CDS.2427,group00851
TBepi2754.genome.CDS.2424,group00589
TBepi2754.genome.CDS.2425,group00391
TBepi2754.genome.CDS.1524,group00657
TBepi2754.genome.CDS.1525,group00771
TBepi2754.genome.CDS.1683,group00413
TBepi2754.genome.CDS.1682,group00824
TBepi2754.genome.CDS.1681,group00857
TBepi2754.genome.CDS.1680,group00488
TBepi2754.genome.CDS.1687,group00719
TBepi2754.genome.CDS.1686,group00200
TBepi2754.genome.CDS.1933,group00345
TBepi2754.genome.CDS.1684,group00414
TBepi2754.genome.CDS.2444,group00384
TBepi2754.genome.CDS.2445,group00454
TBepi2754.genome.CDS.2446,group00841
TBepi2754.genome.CDS.2331,group00961
TBepi2754.genome.CDS.2336,group01452
TBepi2754.genome.CDS.2337,group01197
TBepi2754.genome.CDS.2334,group00934
TBepi2754.genome.CDS.2443,group01117
TBepi2754.genome.CDS.1395,group00218
TBepi2754.genome.CDS.1646,group00194
TBepi2754.genome.CDS.1645,group00300
TBepi2754.genome.CDS.1644,group00378
TBepi2754.genome.CDS.1391,group00477
TBepi2754.genome.CDS.1642,group00053
TBepi2754.genome.CDS.1641,group00083
TBepi2754.genome.CDS.1640,group00265
TBepi2754.genome.CDS.1399,group00134
TBepi2754.genome.CDS.1398,group00354
TBepi2754.genome.CDS.1649,group00348
TBepi2754.genome.CDS.1648,group00137
TBepi2754.genome.CDS.1809,group01965
TBepi2754.genome.CDS.1808,group00960
TBepi2754.genome.CDS.1805,group00846
TBepi2754.genome.CDS.1804,group04005
TBepi2754.genome.CDS.1807,group00732
TBepi2754.genome.CDS.1806,group00775
TBepi2754.genome.CDS.1801,group00783
TBepi2754.genome.CDS.1800,group01202
TBepi2754.genome.CDS.1803,group00623
TBepi2754.genome.CDS.1802,group00602
TBepi2754.genome.CDS.119,group00376
TBepi2754.genome.CDS.1738,group01158
TBepi2754.genome.CDS.1737,group01132
TBepi2754.genome.CDS.1736,group00289
TBepi2754.genome.CDS.1735,group00006
TBepi2754.genome.CDS.1734,group00325
TBepi2754.genome.CDS.1733,group00007
TBepi2754.genome.CDS.1732,group00850
TBepi2754.genome.CDS.1731,group00797
TBepi2754.genome.CDS.1730,group01062
TBepi2754.genome.CDS.2123,group00408
TBepi2754.genome.CDS.2122,group00388
TBepi2754.genome.CDS.2121,group00507
TBepi2754.genome.CDS.2120,group00506
TBepi2754.genome.CDS.2127,group12101
TBepi2754.genome.CDS.2126,group01553
TBepi2754.genome.CDS.2125,group00272
TBepi2754.genome.CDS.2124,group00380
TBepi2754.genome.CDS.2129,group01516
TBepi2754.genome.CDS.2128,group01517
TBepi2754.genome.CDS.1920,group00492
TBepi2754.genome.CDS.2637,group01228
TBepi2754.genome.CDS.2636,group02619
TBepi2754.genome.CDS.2635,group02337
TBepi2754.genome.CDS.2634,group02217
TBepi2754.genome.CDS.2633,group05036
TBepi2754.genome.CDS.2632,group05035
TBepi2754.genome.CDS.2631,group01454
TBepi2754.genome.CDS.2630,group02788
TBepi2754.genome.CDS.2639,group03023
TBepi2754.genome.CDS.2638,group01201
TBepi2754.genome.CDS.2387,group00633
TBepi2754.genome.CDS.2386,group00952
TBepi2754.genome.CDS.2385,group01077
TBepi2754.genome.CDS.2384,group01014
TBepi2754.genome.CDS.2383,group00472
TBepi2754.genome.CDS.2382,group00472
TBepi2754.genome.CDS.2381,group01558
TBepi2754.genome.CDS.2380,group01553
TBepi2754.genome.CDS.2389,group00241
TBepi2754.genome.CDS.2388,group00554
TBepi2754.genome.CDS.2419,group00632
TBepi2754.genome.CDS.2418,group01061
TBepi2754.genome.CDS.2417,group00664
TBepi2754.genome.CDS.2416,group00197
TBepi2754.genome.CDS.2415,group00514
TBepi2754.genome.CDS.2414,group01096
TBepi2754.genome.CDS.2413,group01068
TBepi2754.genome.CDS.2412,group00330
TBepi2754.genome.CDS.2411,group00213
TBepi2754.genome.CDS.2410,group00213
TBepi2754.genome.CDS.2259,group02871
TBepi2754.genome.CDS.2258,group12108
TBepi2754.genome.CDS.2709,group01623
TBepi2754.genome.CDS.2708,group00866
TBepi2754.genome.CDS.2703,group00830
TBepi2754.genome.CDS.2702,group02458
TBepi2754.genome.CDS.2253,group00010
TBepi2754.genome.CDS.2700,group03252
TBepi2754.genome.CDS.2707,group00302
TBepi2754.genome.CDS.2706,group02659
TBepi2754.genome.CDS.2257,group12109
TBepi2754.genome.CDS.2256,group02081
TBepi2754.genome.CDS.1291,group03271
TBepi2754.genome.CDS.52,group02130
TBepi2754.genome.CDS.1848,group00731
TBepi2754.genome.CDS.1386,group00431
TBepi2754.genome.CDS.1387,group00389
TBepi2754.genome.CDS.1384,group00089
TBepi2754.genome.CDS.1385,group00436
TBepi2754.genome.CDS.1382,group00239
TBepi2754.genome.CDS.1383,group00717
TBepi2754.genome.CDS.1380,group00675
TBepi2754.genome.CDS.1381,group00271
TBepi2754.genome.CDS.1388,group00426
TBepi2754.genome.CDS.1389,group00318
TBepi2754.genome.CDS.1658,group00217
TBepi2754.genome.CDS.1659,group01015
TBepi2754.genome.CDS.1650,group00387
TBepi2754.genome.CDS.1652,group00448
TBepi2754.genome.CDS.1653,group04676
TBepi2754.genome.CDS.1654,group00535
TBepi2754.genome.CDS.1655,group00184
TBepi2754.genome.CDS.1656,group00320
TBepi2754.genome.CDS.1657,group00206
TBepi2754.genome.CDS.1818,group01250
TBepi2754.genome.CDS.1552,group01263
TBepi2754.genome.CDS.1816,group05025
TBepi2754.genome.CDS.1817,group01219
TBepi2754.genome.CDS.1814,group02547
TBepi2754.genome.CDS.1815,group03150
TBepi2754.genome.CDS.1812,group00440
TBepi2754.genome.CDS.1813,group00460
TBepi2754.genome.CDS.1810,group00367
TBepi2754.genome.CDS.1811,group00288
TBepi2754.genome.CDS.120,group05021
TBepi2754.genome.CDS.1720,group01398
TBepi2754.genome.CDS.1721,group01527
TBepi2754.genome.CDS.1722,group01365
TBepi2754.genome.CDS.1723,group01365
TBepi2754.genome.CDS.1724,group02655
TBepi2754.genome.CDS.1725,group00043
TBepi2754.genome.CDS.1726,group00504
TBepi2754.genome.CDS.1727,group00569
TBepi2754.genome.CDS.1729,group00310
TBepi2754.genome.CDS.2134,group01299
TBepi2754.genome.CDS.2135,group00674
TBepi2754.genome.CDS.2136,group02424
TBepi2754.genome.CDS.2137,group03055
TBepi2754.genome.CDS.2130,group01649
TBepi2754.genome.CDS.2131,group02629
TBepi2754.genome.CDS.2132,group01515
TBepi2754.genome.CDS.2133,group01585
TBepi2754.genome.CDS.2138,group00092
TBepi2754.genome.CDS.2139,group00148
TBepi2754.genome.CDS.2398,group00910
TBepi2754.genome.CDS.2399,group01087
TBepi2754.genome.CDS.2390,group00223
TBepi2754.genome.CDS.2391,group01174
TBepi2754.genome.CDS.2392,group03288
TBepi2754.genome.CDS.2393,group00319
TBepi2754.genome.CDS.2394,group00583
TBepi2754.genome.CDS.2395,group00684
TBepi2754.genome.CDS.2396,group00870
TBepi2754.genome.CDS.2397,group00117
TBepi2754.genome.CDS.2628,group00813
TBepi2754.genome.CDS.2629,group04015
TBepi2754.genome.CDS.2620,group01016
TBepi2754.genome.CDS.2621,group01208
TBepi2754.genome.CDS.2622,group00991
TBepi2754.genome.CDS.2623,group01067
TBepi2754.genome.CDS.2624,group00968
TBepi2754.genome.CDS.2625,group00969
TBepi2754.genome.CDS.2626,group00972
TBepi2754.genome.CDS.2627,group01378
TBepi2754.genome.CDS.2400,group00686
TBepi2754.genome.CDS.2401,group00911
TBepi2754.genome.CDS.2402,group01008
TBepi2754.genome.CDS.2403,group01951
TBepi2754.genome.CDS.2404,group04011
TBepi2754.genome.CDS.2405,group00451
TBepi2754.genome.CDS.2406,group01860
TBepi2754.genome.CDS.2407,group01151
TBepi2754.genome.CDS.2408,group00559
TBepi2754.genome.CDS.2409,group00371
TBepi2754.genome.CDS.2248,group03372
TBepi2754.genome.CDS.2249,group02051
TBepi2754.genome.CDS.2718,group00395
TBepi2754.genome.CDS.2719,group00021
TBepi2754.genome.CDS.2242,group00711
TBepi2754.genome.CDS.2243,group01142
TBepi2754.genome.CDS.2240,group00756
TBepi2754.genome.CDS.2717,group01186
TBepi2754.genome.CDS.2246,group02397
TBepi2754.genome.CDS.2711,group01528
TBepi2754.genome.CDS.2244,group01187
TBepi2754.genome.CDS.2713,group02915
TBepi2754.genome.CDS.1819,group01329
TBepi2754.genome.CDS.1629,group00612
TBepi2754.genome.CDS.1628,group00361
TBepi2754.genome.CDS.1625,group00057
TBepi2754.genome.CDS.1624,group00060
TBepi2754.genome.CDS.1627,group00002
TBepi2754.genome.CDS.1626,group00215
TBepi2754.genome.CDS.1621,group00751
TBepi2754.genome.CDS.1620,group00497
TBepi2754.genome.CDS.1623,group00152
TBepi2754.genome.CDS.1622,group00906
TBepi2754.genome.CDS.1823,group00435
TBepi2754.genome.CDS.1822,group01681
TBepi2754.genome.CDS.1821,group00819
TBepi2754.genome.CDS.1532,group00337
TBepi2754.genome.CDS.1827,group12091
TBepi2754.genome.CDS.1534,group01088
TBepi2754.genome.CDS.1825,group02671
TBepi2754.genome.CDS.1824,group00935
TBepi2754.genome.CDS.1539,group03327
TBepi2754.genome.CDS.1538,group04963
TBepi2754.genome.CDS.1829,group00280
TBepi2754.genome.CDS.1828,group00214
TBepi2754.genome.CDS.1755,group00153
TBepi2754.genome.CDS.1754,group00221
TBepi2754.genome.CDS.1757,group00661
TBepi2754.genome.CDS.1756,group00713
TBepi2754.genome.CDS.1751,group00203
TBepi2754.genome.CDS.1750,group00795
TBepi2754.genome.CDS.1753,group00140
TBepi2754.genome.CDS.1752,group00026
TBepi2754.genome.CDS.1759,group00524
TBepi2754.genome.CDS.1758,group00112
TBepi2754.genome.CDS.2099,group00176
TBepi2754.genome.CDS.2098,group00980
TBepi2754.genome.CDS.2093,group00287
TBepi2754.genome.CDS.2092,group00220
TBepi2754.genome.CDS.2091,group00459
TBepi2754.genome.CDS.2090,group00237
TBepi2754.genome.CDS.2097,group00753
TBepi2754.genome.CDS.2096,group00442
TBepi2754.genome.CDS.2095,group00372
TBepi2754.genome.CDS.2094,group00251
TBepi2754.genome.CDS.2659,group00416
TBepi2754.genome.CDS.2658,group00721
TBepi2754.genome.CDS.2655,group00481
TBepi2754.genome.CDS.2654,group00805
TBepi2754.genome.CDS.2657,group00695
TBepi2754.genome.CDS.2656,group00406
TBepi2754.genome.CDS.2651,group00959
TBepi2754.genome.CDS.2650,group01389
TBepi2754.genome.CDS.2653,group02373
TBepi2754.genome.CDS.2652,group00353
TBepi2754.genome.CDS.712,group01019
TBepi2754.genome.CDS.2475,group00246
TBepi2754.genome.CDS.2474,group00192
TBepi2754.genome.CDS.2477,group00765
TBepi2754.genome.CDS.2476,group00090
TBepi2754.genome.CDS.2471,group01469
TBepi2754.genome.CDS.2470,group01317
TBepi2754.genome.CDS.2473,group00548
TBepi2754.genome.CDS.2472,group01254
TBepi2754.genome.CDS.2479,group00109
TBepi2754.genome.CDS.2478,group00317
TBepi2754.genome.CDS.2279,group00425
TBepi2754.genome.CDS.2278,group00394
TBepi2754.genome.CDS.2277,group00362
TBepi2754.genome.CDS.2276,group02668
TBepi2754.genome.CDS.2275,group00639
TBepi2754.genome.CDS.2274,group00116
TBepi2754.genome.CDS.2273,group00592
TBepi2754.genome.CDS.2272,group00544
TBepi2754.genome.CDS.2271,group00163
TBepi2754.genome.CDS.2270,group00190
TBepi2754.genome.CDS.2509,group00926
TBepi2754.genome.CDS.2508,group00327
TBepi2754.genome.CDS.2501,group02793
TBepi2754.genome.CDS.2500,group03007
TBepi2754.genome.CDS.2503,group00942
TBepi2754.genome.CDS.2502,group02678
TBepi2754.genome.CDS.2505,group00352
TBepi2754.genome.CDS.2504,group03417
TBepi2754.genome.CDS.2507,group02457
TBepi2754.genome.CDS.2506,group02070
TBepi2754.genome.CDS.403,group00045
TBepi2754.genome.CDS.1638,group01039
TBepi2754.genome.CDS.1639,group00061
TBepi2754.genome.CDS.1636,group00690
TBepi2754.genome.CDS.1637,group00641
TBepi2754.genome.CDS.1634,group00495
TBepi2754.genome.CDS.1635,group00948
TBepi2754.genome.CDS.1632,group00316
TBepi2754.genome.CDS.1633,group00007
TBepi2754.genome.CDS.1630,group00014
TBepi2754.genome.CDS.1631,group01135
TBepi2754.genome.CDS.1834,group00438
TBepi2754.genome.CDS.1523,group00299
TBepi2754.genome.CDS.1520,group00853
TBepi2754.genome.CDS.1837,group00533
TBepi2754.genome.CDS.1830,group00409
TBepi2754.genome.CDS.1527,group00801
TBepi2754.genome.CDS.1832,group05026
TBepi2754.genome.CDS.1833,group12092
TBepi2754.genome.CDS.1528,group00669
TBepi2754.genome.CDS.1529,group00643
TBepi2754.genome.CDS.1838,group00532
TBepi2754.genome.CDS.1839,group00470
TBepi2754.genome.CDS.1672,group00737
TBepi2754.genome.CDS.1673,group00141
TBepi2754.genome.CDS.1906,group01115
TBepi2754.genome.CDS.1671,group00016
TBepi2754.genome.CDS.1900,group00810
TBepi2754.genome.CDS.1901,group00648
TBepi2754.genome.CDS.1746,group01589
TBepi2754.genome.CDS.1747,group00729
TBepi2754.genome.CDS.1744,group00660
TBepi2754.genome.CDS.1745,group00605
TBepi2754.genome.CDS.1742,group00004
TBepi2754.genome.CDS.1743,group00342
TBepi2754.genome.CDS.1740,group00985
TBepi2754.genome.CDS.1741,group00016
TBepi2754.genome.CDS.1903,group00473
TBepi2754.genome.CDS.1748,group00529
TBepi2754.genome.CDS.1749,group00038
TBepi2754.genome.CDS.659,group00956
TBepi2754.genome.CDS.2088,group00279
TBepi2754.genome.CDS.2089,group00322
TBepi2754.genome.CDS.2084,group01157
TBepi2754.genome.CDS.2085,group01043
TBepi2754.genome.CDS.2086,group02542
TBepi2754.genome.CDS.2087,group00949
TBepi2754.genome.CDS.2080,group00201
TBepi2754.genome.CDS.2081,group00572
TBepi2754.genome.CDS.2082,group00478
TBepi2754.genome.CDS.2083,group01157
TBepi2754.genome.CDS.2648,group01754
TBepi2754.genome.CDS.2649,group01341
TBepi2754.genome.CDS.2646,group01846
TBepi2754.genome.CDS.2647,group02425
TBepi2754.genome.CDS.2644,group03190
TBepi2754.genome.CDS.2645,group01519
TBepi2754.genome.CDS.2642,group00033
TBepi2754.genome.CDS.2643,group02883
TBepi2754.genome.CDS.2640,group02823
TBepi2754.genome.CDS.2641,group02701
TBepi2754.genome.CDS.279,group01464
TBepi2754.genome.CDS.274,group00449
TBepi2754.genome.CDS.2466,group02822
TBepi2754.genome.CDS.2464,group01468
TBepi2754.genome.CDS.2465,group01313
TBepi2754.genome.CDS.2462,group01205
TBepi2754.genome.CDS.2463,group01071
TBepi2754.genome.CDS.2460,group02821
TBepi2754.genome.CDS.2461,group03481
TBepi2754.genome.CDS.2468,group00355
TBepi2754.genome.CDS.2469,group01361
TBepi2754.genome.CDS.2260,group04009
TBepi2754.genome.CDS.2261,group12111
TBepi2754.genome.CDS.2262,group00146
TBepi2754.genome.CDS.2263,group00065
TBepi2754.genome.CDS.2264,group00338
TBepi2754.genome.CDS.2265,group00258
TBepi2754.genome.CDS.2266,group00066
TBepi2754.genome.CDS.2267,group00147
TBepi2754.genome.CDS.2268,group00111
TBepi2754.genome.CDS.2269,group00067
TBepi2754.genome.CDS.2518,group00716
TBepi2754.genome.CDS.2519,group01594
TBepi2754.genome.CDS.2512,group03266
TBepi2754.genome.CDS.2513,group01312
TBepi2754.genome.CDS.2510,group03267
TBepi2754.genome.CDS.2511,group01094
TBepi2754.genome.CDS.2516,group00847
TBepi2754.genome.CDS.2517,group01586
TBepi2754.genome.CDS.2514,group02427
TBepi2754.genome.CDS.2515,group01366
TBepi2754.genome.CDS.471,group01668
TBepi2754.genome.CDS.2497,group00085
TBepi2754.genome.CDS.2496,group00041
TBepi2754.genome.CDS.2366,group01588
TBepi2754.genome.CDS.2493,group00125
TBepi2754.genome.CDS.2492,group00335
TBepi2754.genome.CDS.2363,group01078
TBepi2754.genome.CDS.2362,group00531
TBepi2754.genome.CDS.2714,group04018
TBepi2754.genome.CDS.2715,group02930
TBepi2754.genome.CDS.2716,group01277
TBepi2754.genome.CDS.2241,group00760
TBepi2754.genome.CDS.2710,group01176
TBepi2754.genome.CDS.2247,group01109
TBepi2754.genome.CDS.2712,group02990
TBepi2754.genome.CDS.1603,group00826
TBepi2754.genome.CDS.1602,group01052
TBepi2754.genome.CDS.1601,group00915
TBepi2754.genome.CDS.1600,group00575
TBepi2754.genome.CDS.1607,group00502
TBepi2754.genome.CDS.1605,group00842
TBepi2754.genome.CDS.1604,group00637
TBepi2754.genome.CDS.1609,group02258
TBepi2754.genome.CDS.1608,group00032
TBepi2754.genome.CDS.1999,group00909
TBepi2754.genome.CDS.1998,group00321
TBepi2754.genome.CDS.1993,group01168
TBepi2754.genome.CDS.1992,group03681
TBepi2754.genome.CDS.1991,group12098
TBepi2754.genome.CDS.1990,group12099
TBepi2754.genome.CDS.1997,group00243
TBepi2754.genome.CDS.1996,group00030
TBepi2754.genome.CDS.1995,group02034
TBepi2754.genome.CDS.1994,group00940
TBepi2754.genome.CDS.1517,group00157
TBepi2754.genome.CDS.1516,group00121
TBepi2754.genome.CDS.1515,group00274
TBepi2754.genome.CDS.1514,group00309
TBepi2754.genome.CDS.1513,group00273
TBepi2754.genome.CDS.1512,group00208
TBepi2754.genome.CDS.1511,group00151
TBepi2754.genome.CDS.1510,group00095
TBepi2754.genome.CDS.1519,group00059
TBepi2754.genome.CDS.1518,group00158
TBepi2754.genome.CDS.1170,group01030
TBepi2754.genome.CDS.1779,group01486
TBepi2754.genome.CDS.1778,group02027
TBepi2754.genome.CDS.1773,group00009
TBepi2754.genome.CDS.1772,group01219
TBepi2754.genome.CDS.1771,group01250
TBepi2754.genome.CDS.1770,group01329
TBepi2754.genome.CDS.1777,group01795
TBepi2754.genome.CDS.1776,group01895
TBepi2754.genome.CDS.1775,group01679
TBepi2754.genome.CDS.1774,group02320
TBepi2754.genome.CDS.2185,group00688
TBepi2754.genome.CDS.2184,group00328
TBepi2754.genome.CDS.2187,group01792
TBepi2754.genome.CDS.2186,group00611
TBepi2754.genome.CDS.2181,group00595
TBepi2754.genome.CDS.2183,group12106
TBepi2754.genome.CDS.2182,group00616
TBepi2754.genome.CDS.645,group05047
TBepi2754.genome.CDS.2189,group00652
TBepi2754.genome.CDS.2188,group01024
TBepi2754.genome.CDS.2071,group00315
TBepi2754.genome.CDS.2070,group00359
TBepi2754.genome.CDS.2073,group00358
TBepi2754.genome.CDS.2072,group00754
TBepi2754.genome.CDS.2075,group00974
TBepi2754.genome.CDS.2074,group00187
TBepi2754.genome.CDS.2077,group00816
TBepi2754.genome.CDS.2076,group01376
TBepi2754.genome.CDS.2079,group01004
TBepi2754.genome.CDS.2078,group00096
TBepi2754.genome.CDS.2673,group01003
TBepi2754.genome.CDS.2672,group01054
TBepi2754.genome.CDS.2671,group01064
TBepi2754.genome.CDS.2670,group00451
TBepi2754.genome.CDS.2677,group00076
TBepi2754.genome.CDS.2676,group00483
TBepi2754.genome.CDS.2675,group00018
TBepi2754.genome.CDS.2674,group00555
TBepi2754.genome.CDS.2679,group01396
TBepi2754.genome.CDS.2678,group02659
TBepi2754.genome.CDS.2699,group02929
TBepi2754.genome.CDS.2698,group01569
TBepi2754.genome.CDS.2691,group00433
TBepi2754.genome.CDS.2690,group00781
TBepi2754.genome.CDS.2693,group01329
TBepi2754.genome.CDS.2692,group02924
TBepi2754.genome.CDS.2695,group04017
TBepi2754.genome.CDS.2694,group04016
TBepi2754.genome.CDS.2697,group00830
TBepi2754.genome.CDS.2696,group00537
TBepi2754.genome.CDS.2215,group00863
TBepi2754.genome.CDS.2214,group00943
TBepi2754.genome.CDS.2217,group00105
TBepi2754.genome.CDS.2216,group00383
TBepi2754.genome.CDS.2211,group01252
TBepi2754.genome.CDS.2210,group00505
TBepi2754.genome.CDS.2213,group02452
TBepi2754.genome.CDS.2212,group01436
TBepi2754.genome.CDS.2219,group01402
TBepi2754.genome.CDS.2218,group01152
TBepi2754.genome.CDS.2529,group01629
TBepi2754.genome.CDS.2528,group01693
TBepi2754.genome.CDS.2527,group00034
TBepi2754.genome.CDS.2526,group01797
TBepi2754.genome.CDS.2525,group03080
TBepi2754.genome.CDS.2524,group02174
TBepi2754.genome.CDS.2523,group00747
TBepi2754.genome.CDS.2522,group00014
TBepi2754.genome.CDS.2521,group00832
TBepi2754.genome.CDS.2520,group00877
TBepi2754.genome.CDS.2329,group02889
TBepi2754.genome.CDS.2328,group02024
TBepi2754.genome.CDS.2459,group01796
TBepi2754.genome.CDS.2458,group01963
TBepi2754.genome.CDS.2321,group00369
TBepi2754.genome.CDS.2320,group00411
TBepi2754.genome.CDS.2451,group00687
TBepi2754.genome.CDS.2322,group00399
TBepi2754.genome.CDS.2325,group03480
TBepi2754.genome.CDS.2324,group00024
TBepi2754.genome.CDS.2455,group02845
