TBepi4163.genome.CDS.1649,group05829
TBepi4163.genome.CDS.1693,group01348
TBepi4163.genome.CDS.1690,group03415
TBepi4163.genome.CDS.1691,group01300
TBepi4163.genome.CDS.1696,group00433
TBepi4163.genome.CDS.1697,group00173
TBepi4163.genome.CDS.1694,group01468
TBepi4163.genome.CDS.1695,group01470
TBepi4163.genome.CDS.2327,group01426
TBepi4163.genome.CDS.2326,group00288
TBepi4163.genome.CDS.2325,group00367
TBepi4163.genome.CDS.2324,group00177
TBepi4163.genome.CDS.1858,group00604
TBepi4163.genome.CDS.2322,group04728
TBepi4163.genome.CDS.2321,group05790
TBepi4163.genome.CDS.2320,group00672
TBepi4163.genome.CDS.1854,group02980
TBepi4163.genome.CDS.1855,group00301
TBepi4163.genome.CDS.1856,group00051
TBepi4163.genome.CDS.1857,group00153
TBepi4163.genome.CDS.1850,group01271
TBepi4163.genome.CDS.1851,group05844
TBepi4163.genome.CDS.2329,group01838
TBepi4163.genome.CDS.2328,group00384
TBepi4163.genome.CDS.1893,group00818
TBepi4163.genome.CDS.1349,group00123
TBepi4163.genome.CDS.2418,group00130
TBepi4163.genome.CDS.2415,group00091
TBepi4163.genome.CDS.2414,group00198
TBepi4163.genome.CDS.2417,group00885
TBepi4163.genome.CDS.2411,group00093
TBepi4163.genome.CDS.2410,group00055
TBepi4163.genome.CDS.2413,group00419
TBepi4163.genome.CDS.2412,group00092
TBepi4163.genome.CDS.513,group03490
TBepi4163.genome.CDS.2521,group03489
TBepi4163.genome.CDS.2523,group01842
TBepi4163.genome.CDS.2522,group01417
TBepi4163.genome.CDS.2525,group00586
TBepi4163.genome.CDS.2524,group00042
TBepi4163.genome.CDS.2527,group05164
TBepi4163.genome.CDS.2526,group02938
TBepi4163.genome.CDS.2529,group00254
TBepi4163.genome.CDS.2528,group00094
TBepi4163.genome.CDS.773,group05181
TBepi4163.genome.CDS.772,group05775
TBepi4163.genome.CDS.778,group05182
TBepi4163.genome.CDS.2635,group00820
TBepi4163.genome.CDS.2634,group00896
TBepi4163.genome.CDS.1508,group01360
TBepi4163.genome.CDS.2636,group00873
TBepi4163.genome.CDS.2631,group00917
TBepi4163.genome.CDS.2630,group00845
TBepi4163.genome.CDS.2633,group00897
TBepi4163.genome.CDS.2632,group00895
TBepi4163.genome.CDS.1502,group00025
TBepi4163.genome.CDS.1503,group00069
TBepi4163.genome.CDS.1500,group01072
TBepi4163.genome.CDS.1501,group00740
TBepi4163.genome.CDS.2639,group00792
TBepi4163.genome.CDS.1507,group00515
TBepi4163.genome.CDS.1504,group00438
TBepi4163.genome.CDS.1505,group03505
TBepi4163.genome.CDS.2620,group00594
TBepi4163.genome.CDS.2621,group00595
TBepi4163.genome.CDS.2584,group03414
TBepi4163.genome.CDS.1447,group01542
TBepi4163.genome.CDS.1446,group04050
TBepi4163.genome.CDS.1445,group00356
TBepi4163.genome.CDS.1444,group02415
TBepi4163.genome.CDS.1443,group03504
TBepi4163.genome.CDS.2628,group00825
TBepi4163.genome.CDS.1441,group01210
TBepi4163.genome.CDS.1440,group00498
TBepi4163.genome.CDS.1530,group00468
TBepi4163.genome.CDS.1449,group03010
TBepi4163.genome.CDS.1448,group03043
TBepi4163.genome.CDS.2244,group00639
TBepi4163.genome.CDS.2245,group05786
TBepi4163.genome.CDS.2246,group02402
TBepi4163.genome.CDS.2247,group03938
TBepi4163.genome.CDS.1999,group01067
TBepi4163.genome.CDS.2241,group00479
TBepi4163.genome.CDS.2242,group00485
TBepi4163.genome.CDS.2243,group00710
TBepi4163.genome.CDS.1995,group01809
TBepi4163.genome.CDS.1994,group00927
TBepi4163.genome.CDS.1997,group00745
TBepi4163.genome.CDS.1996,group00972
TBepi4163.genome.CDS.2248,group04075
TBepi4163.genome.CDS.1990,group00809
TBepi4163.genome.CDS.1993,group01020
TBepi4163.genome.CDS.1992,group00928
TBepi4163.genome.CDS.2338,group00486
TBepi4163.genome.CDS.2339,group04077
TBepi4163.genome.CDS.2330,group02201
TBepi4163.genome.CDS.2331,group02211
TBepi4163.genome.CDS.2332,group01301
TBepi4163.genome.CDS.2333,group03513
TBepi4163.genome.CDS.2334,group01040
TBepi4163.genome.CDS.2335,group00919
TBepi4163.genome.CDS.2336,group00023
TBepi4163.genome.CDS.2337,group00350
TBepi4163.genome.CDS.2056,group00519
TBepi4163.genome.CDS.2408,group00015
TBepi4163.genome.CDS.2409,group00046
TBepi4163.genome.CDS.2406,group00167
TBepi4163.genome.CDS.2407,group01337
TBepi4163.genome.CDS.2404,group00119
TBepi4163.genome.CDS.2405,group00118
TBepi4163.genome.CDS.2402,group00001
TBepi4163.genome.CDS.2403,group00003
TBepi4163.genome.CDS.2400,group03290
TBepi4163.genome.CDS.2401,group01160
TBepi4163.genome.CDS.565,group02730
TBepi4163.genome.CDS.560,group00956
TBepi4163.genome.CDS.2532,group04921
TBepi4163.genome.CDS.2533,group02396
TBepi4163.genome.CDS.2530,group00081
TBepi4163.genome.CDS.2531,group00191
TBepi4163.genome.CDS.2536,group00267
TBepi4163.genome.CDS.2537,group01222
TBepi4163.genome.CDS.2534,group05165
TBepi4163.genome.CDS.2535,group05166
TBepi4163.genome.CDS.2538,group00064
TBepi4163.genome.CDS.2539,group00568
TBepi4163.genome.CDS.363,group05175
TBepi4163.genome.CDS.365,group05176
TBepi4163.genome.CDS.2626,group00715
TBepi4163.genome.CDS.2627,group00764
TBepi4163.genome.CDS.2624,group00688
TBepi4163.genome.CDS.2625,group00611
TBepi4163.genome.CDS.2622,group00616
TBepi4163.genome.CDS.2623,group00328
TBepi4163.genome.CDS.1539,group00869
TBepi4163.genome.CDS.1538,group05820
TBepi4163.genome.CDS.1537,group00315
TBepi4163.genome.CDS.1536,group00358
TBepi4163.genome.CDS.1535,group01215
TBepi4163.genome.CDS.1534,group01577
TBepi4163.genome.CDS.1533,group00333
TBepi4163.genome.CDS.1532,group00743
TBepi4163.genome.CDS.1531,group00602
TBepi4163.genome.CDS.2629,group00821
TBepi4163.genome.CDS.1458,group00009
TBepi4163.genome.CDS.1450,group01250
TBepi4163.genome.CDS.1451,group01277
TBepi4163.genome.CDS.1452,group01004
TBepi4163.genome.CDS.1453,group01970
TBepi4163.genome.CDS.1454,group01138
TBepi4163.genome.CDS.1455,group01094
TBepi4163.genome.CDS.1456,group01193
TBepi4163.genome.CDS.1457,group05096
TBepi4163.genome.CDS.1988,group00489
TBepi4163.genome.CDS.1989,group00264
TBepi4163.genome.CDS.1986,group00469
TBepi4163.genome.CDS.1987,group00733
TBepi4163.genome.CDS.1984,group05853
TBepi4163.genome.CDS.1985,group00427
TBepi4163.genome.CDS.1982,group05130
TBepi4163.genome.CDS.1983,group00598
TBepi4163.genome.CDS.1980,group00563
TBepi4163.genome.CDS.1981,group01218
TBepi4163.genome.CDS.2349,group00099
TBepi4163.genome.CDS.2348,group00100
TBepi4163.genome.CDS.2345,group02479
TBepi4163.genome.CDS.2347,group02289
TBepi4163.genome.CDS.2346,group00131
TBepi4163.genome.CDS.2341,group00004
TBepi4163.genome.CDS.2340,group01013
TBepi4163.genome.CDS.2343,group03434
TBepi4163.genome.CDS.2342,group00016
TBepi4163.genome.CDS.2189,group00334
TBepi4163.genome.CDS.2188,group00170
TBepi4163.genome.CDS.2183,group00994
TBepi4163.genome.CDS.2182,group01314
TBepi4163.genome.CDS.2181,group04072
TBepi4163.genome.CDS.2180,group01357
TBepi4163.genome.CDS.2187,group00371
TBepi4163.genome.CDS.2186,group01097
TBepi4163.genome.CDS.2185,group01244
TBepi4163.genome.CDS.2184,group01488
TBepi4163.genome.CDS.2299,group00323
TBepi4163.genome.CDS.2298,group01471
TBepi4163.genome.CDS.2297,group01612
TBepi4163.genome.CDS.2296,group01353
TBepi4163.genome.CDS.2295,group02287
TBepi4163.genome.CDS.2294,group00074
TBepi4163.genome.CDS.2293,group00744
TBepi4163.genome.CDS.2292,group00840
TBepi4163.genome.CDS.2291,group00285
TBepi4163.genome.CDS.2290,group00464
TBepi4163.genome.CDS.1368,group01986
TBepi4163.genome.CDS.1369,group01916
TBepi4163.genome.CDS.1052,group05797
TBepi4163.genome.CDS.1366,group01982
TBepi4163.genome.CDS.2498,group00513
TBepi4163.genome.CDS.2433,group00375
TBepi4163.genome.CDS.2432,group00044
TBepi4163.genome.CDS.2431,group02979
TBepi4163.genome.CDS.2430,group00260
TBepi4163.genome.CDS.2437,group05800
TBepi4163.genome.CDS.2436,group00279
TBepi4163.genome.CDS.2435,group00128
TBepi4163.genome.CDS.2434,group02499
TBepi4163.genome.CDS.2439,group00052
TBepi4163.genome.CDS.2438,group00481
TBepi4163.genome.CDS.1182,group05086
TBepi4163.genome.CDS.2507,group01774
TBepi4163.genome.CDS.2506,group00939
TBepi4163.genome.CDS.2504,group05161
TBepi4163.genome.CDS.2503,group02982
TBepi4163.genome.CDS.2502,group05160
TBepi4163.genome.CDS.2501,group05803
TBepi4163.genome.CDS.2500,group01404
TBepi4163.genome.CDS.2509,group05802
TBepi4163.genome.CDS.2508,group02795
TBepi4163.genome.CDS.2619,group00522
TBepi4163.genome.CDS.2618,group03047
TBepi4163.genome.CDS.2613,group00154
TBepi4163.genome.CDS.2612,group05814
TBepi4163.genome.CDS.2611,group05815
TBepi4163.genome.CDS.2610,group03948
TBepi4163.genome.CDS.2617,group01246
TBepi4163.genome.CDS.2616,group01243
TBepi4163.genome.CDS.2615,group01327
TBepi4163.genome.CDS.2614,group02965
TBepi4163.genome.CDS.2220,group05144
TBepi4163.genome.CDS.1520,group00197
TBepi4163.genome.CDS.1521,group00126
TBepi4163.genome.CDS.1522,group05100
TBepi4163.genome.CDS.1523,group01689
TBepi4163.genome.CDS.1524,group03823
TBepi4163.genome.CDS.1525,group00139
TBepi4163.genome.CDS.1526,group00050
TBepi4163.genome.CDS.1527,group03369
TBepi4163.genome.CDS.1528,group00532
TBepi4163.genome.CDS.1529,group00470
TBepi4163.genome.CDS.1429,group01240
TBepi4163.genome.CDS.1428,group00311
TBepi4163.genome.CDS.1425,group03333
TBepi4163.genome.CDS.1424,group02722
TBepi4163.genome.CDS.1427,group02297
TBepi4163.genome.CDS.1426,group00097
TBepi4163.genome.CDS.1421,group01371
TBepi4163.genome.CDS.1420,group00496
TBepi4163.genome.CDS.1423,group01216
TBepi4163.genome.CDS.1422,group00030
TBepi4163.genome.CDS.954,group05183
TBepi4163.genome.CDS.2640,group00848
TBepi4163.genome.CDS.2641,group00862
TBepi4163.genome.CDS.1731,group04692
TBepi4163.genome.CDS.1730,group02016
TBepi4163.genome.CDS.1733,group03508
TBepi4163.genome.CDS.1732,group00512
TBepi4163.genome.CDS.1735,group00019
TBepi4163.genome.CDS.1734,group00077
TBepi4163.genome.CDS.1737,group00017
TBepi4163.genome.CDS.1736,group01336
TBepi4163.genome.CDS.1739,group00759
TBepi4163.genome.CDS.1738,group04054
TBepi4163.genome.CDS.2358,group04078
TBepi4163.genome.CDS.2359,group03834
TBepi4163.genome.CDS.2356,group05152
TBepi4163.genome.CDS.2354,group03675
TBepi4163.genome.CDS.2355,group02205
TBepi4163.genome.CDS.2352,group03052
TBepi4163.genome.CDS.2353,group00239
TBepi4163.genome.CDS.2350,group02183
TBepi4163.genome.CDS.2351,group02328
TBepi4163.genome.CDS.1511,group01248
TBepi4163.genome.CDS.2649,group00945
TBepi4163.genome.CDS.1887,group01191
TBepi4163.genome.CDS.1886,group01170
TBepi4163.genome.CDS.1885,group05850
TBepi4163.genome.CDS.1884,group01726
TBepi4163.genome.CDS.2198,group01541
TBepi4163.genome.CDS.1882,group00495
TBepi4163.genome.CDS.1881,group00007
TBepi4163.genome.CDS.1880,group05851
TBepi4163.genome.CDS.2194,group05784
TBepi4163.genome.CDS.2195,group04073
TBepi4163.genome.CDS.2196,group00995
TBepi4163.genome.CDS.2197,group03951
TBepi4163.genome.CDS.2190,group00295
TBepi4163.genome.CDS.2191,group00196
TBepi4163.genome.CDS.2192,group00101
TBepi4163.genome.CDS.1888,group00169
TBepi4163.genome.CDS.1959,group01107
TBepi4163.genome.CDS.1958,group01678
TBepi4163.genome.CDS.2282,group00448
TBepi4163.genome.CDS.2283,group01876
TBepi4163.genome.CDS.2284,group05148
TBepi4163.genome.CDS.2285,group02650
TBepi4163.genome.CDS.2286,group00409
TBepi4163.genome.CDS.2287,group00280
TBepi4163.genome.CDS.2288,group00214
TBepi4163.genome.CDS.2289,group00281
TBepi4163.genome.CDS.1953,group03791
TBepi4163.genome.CDS.1952,group01561
TBepi4163.genome.CDS.1955,group05127
TBepi4163.genome.CDS.1954,group05126
TBepi4163.genome.CDS.1957,group01034
TBepi4163.genome.CDS.1956,group05128
TBepi4163.genome.CDS.2440,group00316
TBepi4163.genome.CDS.2441,group00286
TBepi4163.genome.CDS.2448,group00157
TBepi4163.genome.CDS.2449,group00158
TBepi4163.genome.CDS.2424,group01766
TBepi4163.genome.CDS.2425,group00351
TBepi4163.genome.CDS.2426,group02724
TBepi4163.genome.CDS.2427,group01351
TBepi4163.genome.CDS.2420,group00116
TBepi4163.genome.CDS.2421,group05799
TBepi4163.genome.CDS.2422,group05798
TBepi4163.genome.CDS.2423,group05796
TBepi4163.genome.CDS.2428,group00176
TBepi4163.genome.CDS.2429,group00429
TBepi4163.genome.CDS.2510,group05162
TBepi4163.genome.CDS.2511,group03882
TBepi4163.genome.CDS.2512,group00882
TBepi4163.genome.CDS.2513,group03131
TBepi4163.genome.CDS.2514,group01390
TBepi4163.genome.CDS.2515,group05806
TBepi4163.genome.CDS.2516,group05163
TBepi4163.genome.CDS.2517,group00578
TBepi4163.genome.CDS.2608,group05171
TBepi4163.genome.CDS.2609,group03515
TBepi4163.genome.CDS.2604,group00122
TBepi4163.genome.CDS.2605,group01991
TBepi4163.genome.CDS.2606,group05170
TBepi4163.genome.CDS.2607,group04764
TBepi4163.genome.CDS.2600,group00456
TBepi4163.genome.CDS.2601,group00475
TBepi4163.genome.CDS.2602,group05813
TBepi4163.genome.CDS.2603,group00056
TBepi4163.genome.CDS.1555,group05822
TBepi4163.genome.CDS.1554,group05101
TBepi4163.genome.CDS.1557,group00067
TBepi4163.genome.CDS.1556,group02565
TBepi4163.genome.CDS.1551,group00413
TBepi4163.genome.CDS.1550,group00414
TBepi4163.genome.CDS.1553,group00488
TBepi4163.genome.CDS.1552,group00857
TBepi4163.genome.CDS.1559,group00163
TBepi4163.genome.CDS.1558,group00190
TBepi4163.genome.CDS.1438,group03091
TBepi4163.genome.CDS.1439,group04049
TBepi4163.genome.CDS.1436,group02106
TBepi4163.genome.CDS.1437,group00088
TBepi4163.genome.CDS.1434,group01619
TBepi4163.genome.CDS.1435,group03090
TBepi4163.genome.CDS.1432,group01788
TBepi4163.genome.CDS.1433,group00185
TBepi4163.genome.CDS.1430,group01575
TBepi4163.genome.CDS.1431,group01711
TBepi4163.genome.CDS.1722,group02487
TBepi4163.genome.CDS.1723,group00089
TBepi4163.genome.CDS.1720,group00219
TBepi4163.genome.CDS.1721,group00250
TBepi4163.genome.CDS.1726,group05837
TBepi4163.genome.CDS.1727,group00007
TBepi4163.genome.CDS.1724,group05838
TBepi4163.genome.CDS.1725,group01951
TBepi4163.genome.CDS.1728,group02459
TBepi4163.genome.CDS.1729,group02876
TBepi4163.genome.CDS.2363,group00706
TBepi4163.genome.CDS.1899,group03275
TBepi4163.genome.CDS.2361,group00018
TBepi4163.genome.CDS.2360,group00403
TBepi4163.genome.CDS.2367,group00400
TBepi4163.genome.CDS.2366,group01552
TBepi4163.genome.CDS.2365,group01084
TBepi4163.genome.CDS.2364,group00649
TBepi4163.genome.CDS.1890,group00383
TBepi4163.genome.CDS.1891,group00127
TBepi4163.genome.CDS.2369,group00035
TBepi4163.genome.CDS.2368,group00035
TBepi4163.genome.CDS.1894,group03143
TBepi4163.genome.CDS.1895,group04060
TBepi4163.genome.CDS.1896,group05121
TBepi4163.genome.CDS.1897,group04061
TBepi4163.genome.CDS.2161,group01446
TBepi4163.genome.CDS.2160,group00087
TBepi4163.genome.CDS.2163,group00083
TBepi4163.genome.CDS.2162,group05778
TBepi4163.genome.CDS.2165,group00349
TBepi4163.genome.CDS.2164,group00053
TBepi4163.genome.CDS.2167,group05780
TBepi4163.genome.CDS.2166,group00378
TBepi4163.genome.CDS.2169,group00516
TBepi4163.genome.CDS.2168,group05781
TBepi4163.genome.CDS.1948,group01822
TBepi4163.genome.CDS.1949,group04064
TBepi4163.genome.CDS.1942,group01497
TBepi4163.genome.CDS.1943,group02115
TBepi4163.genome.CDS.1940,group00009
TBepi4163.genome.CDS.1941,group00024
TBepi4163.genome.CDS.1946,group00331
TBepi4163.genome.CDS.1947,group00332
TBepi4163.genome.CDS.1944,group01381
TBepi4163.genome.CDS.2389,group00344
TBepi4163.genome.CDS.2388,group00304
TBepi4163.genome.CDS.2381,group05154
TBepi4163.genome.CDS.2380,group00045
TBepi4163.genome.CDS.2383,group03410
TBepi4163.genome.CDS.2382,group00940
TBepi4163.genome.CDS.2385,group00929
TBepi4163.genome.CDS.2384,group01528
TBepi4163.genome.CDS.2387,group00422
TBepi4163.genome.CDS.2386,group00530
TBepi4163.genome.CDS.553,group04805
TBepi4163.genome.CDS.552,group05178
TBepi4163.genome.CDS.2568,group04080
TBepi4163.genome.CDS.2565,group05808
TBepi4163.genome.CDS.2564,group05809
TBepi4163.genome.CDS.2567,group05811
TBepi4163.genome.CDS.2566,group05807
TBepi4163.genome.CDS.2561,group00004
TBepi4163.genome.CDS.2560,group05810
TBepi4163.genome.CDS.2563,group00000
TBepi4163.genome.CDS.2562,group02176
TBepi4163.genome.CDS.1546,group05818
TBepi4163.genome.CDS.1547,group02731
TBepi4163.genome.CDS.1544,group01088
TBepi4163.genome.CDS.1545,group03136
TBepi4163.genome.CDS.1542,group05819
TBepi4163.genome.CDS.1543,group01710
TBepi4163.genome.CDS.1540,group00596
TBepi4163.genome.CDS.1541,group00579
TBepi4163.genome.CDS.1548,group00200
TBepi4163.genome.CDS.1549,group00235
TBepi4163.genome.CDS.1403,group00593
TBepi4163.genome.CDS.1402,group00215
TBepi4163.genome.CDS.1401,group00454
TBepi4163.genome.CDS.1400,group01322
TBepi4163.genome.CDS.1407,group01530
TBepi4163.genome.CDS.1406,group03348
TBepi4163.genome.CDS.1405,group00543
TBepi4163.genome.CDS.1404,group02290
TBepi4163.genome.CDS.1409,group00428
TBepi4163.genome.CDS.1408,group02709
TBepi4163.genome.CDS.934,group05789
TBepi4163.genome.CDS.2019,group03758
TBepi4163.genome.CDS.2018,group02777
TBepi4163.genome.CDS.1715,group00211
TBepi4163.genome.CDS.1714,group02500
TBepi4163.genome.CDS.1713,group01479
TBepi4163.genome.CDS.1712,group02511
TBepi4163.genome.CDS.1711,group00577
TBepi4163.genome.CDS.1710,group01461
TBepi4163.genome.CDS.2011,group02498
TBepi4163.genome.CDS.2323,group00390
TBepi4163.genome.CDS.2013,group01640
TBepi4163.genome.CDS.2012,group01509
TBepi4163.genome.CDS.2015,group04067
TBepi4163.genome.CDS.2014,group02647
TBepi4163.genome.CDS.2017,group01879
TBepi4163.genome.CDS.1859,group00603
TBepi4163.genome.CDS.2374,group00187
TBepi4163.genome.CDS.2375,group05793
TBepi4163.genome.CDS.2376,group00133
TBepi4163.genome.CDS.2377,group00606
TBepi4163.genome.CDS.2370,group00552
TBepi4163.genome.CDS.2371,group00340
TBepi4163.genome.CDS.2372,group05153
TBepi4163.genome.CDS.2373,group00011
TBepi4163.genome.CDS.2378,group01241
TBepi4163.genome.CDS.2379,group00360
TBepi4163.genome.CDS.173,group03083
TBepi4163.genome.CDS.171,group05111
TBepi4163.genome.CDS.2172,group01631
TBepi4163.genome.CDS.2173,group01287
TBepi4163.genome.CDS.2170,group00004
TBepi4163.genome.CDS.2171,group03906
TBepi4163.genome.CDS.2176,group04071
TBepi4163.genome.CDS.2177,group03322
TBepi4163.genome.CDS.2174,group05141
TBepi4163.genome.CDS.2175,group01074
TBepi4163.genome.CDS.2178,group00290
TBepi4163.genome.CDS.2179,group01762
TBepi4163.genome.CDS.1979,group01055
TBepi4163.genome.CDS.1978,group00226
TBepi4163.genome.CDS.1977,group00497
TBepi4163.genome.CDS.1976,group00751
TBepi4163.genome.CDS.1975,group00152
TBepi4163.genome.CDS.1974,group00060
TBepi4163.genome.CDS.1973,group01161
TBepi4163.genome.CDS.1972,group01361
TBepi4163.genome.CDS.1971,group01317
TBepi4163.genome.CDS.1970,group01469
TBepi4163.genome.CDS.2398,group03053
TBepi4163.genome.CDS.2399,group05795
TBepi4163.genome.CDS.2393,group00919
TBepi4163.genome.CDS.2390,group01129
TBepi4163.genome.CDS.2391,group00446
TBepi4163.genome.CDS.2396,group01123
TBepi4163.genome.CDS.2397,group00633
TBepi4163.genome.CDS.2394,group01276
TBepi4163.genome.CDS.2395,group00275
TBepi4163.genome.CDS.1393,group00939
TBepi4163.genome.CDS.1392,group05792
TBepi4163.genome.CDS.1391,group02279
TBepi4163.genome.CDS.1390,group01805
TBepi4163.genome.CDS.1397,group02592
TBepi4163.genome.CDS.1396,group05094
TBepi4163.genome.CDS.1395,group01716
TBepi4163.genome.CDS.1394,group00640
TBepi4163.genome.CDS.1399,group00683
TBepi4163.genome.CDS.1398,group05095
TBepi4163.genome.CDS.1889,group00725
TBepi4163.genome.CDS.2578,group00005
TBepi4163.genome.CDS.2579,group02112
TBepi4163.genome.CDS.2576,group01478
TBepi4163.genome.CDS.239,group05155
TBepi4163.genome.CDS.2574,group00395
TBepi4163.genome.CDS.2575,group01708
TBepi4163.genome.CDS.2572,group00020
TBepi4163.genome.CDS.2573,group00021
TBepi4163.genome.CDS.2570,group00314
TBepi4163.genome.CDS.2571,group00508
TBepi4163.genome.CDS.1579,group00000
TBepi4163.genome.CDS.1578,group03343
TBepi4163.genome.CDS.1573,group01543
TBepi4163.genome.CDS.1572,group01143
TBepi4163.genome.CDS.1571,group01652
TBepi4163.genome.CDS.1570,group00149
TBepi4163.genome.CDS.1577,group01166
TBepi4163.genome.CDS.1576,group05823
TBepi4163.genome.CDS.1575,group05103
TBepi4163.genome.CDS.1574,group02281
TBepi4163.genome.CDS.1379,group00034
TBepi4163.genome.CDS.1378,group04875
TBepi4163.genome.CDS.1371,group01687
TBepi4163.genome.CDS.1370,group01443
TBepi4163.genome.CDS.1373,group05782
TBepi4163.genome.CDS.1372,group05783
TBepi4163.genome.CDS.1375,group00082
TBepi4163.genome.CDS.1374,group00063
TBepi4163.genome.CDS.1377,group00129
TBepi4163.genome.CDS.1376,group00150
TBepi4163.genome.CDS.1414,group00148
TBepi4163.genome.CDS.1415,group02137
TBepi4163.genome.CDS.1416,group00321
TBepi4163.genome.CDS.1417,group00243
TBepi4163.genome.CDS.1410,group00193
TBepi4163.genome.CDS.1411,group00188
TBepi4163.genome.CDS.1412,group00086
TBepi4163.genome.CDS.1413,group00084
TBepi4163.genome.CDS.1418,group00022
TBepi4163.genome.CDS.907,group00892
TBepi4163.genome.CDS.1717,group05836
TBepi4163.genome.CDS.1716,group02560
TBepi4163.genome.CDS.1708,group00362
TBepi4163.genome.CDS.1709,group01874
TBepi4163.genome.CDS.1700,group01001
TBepi4163.genome.CDS.1701,group05110
TBepi4163.genome.CDS.1702,group00246
TBepi4163.genome.CDS.1703,group05832
TBepi4163.genome.CDS.1704,group00306
TBepi4163.genome.CDS.1705,group00202
TBepi4163.genome.CDS.1706,group00425
TBepi4163.genome.CDS.1707,group00394
TBepi4163.genome.CDS.2010,group03139
TBepi4163.genome.CDS.2008,group02983
TBepi4163.genome.CDS.2009,group05855
TBepi4163.genome.CDS.1719,group00160
TBepi4163.genome.CDS.2002,group00901
TBepi4163.genome.CDS.2003,group02151
TBepi4163.genome.CDS.2000,group00490
TBepi4163.genome.CDS.2001,group03953
TBepi4163.genome.CDS.2006,group01878
TBepi4163.genome.CDS.2007,group02669
TBepi4163.genome.CDS.2004,group05131
TBepi4163.genome.CDS.2005,group01695
TBepi4163.genome.CDS.2147,group00326
TBepi4163.genome.CDS.2146,group00445
TBepi4163.genome.CDS.2145,group05777
TBepi4163.genome.CDS.2144,group05776
TBepi4163.genome.CDS.2143,group05140
TBepi4163.genome.CDS.2142,group00283
TBepi4163.genome.CDS.2141,group01776
TBepi4163.genome.CDS.2140,group00693
TBepi4163.genome.CDS.2149,group00492
TBepi4163.genome.CDS.2148,group00404
TBepi4163.genome.CDS.1960,group01327
TBepi4163.genome.CDS.1961,group05129
TBepi4163.genome.CDS.1962,group01913
TBepi4163.genome.CDS.1963,group02141
TBepi4163.genome.CDS.1964,group02472
TBepi4163.genome.CDS.1965,group02473
TBepi4163.genome.CDS.1966,group02844
